InitialNode,,,Node_1,Node_1,Node_2,Node_2,Node_3,Node_3,Node_4,Node_4,Node_4,Node_6,Node_6,Node_7,Node_8
FinalNode,,,Node_4,Node_6,Node_3,Node_6,Node_4,Node_6,Node_5,Node_6,Node_9,Node_7,Node_8,Node_8,Node_9
Circuit,,,cc1,cc1,cc1,cc1,cc1,cc1,cc1,cc1,cc1,cc1,cc1,cc1,cc1
sc01,y2030,2030-01-01T01:00:00+01:00,0.6397207018372676,0.675,0.18391674607067648,0.2549261977597508,0.17734096740471925,0.07987959468192514,0.4382398218283582,0.04771047713562366,0.15100750529690857,0.12892722452081987,0.11270491534513104,0.05370378297481451,0.03159242046801681
sc01,y2030,2030-01-01T03:00:00+01:00,0.5054027796726234,0.738936507936508,0.15549601342923594,0.2550968558569921,0.13192171169179492,0.09709854666281413,0.40496546949626866,0.003098794210982277,0.11836205666895752,0.12823361633445046,0.12158274345181583,0.04330594596965399,0.05037355563514694
sc01,y2030,2030-01-01T05:00:00+01:00,0.5199023178583744,0.7236006683375106,0.15013283402902824,0.24759227100828518,0.12862644079070762,0.09556256074764898,0.38825800503731345,0.0014388269936359203,0.11410243428859357,0.1241011242173332,0.11901770434855073,0.042316144551323466,0.047671734480063094
sc01,y2030,2030-01-01T07:00:00+01:00,0.6805660708830801,0.7100439644767212,0.14281944392293622,0.24627197530699893,0.11433499521441555,0.09341130715631779,0.3885961815298508,0.0,0.10752947150613272,0.12311442182357421,0.11751854116758316,0.038822423659445986,0.054385604156180684
sc01,y2030,2030-01-01T09:00:00+01:00,0.7539472626376584,0.7555587124429746,0.15119175191137552,0.26225275458343433,0.12078661949464645,0.09939517652722901,0.41288301949626866,0.0,0.11385868271261734,0.13093960685242984,0.1251254532739197,0.04111734480399552,0.058175908751934846
sc01,y2030,2030-01-01T11:00:00+01:00,0.765288904961835,0.8149448203205121,0.16369239737362518,0.2827372054591742,0.13097605331624096,0.10721435706726926,0.44577789104477616,0.0,0.12323712891924972,0.1412685799895296,0.1348890828662678,0.04449695695809196,0.06250365900985472
sc01,y2030,2030-01-01T13:00:00+01:00,0.7500000000000001,0.8055149912701638,0.169033189043985,0.2819860360085418,0.13949855199563166,0.10480700405165626,0.4503625630597015,0.006269324804680205,0.12886895886398636,0.1412662246366032,0.1333662619700229,0.04641160374867298,0.058782109139744965
sc01,y2030,2030-01-01T15:00:00+01:00,0.765858510327678,0.882254137384579,0.16743482382801889,0.3011834628265333,0.12754872106001391,0.11808307321853927,0.4679015148320896,0.010723705771794089,0.12318820646543358,0.15033484033021666,0.14569430461618366,0.04464965280618146,0.07177075808680523
sc01,y2030,2030-01-01T17:00:00+01:00,0.7503623083837365,0.9454100406072324,0.06716672779736914,0.22763294318603589,0.033167674835126795,0.11917283822773302,0.51030060494403,0.06988746314339735,0.09902770091884991,0.17574628583620544,0.1824741649435502,0.03690064937116408,0.1135975511333889
