Scenario,Period,LoadLevel,BrownLignite,CCGT_1,CCGT_2,CCGT_3,CCGT_4,DomesticCoal_Anthracite,ESS1,FuelOilGas,ImportedCoal_Bituminous,ImportedCoal_SubBituminous,Nuclear,OCGT_1,OCGT_2,OCGT_3,SolarPV_1,WindFarm_1
sc01,y2030,2030-01-01T01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.02547322527,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.2,0.3017806
sc01,y2030,2030-01-01T03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.023539112869999997,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.2,0.262984675
sc01,y2030,2030-01-01T05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.022567971080000002,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.2,0.21262225633991594
sc01,y2030,2030-01-01T07:00:00+01:00,0.0,0.0,0.0,0.0,0.028234534999999998,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,4.7550000000000004e-05,0.20359250000000004
sc01,y2030,2030-01-01T09:00:00+01:00,0.0,0.0,0.0,0.0,0.08384517748306024,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.020518025000000002,0.16168017499999998
sc01,y2030,2030-01-01T11:00:00+01:00,0.0,0.0,0.0,0.0,0.13363341529503941,0.0,0.026781316120482068,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.11781265000000002,0.13216512499999994
sc01,y2030,2030-01-01T13:00:00+01:00,0.0,0.0,0.0,0.0,0.13363341529503941,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.154219875,0.14227764999999995
sc01,y2030,2030-01-01T15:00:00+01:00,0.0,0.0,0.0,0.0,0.18574070452938415,0.0,0.048221450465826265,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.13544620000000002,0.13836814999999997
sc01,y2030,2030-01-01T17:00:00+01:00,0.0,0.23138706068181938,0.0,0.0,0.18574070452938415,0.0,0.10020514707994585,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.04681800000000002,0.12911227499999994
sc01,y2030,2030-01-01T19:00:00+01:00,0.0,0.23138706068181938,0.0,0.0,0.18574070452938415,0.0,0.09400464369488179,0.0,0.0,0.0,1.5432000000000001,0.04709666892585371,0.0,0.0,4.0125000000021047e-05,0.13967294999999993
sc01,y2030,2030-01-01T21:00:00+01:00,0.0,0.16580195922224397,0.0,0.0,0.18574070452938415,0.0,0.09744569262266475,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.0,0.1593661499999999
sc01,y2030,2030-01-01T23:00:00+01:00,0.0,0.06897159062194239,0.0,0.0,0.18574070452938415,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.0,0.17244827499999993
sc01,y2030,2030-01-02T01:00:00+01:00,0.0,0.06897159062194239,0.0,0.0,0.18574070452938415,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.0,0.15797959999999991
sc01,y2030,2030-01-02T03:00:00+01:00,0.0,0.06897159062194239,0.0,0.0,0.18574070452938415,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.0,0.1430423999999999
sc01,y2030,2030-01-02T05:00:00+01:00,0.0,0.06897159062194239,0.0,0.0,0.22153622707088777,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.0,0.14835847499999988
