,,,,MW 
sc2015,y2030,2030-06-04T13:00:00+02:00,Cogeneration,419.5700290999997
sc2015,y2030,2030-06-04T13:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-04T13:00:00+02:00,CCGT,543.1833664099679
sc2015,y2030,2030-06-04T13:00:00+02:00,Onshore_wind,655.9270888150052
sc2015,y2030,2030-06-04T13:00:00+02:00,PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-04T13:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-04T13:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-04T13:00:00+02:00,Solar_PV,2151.3361105500003
sc2015,y2030,2030-06-04T15:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-04T15:00:00+02:00,Cogeneration,416.1996093499997
sc2015,y2030,2030-06-04T15:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-04T15:00:00+02:00,CCGT,533.8054775099678
sc2015,y2030,2030-06-04T15:00:00+02:00,Onshore_wind,715.6977119950051
sc2015,y2030,2030-06-04T15:00:00+02:00,PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-04T15:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-04T15:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-04T15:00:00+02:00,Solar_PV,1965.3958561500003
sc2015,y2030,2030-06-04T17:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-04T17:00:00+02:00,Cogeneration,413.8804125999998
sc2015,y2030,2030-06-04T17:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-04T17:00:00+02:00,CCGT,620.0659560536619
sc2015,y2030,2030-06-04T17:00:00+02:00,Onshore_wind,805.0674291500052
sc2015,y2030,2030-06-04T17:00:00+02:00,PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-04T17:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-04T17:00:00+02:00,Hydro_UGH,152.6153893263048
sc2015,y2030,2030-06-04T17:00:00+02:00,Solar_PV,1422.5026362000003
sc2015,y2030,2030-06-04T19:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-04T19:00:00+02:00,Cogeneration,416.6189454999997
sc2015,y2030,2030-06-04T19:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-04T19:00:00+02:00,CCGT,620.0659560536619
sc2015,y2030,2030-06-04T19:00:00+02:00,Onshore_wind,865.4942580000052
sc2015,y2030,2030-06-04T19:00:00+02:00,PumpedStorage_Hydro,304.57002444630507
sc2015,y2030,2030-06-04T19:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-04T19:00:00+02:00,Hydro_UGH,630.0
sc2015,y2030,2030-06-04T19:00:00+02:00,Solar_PV,515.8501752900005
sc2015,y2030,2030-06-04T21:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-04T21:00:00+02:00,Cogeneration,422.16057354999975
sc2015,y2030,2030-06-04T21:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-04T21:00:00+02:00,CCGT,620.0659560536619
sc2015,y2030,2030-06-04T21:00:00+02:00,Onshore_wind,1014.7183687500051
sc2015,y2030,2030-06-04T21:00:00+02:00,PumpedStorage_Hydro,1408.8867655603049
sc2015,y2030,2030-06-04T21:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-04T21:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-04T21:00:00+02:00,Solar_PV,8.47698288600047
sc2015,y2030,2030-06-04T23:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-04T23:00:00+02:00,Cogeneration,405.0055932499998
sc2015,y2030,2030-06-04T23:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-04T23:00:00+02:00,CCGT,620.0659560536619
sc2015,y2030,2030-06-04T23:00:00+02:00,Onshore_wind,1051.4379992000052
sc2015,y2030,2030-06-04T23:00:00+02:00,PumpedStorage_Hydro,949.6834562663054
sc2015,y2030,2030-06-04T23:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-04T23:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-04T23:00:00+02:00,Solar_PV,0.0
sc2015,y2030,2030-06-05T01:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-05T01:00:00+02:00,Cogeneration,390.0117845999998
sc2015,y2030,2030-06-05T01:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-05T01:00:00+02:00,CCGT,620.0659560536619
sc2015,y2030,2030-06-05T01:00:00+02:00,Onshore_wind,925.8093926500053
sc2015,y2030,2030-06-05T01:00:00+02:00,PumpedStorage_Hydro,651.078318466305
sc2015,y2030,2030-06-05T01:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-05T01:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-05T01:00:00+02:00,Solar_PV,0.0
sc2015,y2030,2030-06-05T03:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-05T03:00:00+02:00,Cogeneration,391.07340029999983
sc2015,y2030,2030-06-05T03:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-05T03:00:00+02:00,CCGT,620.0659560536619
sc2015,y2030,2030-06-05T03:00:00+02:00,Onshore_wind,743.0070644950052
sc2015,y2030,2030-06-05T03:00:00+02:00,PumpedStorage_Hydro,639.8272095478044
sc2015,y2030,2030-06-05T03:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-05T03:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-05T03:00:00+02:00,Solar_PV,0.10911493350047177
sc2015,y2030,2030-06-05T05:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-05T05:00:00+02:00,Cogeneration,397.1860542999999
sc2015,y2030,2030-06-05T05:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-05T05:00:00+02:00,CCGT,620.0659560536619
sc2015,y2030,2030-06-05T05:00:00+02:00,Onshore_wind,620.1149780300052
sc2015,y2030,2030-06-05T05:00:00+02:00,PumpedStorage_Hydro,903.0358877053042
sc2015,y2030,2030-06-05T05:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-05T05:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-05T05:00:00+02:00,Solar_PV,2.899339521000472
sc2015,y2030,2030-06-05T07:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-05T07:00:00+02:00,Cogeneration,422.33134029999985
sc2015,y2030,2030-06-05T07:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-05T07:00:00+02:00,CCGT,620.0659560536619
sc2015,y2030,2030-06-05T07:00:00+02:00,Onshore_wind,544.0090058650053
sc2015,y2030,2030-06-05T07:00:00+02:00,PumpedStorage_Hydro,603.1609325813046
sc2015,y2030,2030-06-05T07:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-05T07:00:00+02:00,Hydro_UGH,630.0
sc2015,y2030,2030-06-05T07:00:00+02:00,Solar_PV,383.3176249500005
sc2015,y2030,2030-06-05T09:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-05T09:00:00+02:00,Cogeneration,427.01415164999986
sc2015,y2030,2030-06-05T09:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-05T09:00:00+02:00,CCGT,620.0659560536619
sc2015,y2030,2030-06-05T09:00:00+02:00,Onshore_wind,474.3952880850052
sc2015,y2030,2030-06-05T09:00:00+02:00,PumpedStorage_Hydro,626.8184268613037
sc2015,y2030,2030-06-05T09:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-05T09:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-05T09:00:00+02:00,Solar_PV,1334.1401211000004
sc2015,y2030,2030-06-05T11:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-05T11:00:00+02:00,Cogeneration,421.1687166999998
sc2015,y2030,2030-06-05T11:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-05T11:00:00+02:00,CCGT,620.0659560536619
sc2015,y2030,2030-06-05T11:00:00+02:00,Onshore_wind,447.78402721500527
sc2015,y2030,2030-06-05T11:00:00+02:00,PumpedStorage_Hydro,195.7454139513037
sc2015,y2030,2030-06-05T11:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-05T11:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-05T11:00:00+02:00,Solar_PV,1961.7682521000004
sc2015,y2030,2030-06-05T13:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-05T13:00:00+02:00,Cogeneration,426.9716556999998
sc2015,y2030,2030-06-05T13:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-05T13:00:00+02:00,CCGT,599.3472827849661
sc2015,y2030,2030-06-05T13:00:00+02:00,Onshore_wind,482.67465709500516
sc2015,y2030,2030-06-05T13:00:00+02:00,PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-05T13:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-05T13:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-05T13:00:00+02:00,Solar_PV,2139.29605845
sc2015,y2030,2030-06-05T15:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-05T15:00:00+02:00,Cogeneration,424.38830074999976
sc2015,y2030,2030-06-05T15:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-05T15:00:00+02:00,CCGT,540.018095659968
sc2015,y2030,2030-06-05T15:00:00+02:00,Onshore_wind,585.4058517750052
sc2015,y2030,2030-06-05T15:00:00+02:00,PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-05T15:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-05T15:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-05T15:00:00+02:00,Solar_PV,1943.40078045
sc2015,y2030,2030-06-05T17:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-05T17:00:00+02:00,Cogeneration,424.5256117499997
sc2015,y2030,2030-06-05T17:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-05T17:00:00+02:00,CCGT,620.0659560536619
sc2015,y2030,2030-06-05T17:00:00+02:00,Onshore_wind,732.2006029250053
sc2015,y2030,2030-06-05T17:00:00+02:00,PumpedStorage_Hydro,348.6365538013042
sc2015,y2030,2030-06-05T17:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-05T17:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-05T17:00:00+02:00,Solar_PV,1377.3571144500002
sc2015,y2030,2030-06-05T19:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-05T19:00:00+02:00,Cogeneration,426.8333480499998
sc2015,y2030,2030-06-05T19:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-05T19:00:00+02:00,CCGT,620.0659560536619
sc2015,y2030,2030-06-05T19:00:00+02:00,Onshore_wind,917.2787102500055
sc2015,y2030,2030-06-05T19:00:00+02:00,PumpedStorage_Hydro,358.6099989913045
sc2015,y2030,2030-06-05T19:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-05T19:00:00+02:00,Hydro_UGH,630.0
sc2015,y2030,2030-06-05T19:00:00+02:00,Solar_PV,483.18428371500005
sc2015,y2030,2030-06-05T21:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-05T21:00:00+02:00,Cogeneration,426.95563959999987
sc2015,y2030,2030-06-05T21:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-05T21:00:00+02:00,CCGT,620.0659560536619
sc2015,y2030,2030-06-05T21:00:00+02:00,Onshore_wind,1135.9071116000055
sc2015,y2030,2030-06-05T21:00:00+02:00,PumpedStorage_Hydro,1267.4647281118052
sc2015,y2030,2030-06-05T21:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-05T21:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-05T21:00:00+02:00,Solar_PV,6.171852094500042
sc2015,y2030,2030-06-05T23:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-05T23:00:00+02:00,Cogeneration,402.62240349999985
sc2015,y2030,2030-06-05T23:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-05T23:00:00+02:00,CCGT,620.0659560536619
sc2015,y2030,2030-06-05T23:00:00+02:00,Onshore_wind,1069.3231123000053
sc2015,y2030,2030-06-05T23:00:00+02:00,PumpedStorage_Hydro,322.9994984063057
sc2015,y2030,2030-06-05T23:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-05T23:00:00+02:00,Hydro_UGH,630.0
sc2015,y2030,2030-06-05T23:00:00+02:00,Solar_PV,0.0
sc2015,y2030,2030-06-06T01:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-06T01:00:00+02:00,Cogeneration,382.4215244499998
sc2015,y2030,2030-06-06T01:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-06T01:00:00+02:00,CCGT,620.0659560536619
sc2015,y2030,2030-06-06T01:00:00+02:00,Onshore_wind,977.6776166000053
sc2015,y2030,2030-06-06T01:00:00+02:00,PumpedStorage_Hydro,623.7017563063059
sc2015,y2030,2030-06-06T01:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-06T01:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-06T01:00:00+02:00,Solar_PV,0.0
sc2015,y2030,2030-06-06T03:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-06T03:00:00+02:00,Cogeneration,378.7364068999999
sc2015,y2030,2030-06-06T03:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-06T03:00:00+02:00,CCGT,620.0659560536619
sc2015,y2030,2030-06-06T03:00:00+02:00,Onshore_wind,964.1206726000053
sc2015,y2030,2030-06-06T03:00:00+02:00,PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-06T03:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-06T03:00:00+02:00,Hydro_UGH,388.91834831480577
sc2015,y2030,2030-06-06T03:00:00+02:00,Solar_PV,0.10069749150004075
sc2015,y2030,2030-06-06T05:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-06T05:00:00+02:00,Cogeneration,371.3937906499998
sc2015,y2030,2030-06-06T05:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-06T05:00:00+02:00,CCGT,620.0659560536619
sc2015,y2030,2030-06-06T05:00:00+02:00,Onshore_wind,930.5284934000052
sc2015,y2030,2030-06-06T05:00:00+02:00,PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-06T05:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-06T05:00:00+02:00,Hydro_UGH,383.40393403230576
sc2015,y2030,2030-06-06T05:00:00+02:00,Solar_PV,2.725379154000041
sc2015,y2030,2030-06-06T07:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-06T07:00:00+02:00,Cogeneration,372.0311586999999
sc2015,y2030,2030-06-06T07:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-06T07:00:00+02:00,CCGT,617.9750062786626
sc2015,y2030,2030-06-06T07:00:00+02:00,Onshore_wind,883.2257910000053
sc2015,y2030,2030-06-06T07:00:00+02:00,PumpedStorage_Hydro,232.7663564763044
sc2015,y2030,2030-06-06T07:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-06T07:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-06T07:00:00+02:00,Solar_PV,376.48484827500005
sc2015,y2030,2030-06-06T09:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-06T09:00:00+02:00,Cogeneration,374.8434364999998
sc2015,y2030,2030-06-06T09:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-06T09:00:00+02:00,CCGT,241.16097805996583
sc2015,y2030,2030-06-06T09:00:00+02:00,Onshore_wind,777.841847300005
sc2015,y2030,2030-06-06T09:00:00+02:00,PumpedStorage_Hydro,264.9261494500022
sc2015,y2030,2030-06-06T09:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-06T09:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-06T09:00:00+02:00,Solar_PV,1315.1198296500004
sc2015,y2030,2030-06-06T11:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-06T11:00:00+02:00,Cogeneration,372.4922076999998
sc2015,y2030,2030-06-06T11:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-06T11:00:00+02:00,CCGT,0.0
sc2015,y2030,2030-06-06T11:00:00+02:00,Onshore_wind,751.1887011500053
sc2015,y2030,2030-06-06T11:00:00+02:00,PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-06T11:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-06T11:00:00+02:00,Hydro_UGH,277.5792323000023
sc2015,y2030,2030-06-06T11:00:00+02:00,Solar_PV,1925.7992952000009
sc2015,y2030,2030-06-06T13:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-06T13:00:00+02:00,Cogeneration,371.3463119499998
sc2015,y2030,2030-06-06T13:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-06T13:00:00+02:00,CCGT,0.0
sc2015,y2030,2030-06-06T13:00:00+02:00,Onshore_wind,764.7596061500052
sc2015,y2030,2030-06-06T13:00:00+02:00,PumpedStorage_Hydro,277.9761408000022
sc2015,y2030,2030-06-06T13:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-06T13:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-06T13:00:00+02:00,Solar_PV,2092.7030484
sc2015,y2030,2030-06-06T15:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-06T15:00:00+02:00,Cogeneration,366.5249794499998
sc2015,y2030,2030-06-06T15:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-06T15:00:00+02:00,CCGT,0.0
sc2015,y2030,2030-06-06T15:00:00+02:00,Onshore_wind,828.0206883000052
sc2015,y2030,2030-06-06T15:00:00+02:00,PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-06T15:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-06T15:00:00+02:00,Hydro_UGH,260.63016970000217
sc2015,y2030,2030-06-06T15:00:00+02:00,Solar_PV,1853.9056519500007
sc2015,y2030,2030-06-06T17:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-06T17:00:00+02:00,Cogeneration,365.10908854999974
sc2015,y2030,2030-06-06T17:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-06T17:00:00+02:00,CCGT,0.0
sc2015,y2030,2030-06-06T17:00:00+02:00,Onshore_wind,1017.1896141000052
sc2015,y2030,2030-06-06T17:00:00+02:00,PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-06T17:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-06T17:00:00+02:00,Hydro_UGH,257.5217900500022
sc2015,y2030,2030-06-06T17:00:00+02:00,Solar_PV,1277.9637025500006
sc2015,y2030,2030-06-06T19:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-06T19:00:00+02:00,Cogeneration,368.8794115499998
sc2015,y2030,2030-06-06T19:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-06T19:00:00+02:00,CCGT,0.0
sc2015,y2030,2030-06-06T19:00:00+02:00,Onshore_wind,1138.0432728500052
sc2015,y2030,2030-06-06T19:00:00+02:00,PumpedStorage_Hydro,800.0
sc2015,y2030,2030-06-06T19:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-06T19:00:00+02:00,Hydro_UGH,256.78518303996765
sc2015,y2030,2030-06-06T19:00:00+02:00,Solar_PV,441.1273374900003
sc2015,y2030,2030-06-06T21:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-06T21:00:00+02:00,Cogeneration,372.30990934999977
sc2015,y2030,2030-06-06T21:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-06T21:00:00+02:00,CCGT,0.0
sc2015,y2030,2030-06-06T21:00:00+02:00,Onshore_wind,1210.812365450005
sc2015,y2030,2030-06-06T21:00:00+02:00,PumpedStorage_Hydro,706.1891276514193
sc2015,y2030,2030-06-06T21:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-06T21:00:00+02:00,Hydro_UGH,863.5764458825489
sc2015,y2030,2030-06-06T21:00:00+02:00,Solar_PV,7.112111016000289
sc2015,y2030,2030-06-06T23:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-06T23:00:00+02:00,Cogeneration,369.76057954999976
sc2015,y2030,2030-06-06T23:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-06T23:00:00+02:00,CCGT,0.0
sc2015,y2030,2030-06-06T23:00:00+02:00,Onshore_wind,1268.642293050005
sc2015,y2030,2030-06-06T23:00:00+02:00,PumpedStorage_Hydro,566.5724292299691
sc2015,y2030,2030-06-06T23:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-06T23:00:00+02:00,Hydro_UGH,630.0
sc2015,y2030,2030-06-06T23:00:00+02:00,Solar_PV,0.0
sc2015,y2030,2030-06-07T01:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-07T01:00:00+02:00,Cogeneration,363.42085344999975
sc2015,y2030,2030-06-07T01:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-07T01:00:00+02:00,CCGT,0.0
sc2015,y2030,2030-06-07T01:00:00+02:00,Onshore_wind,1138.0013873500052
sc2015,y2030,2030-06-07T01:00:00+02:00,PumpedStorage_Hydro,860.8270924299685
sc2015,y2030,2030-06-07T01:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-07T01:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-07T01:00:00+02:00,Solar_PV,0.0
sc2015,y2030,2030-06-07T03:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-07T03:00:00+02:00,Cogeneration,362.3250701499997
sc2015,y2030,2030-06-07T03:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-07T03:00:00+02:00,CCGT,0.0
sc2015,y2030,2030-06-07T03:00:00+02:00,Onshore_wind,1056.1850239000053
sc2015,y2030,2030-06-07T03:00:00+02:00,PumpedStorage_Hydro,102.95720081746839
sc2015,y2030,2030-06-07T03:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-07T03:00:00+02:00,Hydro_UGH,630.0
sc2015,y2030,2030-06-07T03:00:00+02:00,Solar_PV,0.10194452250028968
sc2015,y2030,2030-06-07T05:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-07T05:00:00+02:00,Cogeneration,361.1002330499997
sc2015,y2030,2030-06-07T05:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-07T05:00:00+02:00,CCGT,0.0
sc2015,y2030,2030-06-07T05:00:00+02:00,Onshore_wind,936.3086938500053
sc2015,y2030,2030-06-07T05:00:00+02:00,PumpedStorage_Hydro,154.53648954096872
sc2015,y2030,2030-06-07T05:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-07T05:00:00+02:00,Hydro_UGH,630.0
sc2015,y2030,2030-06-07T05:00:00+02:00,Solar_PV,2.6224993590002903
sc2015,y2030,2030-06-07T07:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-07T07:00:00+02:00,Cogeneration,363.1603255499998
sc2015,y2030,2030-06-07T07:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-07T07:00:00+02:00,CCGT,0.0
sc2015,y2030,2030-06-07T07:00:00+02:00,Onshore_wind,807.8318723500054
sc2015,y2030,2030-06-07T07:00:00+02:00,PumpedStorage_Hydro,538.5305104949684
sc2015,y2030,2030-06-07T07:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-07T07:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-07T07:00:00+02:00,Solar_PV,375.20851525500035
sc2015,y2030,2030-06-07T09:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-07T09:00:00+02:00,Cogeneration,363.21349889999976
sc2015,y2030,2030-06-07T09:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-07T09:00:00+02:00,CCGT,0.0
sc2015,y2030,2030-06-07T09:00:00+02:00,Onshore_wind,576.7913983350052
sc2015,y2030,2030-06-07T09:00:00+02:00,PumpedStorage_Hydro,225.47338430000212
sc2015,y2030,2030-06-07T09:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-07T09:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-07T09:00:00+02:00,Solar_PV,1312.1406804000003
sc2015,y2030,2030-06-07T11:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-07T11:00:00+02:00,Cogeneration,361.27341999999976
sc2015,y2030,2030-06-07T11:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-07T11:00:00+02:00,CCGT,0.0
sc2015,y2030,2030-06-07T11:00:00+02:00,Onshore_wind,542.2079288950052
sc2015,y2030,2030-06-07T11:00:00+02:00,PumpedStorage_Hydro,237.92144295000216
sc2015,y2030,2030-06-07T11:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-07T11:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-07T11:00:00+02:00,Solar_PV,1916.1416893500007
sc2015,y2030,2030-06-07T13:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-07T13:00:00+02:00,Cogeneration,357.1113797999997
sc2015,y2030,2030-06-07T13:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-07T13:00:00+02:00,CCGT,0.0
sc2015,y2030,2030-06-07T13:00:00+02:00,Onshore_wind,571.4440151850054
sc2015,y2030,2030-06-07T13:00:00+02:00,PumpedStorage_Hydro,247.67368155000207
sc2015,y2030,2030-06-07T13:00:00+02:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-06-07T13:00:00+02:00,Hydro_UGH,0.0
sc2015,y2030,2030-06-07T13:00:00+02:00,Solar_PV,2084.719264950001
sc2015,y2030,2030-06-07T15:00:00+02:00,Nuclear,1000.0
sc2015,y2030,2030-06-07T15:00:00+02:00,Cogeneration,350.36605579999974
sc2015,y2030,2030-06-07T15:00:00+02:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-06-07T15:00:00+02:00,CCGT,0.0
sc2015,y2030,2030-06-07T15:00:00+02:00,Onshore_wind,654.4192106450053
sc2015,y2030,2030-06-07T15:00:00+02:00,PumpedStorage_Hydro,240.1761746000021
