,,,,MW 
sc2015,y2030,2030-03-07T21:00:00+01:00,CCGT,312.02859553795753
sc2015,y2030,2030-03-07T21:00:00+01:00,Onshore_wind,381.3954935450027
sc2015,y2030,2030-03-07T21:00:00+01:00,PumpedStorage_Hydro,1082.335253614029
sc2015,y2030,2030-03-07T21:00:00+01:00,Pure_PumpedStorage_Hydro,200.0
sc2015,y2030,2030-03-07T21:00:00+01:00,Hydro_UGH,1010.0
sc2015,y2030,2030-03-07T21:00:00+01:00,Solar_PV,0.08542140300238138
sc2015,y2030,2030-03-07T23:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-07T23:00:00+01:00,Cogeneration,394.17773989999955
sc2015,y2030,2030-03-07T23:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-07T23:00:00+01:00,CCGT,312.02859553795753
sc2015,y2030,2030-03-07T23:00:00+01:00,Onshore_wind,425.4450884200027
sc2015,y2030,2030-03-07T23:00:00+01:00,PumpedStorage_Hydro,943.7049200420306
sc2015,y2030,2030-03-07T23:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-07T23:00:00+01:00,Hydro_UGH,1010.0
sc2015,y2030,2030-03-07T23:00:00+01:00,Solar_PV,0.0
sc2015,y2030,2030-03-08T01:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-08T01:00:00+01:00,Cogeneration,382.19680139999946
sc2015,y2030,2030-03-08T01:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-08T01:00:00+01:00,CCGT,312.02859553795753
sc2015,y2030,2030-03-08T01:00:00+01:00,Onshore_wind,465.02689540000273
sc2015,y2030,2030-03-08T01:00:00+01:00,PumpedStorage_Hydro,1315.485370842031
sc2015,y2030,2030-03-08T01:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-08T01:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-08T01:00:00+01:00,Solar_PV,0.0
sc2015,y2030,2030-03-08T03:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-08T03:00:00+01:00,Cogeneration,366.5709633999995
sc2015,y2030,2030-03-08T03:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-08T03:00:00+01:00,CCGT,312.02859553795753
sc2015,y2030,2030-03-08T03:00:00+01:00,Onshore_wind,447.1417828500027
sc2015,y2030,2030-03-08T03:00:00+01:00,PumpedStorage_Hydro,363.3733854520306
sc2015,y2030,2030-03-08T03:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-08T03:00:00+01:00,Hydro_UGH,630.0
sc2015,y2030,2030-03-08T03:00:00+01:00,Solar_PV,0.0
sc2015,y2030,2030-03-08T05:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-08T05:00:00+01:00,Cogeneration,362.75785969999947
sc2015,y2030,2030-03-08T05:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-08T05:00:00+01:00,CCGT,312.02859553795753
sc2015,y2030,2030-03-08T05:00:00+01:00,Onshore_wind,426.89711947000274
sc2015,y2030,2030-03-08T05:00:00+01:00,PumpedStorage_Hydro,955.6288017795285
sc2015,y2030,2030-03-08T05:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-08T05:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-08T05:00:00+01:00,Solar_PV,0.07388639250238138
sc2015,y2030,2030-03-08T07:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-08T07:00:00+01:00,Cogeneration,362.8658435499995
sc2015,y2030,2030-03-08T07:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-08T07:00:00+01:00,CCGT,312.02859553795753
sc2015,y2030,2030-03-08T07:00:00+01:00,Onshore_wind,370.43545181000275
sc2015,y2030,2030-03-08T07:00:00+01:00,PumpedStorage_Hydro,456.3528104890281
sc2015,y2030,2030-03-08T07:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-08T07:00:00+01:00,Hydro_UGH,630.0
sc2015,y2030,2030-03-08T07:00:00+01:00,Solar_PV,7.289812473002381
sc2015,y2030,2030-03-08T09:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-08T09:00:00+01:00,Cogeneration,361.4693142999995
sc2015,y2030,2030-03-08T09:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-08T09:00:00+01:00,CCGT,312.02859553795753
sc2015,y2030,2030-03-08T09:00:00+01:00,Onshore_wind,369.9188638000028
sc2015,y2030,2030-03-08T09:00:00+01:00,PumpedStorage_Hydro,537.977752752028
sc2015,y2030,2030-03-08T09:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-08T09:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-08T09:00:00+01:00,Solar_PV,794.9203333200023
sc2015,y2030,2030-03-08T11:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-08T11:00:00+01:00,Cogeneration,356.4707373999995
sc2015,y2030,2030-03-08T11:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-08T11:00:00+01:00,CCGT,312.02859553795753
sc2015,y2030,2030-03-08T11:00:00+01:00,Onshore_wind,406.9456547250027
sc2015,y2030,2030-03-08T11:00:00+01:00,PumpedStorage_Hydro,53.49387223659373
sc2015,y2030,2030-03-08T11:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-08T11:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-08T11:00:00+01:00,Solar_PV,1837.8623278500022
sc2015,y2030,2030-03-08T13:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-08T13:00:00+01:00,Cogeneration,352.3291977999995
sc2015,y2030,2030-03-08T13:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-08T13:00:00+01:00,CCGT,312.02859553795753
sc2015,y2030,2030-03-08T13:00:00+01:00,Onshore_wind,497.90702108500267
sc2015,y2030,2030-03-08T13:00:00+01:00,PumpedStorage_Hydro,49.18714153659369
sc2015,y2030,2030-03-08T13:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-08T13:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-08T13:00:00+01:00,Solar_PV,2109.1114395000022
sc2015,y2030,2030-03-08T15:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-08T15:00:00+01:00,Cogeneration,347.48494454999957
sc2015,y2030,2030-03-08T15:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-08T15:00:00+01:00,CCGT,312.02859553795753
sc2015,y2030,2030-03-08T15:00:00+01:00,Onshore_wind,676.3392944000026
sc2015,y2030,2030-03-08T15:00:00+01:00,PumpedStorage_Hydro,42.552982236593735
sc2015,y2030,2030-03-08T15:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-08T15:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-08T15:00:00+01:00,Solar_PV,1890.3637551000024
sc2015,y2030,2030-03-08T17:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-08T17:00:00+01:00,Cogeneration,348.14658574999953
sc2015,y2030,2030-03-08T17:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-08T17:00:00+01:00,CCGT,312.02859553795753
sc2015,y2030,2030-03-08T17:00:00+01:00,Onshore_wind,791.9014166500027
sc2015,y2030,2030-03-08T17:00:00+01:00,PumpedStorage_Hydro,29.366595586593714
sc2015,y2030,2030-03-08T17:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-08T17:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-08T17:00:00+01:00,Solar_PV,1078.305831300002
sc2015,y2030,2030-03-08T19:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-08T19:00:00+01:00,Cogeneration,359.75887014999944
sc2015,y2030,2030-03-08T19:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-08T19:00:00+01:00,CCGT,758.1820194563459
sc2015,y2030,2030-03-08T19:00:00+01:00,Onshore_wind,795.7548836500027
sc2015,y2030,2030-03-08T19:00:00+01:00,PumpedStorage_Hydro,625.6674947706395
sc2015,y2030,2030-03-08T19:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-08T19:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-08T19:00:00+01:00,Solar_PV,131.81052141300216
sc2015,y2030,2030-03-08T21:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-08T21:00:00+01:00,Cogeneration,371.19376784999946
sc2015,y2030,2030-03-08T21:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-08T21:00:00+01:00,CCGT,1188.1385938799858
sc2015,y2030,2030-03-08T21:00:00+01:00,Onshore_wind,887.8750824000028
sc2015,y2030,2030-03-08T21:00:00+01:00,PumpedStorage_Hydro,871.8661290614995
sc2015,y2030,2030-03-08T21:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-08T21:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-08T21:00:00+01:00,Solar_PV,0.0916565385021442
sc2015,y2030,2030-03-08T23:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-08T23:00:00+01:00,Cogeneration,365.46215369999936
sc2015,y2030,2030-03-08T23:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-08T23:00:00+01:00,CCGT,1188.1385938799858
sc2015,y2030,2030-03-08T23:00:00+01:00,Onshore_wind,949.2932019000027
sc2015,y2030,2030-03-08T23:00:00+01:00,PumpedStorage_Hydro,545.6158492100021
sc2015,y2030,2030-03-08T23:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-08T23:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-08T23:00:00+01:00,Solar_PV,0.0
sc2015,y2030,2030-03-09T01:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-09T01:00:00+01:00,Cogeneration,360.32185254999945
sc2015,y2030,2030-03-09T01:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-09T01:00:00+01:00,CCGT,1188.1385938799858
sc2015,y2030,2030-03-09T01:00:00+01:00,Onshore_wind,857.1171561500026
sc2015,y2030,2030-03-09T01:00:00+01:00,PumpedStorage_Hydro,53.11958005000258
sc2015,y2030,2030-03-09T01:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-09T01:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-09T01:00:00+01:00,Solar_PV,0.0
sc2015,y2030,2030-03-09T03:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-09T03:00:00+01:00,Cogeneration,355.0895835999994
sc2015,y2030,2030-03-09T03:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-09T03:00:00+01:00,CCGT,1097.1644612299874
sc2015,y2030,2030-03-09T03:00:00+01:00,Onshore_wind,740.6335520200026
sc2015,y2030,2030-03-09T03:00:00+01:00,PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-09T03:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-09T03:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-09T03:00:00+01:00,Solar_PV,0.0
sc2015,y2030,2030-03-09T05:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-09T05:00:00+01:00,Cogeneration,358.0430162999994
sc2015,y2030,2030-03-09T05:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-09T05:00:00+01:00,CCGT,1188.1385938799858
sc2015,y2030,2030-03-09T05:00:00+01:00,Onshore_wind,645.6511774700027
sc2015,y2030,2030-03-09T05:00:00+01:00,PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-09T05:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-09T05:00:00+01:00,Hydro_UGH,50.731035972499335
sc2015,y2030,2030-03-09T05:00:00+01:00,Solar_PV,0.0938388375021442
sc2015,y2030,2030-03-09T07:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-09T07:00:00+01:00,Cogeneration,389.21589319999936
sc2015,y2030,2030-03-09T07:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-09T07:00:00+01:00,CCGT,1188.1385938799858
sc2015,y2030,2030-03-09T07:00:00+01:00,Onshore_wind,504.7483210400027
sc2015,y2030,2030-03-09T07:00:00+01:00,PumpedStorage_Hydro,300.90611850749974
sc2015,y2030,2030-03-09T07:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-09T07:00:00+01:00,Hydro_UGH,630.0
sc2015,y2030,2030-03-09T07:00:00+01:00,Solar_PV,9.019128202502145
sc2015,y2030,2030-03-09T09:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-09T09:00:00+01:00,Cogeneration,432.97988499999934
sc2015,y2030,2030-03-09T09:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-09T09:00:00+01:00,CCGT,1188.1385938799858
sc2015,y2030,2030-03-09T09:00:00+01:00,Onshore_wind,414.26165725000277
sc2015,y2030,2030-03-09T09:00:00+01:00,PumpedStorage_Hydro,948.8505136549995
sc2015,y2030,2030-03-09T09:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-09T09:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-09T09:00:00+01:00,Solar_PV,822.6707536650024
sc2015,y2030,2030-03-09T11:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-09T11:00:00+01:00,Cogeneration,435.1065330999993
sc2015,y2030,2030-03-09T11:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-09T11:00:00+01:00,CCGT,1188.1385938799858
sc2015,y2030,2030-03-09T11:00:00+01:00,Onshore_wind,275.78816070000266
sc2015,y2030,2030-03-09T11:00:00+01:00,PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-09T11:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-09T11:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-09T11:00:00+01:00,Solar_PV,1860.314127150002
sc2015,y2030,2030-03-09T13:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-09T13:00:00+01:00,Cogeneration,434.4816931999993
sc2015,y2030,2030-03-09T13:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-09T13:00:00+01:00,CCGT,855.1585010649848
sc2015,y2030,2030-03-09T13:00:00+01:00,Onshore_wind,205.1133432050027
sc2015,y2030,2030-03-09T13:00:00+01:00,PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-09T13:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-09T13:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-09T13:00:00+01:00,Solar_PV,2120.3128660500024
sc2015,y2030,2030-03-09T15:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-09T15:00:00+01:00,Cogeneration,433.69462834999933
sc2015,y2030,2030-03-09T15:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-09T15:00:00+01:00,CCGT,753.2779563125273
sc2015,y2030,2030-03-09T15:00:00+01:00,Onshore_wind,228.59715256500266
sc2015,y2030,2030-03-09T15:00:00+01:00,PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-09T15:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-09T15:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-09T15:00:00+01:00,Solar_PV,1944.511881900002
sc2015,y2030,2030-03-09T17:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-09T17:00:00+01:00,Cogeneration,432.2484848999994
sc2015,y2030,2030-03-09T17:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-09T17:00:00+01:00,CCGT,1218.8021804594755
sc2015,y2030,2030-03-09T17:00:00+01:00,Onshore_wind,293.50573146500267
sc2015,y2030,2030-03-09T17:00:00+01:00,PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-09T17:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-09T17:00:00+01:00,Hydro_UGH,70.7466642355093
sc2015,y2030,2030-03-09T17:00:00+01:00,Solar_PV,1207.379126550002
sc2015,y2030,2030-03-09T19:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-09T19:00:00+01:00,Cogeneration,438.0883676499993
sc2015,y2030,2030-03-09T19:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-09T19:00:00+01:00,CCGT,1218.8021804594755
sc2015,y2030,2030-03-09T19:00:00+01:00,Onshore_wind,342.1766942600027
sc2015,y2030,2030-03-09T19:00:00+01:00,PumpedStorage_Hydro,1382.9901140460095
sc2015,y2030,2030-03-09T19:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-09T19:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-09T19:00:00+01:00,Solar_PV,156.37603281450197
sc2015,y2030,2030-03-09T21:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-09T21:00:00+01:00,Cogeneration,433.9691080499993
sc2015,y2030,2030-03-09T21:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-09T21:00:00+01:00,CCGT,1218.8021804594755
sc2015,y2030,2030-03-09T21:00:00+01:00,Onshore_wind,470.5837064450027
sc2015,y2030,2030-03-09T21:00:00+01:00,PumpedStorage_Hydro,891.486225506279
sc2015,y2030,2030-03-09T21:00:00+01:00,Pure_PumpedStorage_Hydro,69.83937067697083
sc2015,y2030,2030-03-09T21:00:00+01:00,Hydro_UGH,991.493370631259
sc2015,y2030,2030-03-09T21:00:00+01:00,Solar_PV,0.0866684310019772
sc2015,y2030,2030-03-09T23:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-09T23:00:00+01:00,Cogeneration,426.6474194499993
sc2015,y2030,2030-03-09T23:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-09T23:00:00+01:00,CCGT,1218.8021804594755
sc2015,y2030,2030-03-09T23:00:00+01:00,Onshore_wind,467.7075682200027
sc2015,y2030,2030-03-09T23:00:00+01:00,PumpedStorage_Hydro,1279.555147360511
sc2015,y2030,2030-03-09T23:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-09T23:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-09T23:00:00+01:00,Solar_PV,0.0
sc2015,y2030,2030-03-10T01:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-10T01:00:00+01:00,Cogeneration,402.8985203499992
sc2015,y2030,2030-03-10T01:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-10T01:00:00+01:00,CCGT,1218.8021804594755
sc2015,y2030,2030-03-10T01:00:00+01:00,Onshore_wind,453.9551590400027
sc2015,y2030,2030-03-10T01:00:00+01:00,PumpedStorage_Hydro,620.3688405705105
sc2015,y2030,2030-03-10T01:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-10T01:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-10T01:00:00+01:00,Solar_PV,0.0
sc2015,y2030,2030-03-10T03:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-10T03:00:00+01:00,Cogeneration,400.2102424499993
sc2015,y2030,2030-03-10T03:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-10T03:00:00+01:00,CCGT,1218.8021804594755
sc2015,y2030,2030-03-10T03:00:00+01:00,Onshore_wind,369.2766193150027
sc2015,y2030,2030-03-10T03:00:00+01:00,PumpedStorage_Hydro,120.52439014992227
sc2015,y2030,2030-03-10T03:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-10T03:00:00+01:00,Hydro_UGH,304.18844258558863
sc2015,y2030,2030-03-10T03:00:00+01:00,Solar_PV,0.0
sc2015,y2030,2030-03-10T05:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-10T05:00:00+01:00,Cogeneration,396.1464339999992
sc2015,y2030,2030-03-10T05:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-10T05:00:00+01:00,CCGT,1218.8021804594755
sc2015,y2030,2030-03-10T05:00:00+01:00,Onshore_wind,246.9988533200026
sc2015,y2030,2030-03-10T05:00:00+01:00,PumpedStorage_Hydro,581.1884918070092
sc2015,y2030,2030-03-10T05:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-10T05:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-10T05:00:00+01:00,Solar_PV,0.0994504635019772
sc2015,y2030,2030-03-10T07:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-10T07:00:00+01:00,Cogeneration,400.9526045999993
sc2015,y2030,2030-03-10T07:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-10T07:00:00+01:00,CCGT,1218.8021804594755
sc2015,y2030,2030-03-10T07:00:00+01:00,Onshore_wind,183.26306871500262
sc2015,y2030,2030-03-10T07:00:00+01:00,PumpedStorage_Hydro,651.8206555165093
sc2015,y2030,2030-03-10T07:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-10T07:00:00+01:00,Hydro_UGH,630.0
sc2015,y2030,2030-03-10T07:00:00+01:00,Solar_PV,11.348264289001978
sc2015,y2030,2030-03-10T09:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-10T09:00:00+01:00,Cogeneration,432.2067719499993
sc2015,y2030,2030-03-10T09:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-10T09:00:00+01:00,CCGT,1218.8021804594755
sc2015,y2030,2030-03-10T09:00:00+01:00,Onshore_wind,119.66690246500262
sc2015,y2030,2030-03-10T09:00:00+01:00,PumpedStorage_Hydro,800.0
sc2015,y2030,2030-03-10T09:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-10T09:00:00+01:00,Hydro_UGH,324.2415598105093
sc2015,y2030,2030-03-10T09:00:00+01:00,Solar_PV,931.472054325002
sc2015,y2030,2030-03-10T11:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-10T11:00:00+01:00,Cogeneration,427.4956300499993
sc2015,y2030,2030-03-10T11:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-10T11:00:00+01:00,CCGT,1218.8021804594755
sc2015,y2030,2030-03-10T11:00:00+01:00,Onshore_wind,47.54005403000262
sc2015,y2030,2030-03-10T11:00:00+01:00,PumpedStorage_Hydro,45.929065620509384
sc2015,y2030,2030-03-10T11:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-10T11:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-10T11:00:00+01:00,Solar_PV,1936.2269410500023
sc2015,y2030,2030-03-10T13:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-10T13:00:00+01:00,Cogeneration,419.5166422499992
sc2015,y2030,2030-03-10T13:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-10T13:00:00+01:00,CCGT,919.3933989079849
sc2015,y2030,2030-03-10T13:00:00+01:00,Onshore_wind,59.49138627200262
sc2015,y2030,2030-03-10T13:00:00+01:00,PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-10T13:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-10T13:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-10T13:00:00+01:00,Solar_PV,2219.3315461500024
sc2015,y2030,2030-03-10T15:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-10T15:00:00+01:00,Cogeneration,421.09817479999924
sc2015,y2030,2030-03-10T15:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-10T15:00:00+01:00,CCGT,766.3606988949851
sc2015,y2030,2030-03-10T15:00:00+01:00,Onshore_wind,101.19539252500262
sc2015,y2030,2030-03-10T15:00:00+01:00,PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-10T15:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-10T15:00:00+01:00,Hydro_UGH,0.0
sc2015,y2030,2030-03-10T15:00:00+01:00,Solar_PV,2066.763000900002
sc2015,y2030,2030-03-10T17:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-10T17:00:00+01:00,Cogeneration,424.66840389999936
sc2015,y2030,2030-03-10T17:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-10T17:00:00+01:00,CCGT,1218.8021804594755
sc2015,y2030,2030-03-10T17:00:00+01:00,Onshore_wind,129.23076063500264
sc2015,y2030,2030-03-10T17:00:00+01:00,PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-10T17:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-10T17:00:00+01:00,Hydro_UGH,86.45733583550947
sc2015,y2030,2030-03-10T17:00:00+01:00,Solar_PV,1367.8959145500025
sc2015,y2030,2030-03-10T19:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-10T19:00:00+01:00,Cogeneration,434.94231504999925
sc2015,y2030,2030-03-10T19:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-10T19:00:00+01:00,CCGT,1218.8021804594755
sc2015,y2030,2030-03-10T19:00:00+01:00,Onshore_wind,163.28368039000262
sc2015,y2030,2030-03-10T19:00:00+01:00,PumpedStorage_Hydro,1425.6636337655236
sc2015,y2030,2030-03-10T19:00:00+01:00,Pure_PumpedStorage_Hydro,0.0
sc2015,y2030,2030-03-10T19:00:00+01:00,Hydro_UGH,113.12321423048566
sc2015,y2030,2030-03-10T19:00:00+01:00,Solar_PV,176.85721659450257
sc2015,y2030,2030-03-10T21:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-10T21:00:00+01:00,Cogeneration,440.1915966999993
sc2015,y2030,2030-03-10T21:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-10T21:00:00+01:00,CCGT,1218.8021804594755
sc2015,y2030,2030-03-10T21:00:00+01:00,Onshore_wind,179.94015159500265
sc2015,y2030,2030-03-10T21:00:00+01:00,PumpedStorage_Hydro,1038.5101017855088
sc2015,y2030,2030-03-10T21:00:00+01:00,Pure_PumpedStorage_Hydro,200.0
sc2015,y2030,2030-03-10T21:00:00+01:00,Hydro_UGH,1010.0
sc2015,y2030,2030-03-10T21:00:00+01:00,Solar_PV,0.08573316000256567
sc2015,y2030,2030-03-10T23:00:00+01:00,Nuclear,1000.0
sc2015,y2030,2030-03-10T23:00:00+01:00,Cogeneration,434.66128659999936
sc2015,y2030,2030-03-10T23:00:00+01:00,Coal_Subbituminous,0.0
sc2015,y2030,2030-03-10T23:00:00+01:00,CCGT,1218.8021804594755
sc2015,y2030,2030-03-10T23:00:00+01:00,Onshore_wind,207.90571057000267
sc2015,y2030,2030-03-10T23:00:00+01:00,PumpedStorage_Hydro,1533.4705791505125
