Scenario,Period,LoadLevel,Almeria,Barcelona,Bilbao,Caceres,Cadiz,Cartagena,Lugo,Madrid,Sevilla,Valencia,Valladolid
sc2015,y2030,2030-01-01T21:00:00+01:00,75.44918401506429,75.44918401506429,75.44918401506432,75.4491840150643,75.44918401506429,75.44918401506429,75.44918401506432,75.4491840150643,75.44918401506429,75.44918401506429,75.44918401506432
sc2015,y2030,2030-01-01T23:00:00+01:00,75.44918401506429,75.44918401506429,75.44918401506432,75.4491840150643,75.44918401506429,75.44918401506429,75.44918401506432,75.4491840150643,75.44918401506428,75.44918401506429,75.44918401506432
sc2015,y2030,2030-01-02T01:00:00+01:00,75.44918401506432,75.44918401506432,75.44918401506438,75.44918401506432,75.44918401506432,75.44918401506432,75.44918401506438,75.44918401506433,75.44918401506432,75.44918401506432,75.44918401506438
sc2015,y2030,2030-01-02T03:00:00+01:00,72.50000000000001,72.50000000000001,72.49999999999991,72.49999999999999,72.50000000000001,72.50000000000001,72.49999999999991,72.50000000000001,72.50000000000004,72.50000000000001,72.49999999999991
sc2015,y2030,2030-01-02T05:00:00+01:00,72.50000000000001,72.50000000000001,72.49999999999991,72.49999999999999,72.50000000000001,72.50000000000001,72.49999999999991,72.50000000000001,72.50000000000004,72.50000000000001,72.49999999999991
sc2015,y2030,2030-01-02T07:00:00+01:00,75.44918401506432,75.44918401506432,75.44918401506438,75.44918401506432,75.44918401506432,75.44918401506432,75.44918401506438,75.44918401506433,75.44918401506432,75.44918401506432,75.44918401506438
sc2015,y2030,2030-01-02T09:00:00+01:00,75.4491840150643,75.4491840150643,75.44918401506432,75.44918401506426,75.4491840150643,75.4491840150643,75.44918401506432,75.44918401506429,75.44918401506426,75.4491840150643,75.44918401506432
sc2015,y2030,2030-01-02T11:00:00+01:00,75.44918401506426,75.44918401506426,75.44918401506438,75.44918401506426,75.44918401506425,75.44918401506426,75.44918401506438,75.44918401506428,75.44918401506425,75.44918401506426,75.44918401506438
sc2015,y2030,2030-01-02T13:00:00+01:00,72.50000000000001,72.50000000000001,72.49999999999991,72.49999999999999,72.50000000000001,72.49999999999996,72.49999999999991,72.50000000000001,72.50000000000004,72.50000000000001,72.49999999999991
sc2015,y2030,2030-01-02T15:00:00+01:00,73.84213128219955,73.84213128219955,73.8421312821996,73.84213128219956,73.84213128219956,73.84213128219955,73.8421312821996,73.84213128219956,73.84213128219957,73.84213128219955,73.8421312821996
sc2015,y2030,2030-01-02T17:00:00+01:00,75.44918401506426,75.44918401506426,75.44918401506432,75.44918401506429,75.44918401506426,75.44918401506426,75.44918401506432,75.44918401506429,75.44918401506428,75.44918401506426,75.44918401506432
sc2015,y2030,2030-01-02T19:00:00+01:00,76.29568479886504,75.9340221533591,75.5867732164723,75.44918401506426,76.49317417873102,76.22797415433956,75.44918401506432,76.05829917484716,76.52702950099379,76.08126775786769,75.44918401506432
sc2015,y2030,2030-01-02T21:00:00+01:00,76.2469532375877,75.91535965616883,75.81068304942184,75.44918401506432,76.48604273073923,76.1649796970786,75.76920741278624,75.91099148387512,76.52702950099379,75.98737035930891,75.76920741278624
sc2015,y2030,2030-01-02T23:00:00+01:00,75.56900177693798,75.65628892230933,75.94282181405522,75.44918401506426,75.57637712783271,75.56647308520265,75.44918401506432,75.51405938678043,75.57764147370038,75.56099425310943,75.44918401506432
sc2015,y2030,2030-01-03T01:00:00+01:00,75.4491840150643,75.4491840150643,75.44918401506432,75.44918401506432,75.4491840150643,75.4491840150643,75.44918401506432,75.44918401506432,75.4491840150643,75.4491840150643,75.44918401506432
sc2015,y2030,2030-01-03T03:00:00+01:00,75.44918401506429,75.44918401506429,75.44918401506435,75.44918401506426,75.44918401506429,75.44918401506429,75.44918401506435,75.44918401506429,75.44918401506426,75.44918401506429,75.44918401506435
sc2015,y2030,2030-01-03T05:00:00+01:00,75.44918401506435,75.44918401506435,75.44918401506438,75.44918401506432,75.44918401506435,75.44918401506435,75.44918401506438,75.44918401506435,75.44918401506432,75.44918401506435,75.44918401506438
sc2015,y2030,2030-01-03T07:00:00+01:00,75.44918401506426,75.44918401506426,75.44918401506432,75.44918401506429,75.44918401506426,75.44918401506426,75.44918401506432,75.44918401506429,75.44918401506428,75.44918401506426,75.44918401506432
sc2015,y2030,2030-01-03T09:00:00+01:00,75.44918401506429,75.44918401506429,75.44918401506435,75.44918401506426,75.44918401506429,75.44918401506429,75.44918401506435,75.44918401506429,75.44918401506426,75.44918401506429,75.44918401506435
sc2015,y2030,2030-01-03T11:00:00+01:00,75.44918401506432,75.44918401506432,75.44918401506432,75.44918401506432,75.44918401506432,75.44918401506432,75.44918401506432,75.44918401506432,75.44918401506432,75.44918401506432,75.44918401506432
sc2015,y2030,2030-01-03T13:00:00+01:00,53.56892065069564,53.568920650695645,53.56892065069568,53.56892065069563,53.5689206506956,53.56892065069564,53.56892065069568,53.56892065069564,53.5689206506956,53.56892065069564,53.56892065069568
sc2015,y2030,2030-01-03T15:00:00+01:00,53.56892065069567,53.56892065069567,53.56892065069567,53.56892065069567,53.56892065069567,53.56892065069567,53.56892065069567,53.56892065069567,53.56892065069567,53.56892065069567,53.56892065069567
sc2015,y2030,2030-01-03T17:00:00+01:00,75.44918401506429,75.44918401506429,75.44918401506432,75.44918401506432,75.4491840150643,75.44918401506429,75.44918401506432,75.44918401506432,75.4491840150643,75.44918401506429,75.44918401506432
sc2015,y2030,2030-01-03T19:00:00+01:00,75.56900177693785,75.65628892230933,75.94282181405538,75.44918401506432,75.57637712783253,75.56647308520253,75.44918401506432,75.51405938678039,75.57764147370018,75.56099425310936,75.44918401506432
sc2015,y2030,2030-01-03T21:00:00+01:00,75.69088654285486,75.65628892230933,75.84321341197762,75.44918401506426,75.69088654285486,75.69088654285486,75.44918401506432,75.56462402833739,75.69088654285486,75.59338164213251,75.44918401506432
sc2015,y2030,2030-01-03T23:00:00+01:00,75.56900177693785,75.65628892230933,75.94282181405538,75.44918401506432,75.57637712783253,75.56647308520253,75.44918401506432,75.51405938678039,75.57764147370018,75.56099425310936,75.44918401506432
sc2015,y2030,2030-01-04T01:00:00+01:00,75.44918401506429,75.44918401506429,75.44918401506432,75.44918401506432,75.4491840150643,75.44918401506429,75.44918401506432,75.44918401506432,75.4491840150643,75.44918401506429,75.44918401506432
sc2015,y2030,2030-01-04T03:00:00+01:00,75.4491840150643,75.44918401506429,75.44918401506435,75.44918401506426,75.44918401506426,75.4491840150643,75.44918401506435,75.44918401506429,75.44918401506426,75.4491840150643,75.44918401506435
sc2015,y2030,2030-01-04T05:00:00+01:00,75.44918401506436,75.44918401506435,75.44918401506432,75.44918401506432,75.44918401506435,75.44918401506436,75.44918401506432,75.44918401506435,75.44918401506435,75.44918401506436,75.44918401506432
sc2015,y2030,2030-01-04T07:00:00+01:00,75.4491840150643,75.44918401506429,75.44918401506435,75.44918401506426,75.44918401506426,75.4491840150643,75.44918401506435,75.44918401506429,75.44918401506426,75.4491840150643,75.44918401506435
sc2015,y2030,2030-01-04T09:00:00+01:00,75.4491840150643,75.44918401506429,75.44918401506435,75.44918401506426,75.44918401506426,75.4491840150643,75.44918401506435,75.44918401506429,75.44918401506426,75.4491840150643,75.44918401506435
sc2015,y2030,2030-01-04T11:00:00+01:00,53.56892065069564,53.56892065069562,53.568920650695574,53.56892065069563,53.568920650695645,53.56892065069564,53.568920650695574,53.56892065069563,53.568920650695645,53.56892065069564,53.568920650695574
sc2015,y2030,2030-01-04T13:00:00+01:00,53.56892065069563,53.56892065069563,53.56892065069566,53.56892065069563,53.56892065069563,53.56892065069563,53.56892065069566,53.568920650695624,53.56892065069562,53.56892065069563,53.56892065069566
sc2015,y2030,2030-01-04T15:00:00+01:00,53.56892065069551,53.56892065069556,53.56892065069567,53.568920650695574,53.56892065069556,53.56892065069551,53.56892065069567,53.568920650695574,53.56892065069556,53.56892065069551,53.56892065069567
sc2015,y2030,2030-01-04T17:00:00+01:00,74.44748776041105,74.44748776041105,74.44748776041111,74.44748776041108,74.44748776041105,74.44748776041105,74.44748776041111,74.44748776041108,74.44748776041106,74.44748776041105,74.44748776041111
sc2015,y2030,2030-01-04T19:00:00+01:00,75.44918401506423,75.44918401506423,75.44918401506432,75.44918401506426,75.44918401506423,75.44918401506423,75.44918401506432,75.44918401506419,75.44918401506423,75.44918401506423,75.44918401506432
sc2015,y2030,2030-01-04T21:00:00+01:00,75.4491840150643,75.4491840150643,75.44918401506432,75.44918401506432,75.4491840150643,75.4491840150643,75.44918401506432,75.4491840150643,75.4491840150643,75.4491840150643,75.44918401506432
sc2015,y2030,2030-01-04T23:00:00+01:00,75.44918401506432,75.44918401506432,75.44918401506432,75.44918401506426,75.44918401506432,75.44918401506432,75.44918401506432,75.44918401506432,75.44918401506426,75.44918401506432,75.44918401506432
sc2015,y2030,2030-01-05T01:00:00+01:00,75.44918401506429,75.44918401506429,75.44918401506432,75.4491840150643,75.44918401506429,75.44918401506429,75.44918401506432,75.4491840150643,75.44918401506428,75.44918401506429,75.44918401506432
sc2015,y2030,2030-01-05T03:00:00+01:00,73.9211514652431,73.9211514652431,73.92115146524314,73.92115146524311,73.9211514652431,73.9211514652431,73.92115146524314,73.92115146524311,73.92115146524311,73.9211514652431,73.92115146524314
sc2015,y2030,2030-01-05T05:00:00+01:00,72.50000000000001,72.50000000000001,72.49999999999991,72.49999999999999,72.50000000000001,72.49999999999996,72.49999999999991,72.50000000000001,72.50000000000004,72.50000000000001,72.49999999999991
sc2015,y2030,2030-01-05T07:00:00+01:00,75.44918401506429,75.44918401506429,75.44918401506432,75.4491840150643,75.44918401506429,75.44918401506429,75.44918401506432,75.4491840150643,75.44918401506428,75.44918401506429,75.44918401506432
sc2015,y2030,2030-01-05T09:00:00+01:00,75.44918401506429,75.44918401506429,75.44918401506432,75.4491840150643,75.44918401506429,75.44918401506429,75.44918401506432,75.4491840150643,75.44918401506428,75.44918401506429,75.44918401506432
sc2015,y2030,2030-01-05T11:00:00+01:00,75.44918401506426,75.44918401506426,75.44918401506432,75.44918401506426,75.44918401506426,75.44918401506426,75.44918401506432,75.44918401506428,75.44918401506428,75.44918401506426,75.44918401506432
sc2015,y2030,2030-01-05T13:00:00+01:00,72.50000000000007,72.50000000000004,72.50000000000001,72.50000000000006,72.50000000000007,72.50000000000007,72.50000000000001,72.50000000000006,72.50000000000006,72.50000000000007,72.50000000000001
sc2015,y2030,2030-01-05T15:00:00+01:00,72.50000000000007,72.50000000000004,72.50000000000001,72.50000000000006,72.50000000000007,72.50000000000007,72.50000000000001,72.50000000000006,72.50000000000006,72.50000000000007,72.50000000000001
sc2015,y2030,2030-01-05T17:00:00+01:00,75.44918401506433,75.44918401506433,75.44918401506432,75.44918401506432,75.44918401506433,75.44918401506433,75.44918401506432,75.44918401506433,75.44918401506432,75.44918401506433,75.44918401506432
sc2015,y2030,2030-01-05T19:00:00+01:00,75.4491840150643,75.44918401506432,75.44918401506432,75.44918401506432,75.4491840150643,75.4491840150643,75.44918401506432,75.44918401506432,75.44918401506432,75.4491840150643,75.44918401506432
sc2015,y2030,2030-01-05T21:00:00+01:00,75.56900177693794,75.65628892230933,75.94282181405532,75.44918401506426,75.57637712783266,75.5664730852026,75.44918401506432,75.5140593867804,75.57764147370034,75.56099425310938,75.44918401506432
sc2015,y2030,2030-01-05T23:00:00+01:00,75.44918401506429,75.44918401506429,75.44918401506432,75.4491840150643,75.44918401506429,75.44918401506429,75.44918401506432,75.4491840150643,75.44918401506428,75.44918401506429,75.44918401506432
sc2015,y2030,2030-01-06T01:00:00+01:00,75.44918401506426,75.44918401506426,75.44918401506432,75.44918401506426,75.44918401506426,75.44918401506426,75.44918401506432,75.44918401506428,75.44918401506428,75.44918401506426,75.44918401506432
sc2015,y2030,2030-01-06T03:00:00+01:00,72.50000000000007,72.50000000000004,72.50000000000001,72.50000000000006,72.50000000000007,72.50000000000007,72.50000000000001,72.50000000000006,72.50000000000006,72.50000000000007,72.50000000000001
sc2015,y2030,2030-01-06T05:00:00+01:00,72.50000000000004,72.50000000000001,72.50000000000001,72.50000000000003,72.50000000000004,72.50000000000004,72.49999999999999,72.50000000000003,72.50000000000003,72.50000000000004,72.49999999999999
sc2015,y2030,2030-01-06T07:00:00+01:00,72.50000000000007,72.50000000000004,72.50000000000001,72.50000000000006,72.50000000000007,72.50000000000007,72.50000000000001,72.50000000000006,72.50000000000006,72.50000000000007,72.50000000000001
sc2015,y2030,2030-01-06T09:00:00+01:00,72.50000000000007,72.50000000000004,72.50000000000001,72.50000000000006,72.50000000000007,72.50000000000007,72.50000000000001,72.50000000000006,72.50000000000006,72.50000000000007,72.50000000000001
sc2015,y2030,2030-01-06T11:00:00+01:00,72.50000000000004,72.50000000000001,72.50000000000001,72.50000000000003,72.50000000000004,72.50000000000004,72.49999999999999,72.50000000000003,72.50000000000001,72.50000000000004,72.49999999999999
sc2015,y2030,2030-01-06T13:00:00+01:00,72.50000000000004,72.50000000000001,72.50000000000001,72.50000000000003,72.50000000000004,72.50000000000004,72.49999999999999,72.50000000000003,72.50000000000003,72.50000000000004,72.49999999999999
sc2015,y2030,2030-01-06T15:00:00+01:00,53.56892065069564,53.56892065069564,53.56892065069567,53.568920650695645,53.56892065069564,53.56892065069564,53.56892065069567,53.568920650695645,53.568920650695645,53.56892065069564,53.56892065069567
sc2015,y2030,2030-01-06T17:00:00+01:00,72.50000000000007,72.50000000000004,72.50000000000001,72.50000000000006,72.50000000000007,72.50000000000007,72.50000000000001,72.50000000000006,72.50000000000006,72.50000000000007,72.50000000000001
sc2015,y2030,2030-01-06T19:00:00+01:00,75.44918401506432,75.44918401506432,75.44918401506432,75.44918401506432,75.44918401506433,75.44918401506432,75.44918401506432,75.44918401506433,75.44918401506435,75.44918401506432,75.44918401506432
sc2015,y2030,2030-01-06T21:00:00+01:00,75.44918401506429,75.44918401506429,75.44918401506432,75.4491840150643,75.44918401506429,75.44918401506429,75.44918401506432,75.4491840150643,75.44918401506428,75.44918401506429,75.44918401506432
sc2015,y2030,2030-01-06T23:00:00+01:00,75.44918401506429,75.44918401506429,75.44918401506432,75.4491840150643,75.44918401506429,75.44918401506429,75.44918401506432,75.4491840150643,75.44918401506429,75.44918401506429,75.44918401506432
sc2015,y2030,2030-01-07T01:00:00+01:00,72.50000000000007,72.50000000000004,72.50000000000001,72.50000000000006,72.50000000000007,72.50000000000007,72.50000000000001,72.50000000000006,72.50000000000006,72.50000000000007,72.50000000000001
sc2015,y2030,2030-01-07T03:00:00+01:00,72.50000000000001,72.50000000000001,72.50000000000003,72.50000000000001,72.50000000000001,72.50000000000001,72.50000000000003,72.50000000000001,72.50000000000001,72.50000000000001,72.50000000000003
sc2015,y2030,2030-01-07T05:00:00+01:00,72.50000000000001,72.50000000000001,72.49999999999991,72.49999999999999,72.50000000000001,72.49999999999996,72.49999999999991,72.50000000000001,72.50000000000004,72.50000000000001,72.49999999999991
sc2015,y2030,2030-01-07T07:00:00+01:00,75.44918401506435,75.44918401506435,75.44918401506438,75.44918401506432,75.44918401506435,75.44918401506435,75.44918401506438,75.44918401506435,75.44918401506432,75.44918401506435,75.44918401506438
sc2015,y2030,2030-01-07T09:00:00+01:00,75.49175563283197,75.65628892230933,76.05024557622765,75.44918401506426,75.46597897666007,75.50059334351948,75.39880001737754,75.46910375120758,75.46156012131631,75.51974171667575,75.39880001737754
sc2015,y2030,2030-01-07T11:00:00+01:00,75.49175563283197,75.65628892230933,76.05024557622765,75.44918401506426,75.46597897666007,75.50059334351947,75.39880001737754,75.46910375120758,75.46156012131631,75.51974171667575,75.39880001737754
sc2015,y2030,2030-01-07T13:00:00+01:00,75.49175563283197,75.65628892230933,76.05024557622765,75.44918401506426,75.46597897666007,75.50059334351947,75.39880001737754,75.46910375120758,75.46156012131631,75.51974171667575,75.39880001737754
sc2015,y2030,2030-01-07T15:00:00+01:00,74.333300970994,74.33330097099399,74.333300970994,74.33330097099399,74.33330097099399,74.333300970994,74.333300970994,74.33330097099399,74.33330097099399,74.333300970994,74.333300970994
sc2015,y2030,2030-01-07T17:00:00+01:00,75.4491840150641,75.44918401506384,75.44918401506384,75.44918401506426,75.44918401506425,75.4491840150641,75.44918401506432,75.44918401506422,75.44918401506426,75.4491840150641,75.44918401506432
sc2015,y2030,2030-01-07T19:00:00+01:00,75.56855830755238,75.65628892230933,75.9429286624618,75.44918401506432,75.57560490417725,75.56614233156671,75.44918401506432,75.5140835788725,75.57802088016294,75.56090771693108,75.44918401506432
sc2015,y2030,2030-01-07T21:00:00+01:00,78.67958926299767,86.29841533455468,103.32757308415636,75.44918401506426,77.15658202514184,79.20176317311967,74.7201268987866,78.30238883858289,76.63440811501984,80.33313997838398,74.7201268987866
sc2015,y2030,2030-01-07T23:00:00+01:00,75.44918401506432,75.4491840150643,75.44918401506432,75.44918401506432,75.44918401506432,75.44918401506432,75.44918401506432,75.4491840150643,75.44918401506432,75.44918401506432,75.44918401506432
sc2015,y2030,2030-01-08T01:00:00+01:00,75.44918401506435,75.44918401506435,75.44918401506438,75.44918401506432,75.44918401506435,75.44918401506435,75.44918401506438,75.44918401506435,75.44918401506432,75.44918401506435,75.44918401506438
sc2015,y2030,2030-01-08T03:00:00+01:00,72.50000000000004,72.50000000000003,72.50000000000001,72.50000000000001,72.50000000000004,72.50000000000004,72.50000000000001,72.50000000000003,72.5,72.50000000000004,72.50000000000001
sc2015,y2030,2030-01-08T05:00:00+01:00,72.50000000000004,72.50000000000003,72.50000000000001,72.50000000000001,72.50000000000004,72.50000000000004,72.50000000000001,72.50000000000003,72.49999999999997,72.50000000000004,72.50000000000001
sc2015,y2030,2030-01-08T07:00:00+01:00,75.44918401506435,75.44918401506435,75.44918401506432,75.44918401506432,75.44918401506435,75.44918401506435,75.44918401506432,75.44918401506435,75.44918401506432,75.44918401506435,75.44918401506432
sc2015,y2030,2030-01-08T09:00:00+01:00,75.49175563283202,75.65628892230933,76.05024557622752,75.44918401506432,75.46597897666011,75.50059334351954,75.39880001737755,75.46910375120763,75.46156012131637,75.51974171667581,75.39880001737755
sc2015,y2030,2030-01-08T11:00:00+01:00,75.49175563283197,75.65628892230933,76.05024557622768,75.44918401506426,75.46597897666007,75.50059334351948,75.39880001737743,75.46910375120757,75.46156012131631,75.51974171667575,75.39880001737743
sc2015,y2030,2030-01-08T13:00:00+01:00,72.50000000000001,72.50000000000001,72.50000000000001,72.49999999999999,72.50000000000001,72.50000000000001,72.50000000000001,72.50000000000003,72.50000000000003,72.50000000000003,72.50000000000001
sc2015,y2030,2030-01-08T15:00:00+01:00,72.50000000000001,72.50000000000001,72.50000000000001,72.49999999999999,72.50000000000001,72.50000000000001,72.50000000000001,72.50000000000003,72.50000000000003,72.50000000000003,72.50000000000001
sc2015,y2030,2030-01-08T17:00:00+01:00,75.44918401506428,75.44918401506423,75.44918401506423,75.44918401506426,75.44918401506426,75.44918401506428,75.44918401506423,75.44918401506429,75.44918401506426,75.44918401506428,75.44918401506423
sc2015,y2030,2030-01-08T19:00:00+01:00,75.4939594135947,75.65628892230933,76.04894291799364,75.44918401506432,75.46960696080036,75.50230882598133,75.39923780109298,75.4694107623294,75.46125754841376,75.52039921948568,75.39923780109298
sc2015,y2030,2030-01-08T21:00:00+01:00,75.49175563283197,75.65628892230933,76.05024557622768,75.44918401506426,75.46597897666007,75.50059334351947,75.39880001737743,75.46910375120757,75.46156012131631,75.51974171667575,75.39880001737743
sc2015,y2030,2030-01-08T23:00:00+01:00,75.44918401506429,75.44918401506429,75.44918401506423,75.44918401506426,75.44918401506429,75.44918401506429,75.44918401506423,75.44918401506429,75.44918401506426,75.44918401506429,75.44918401506423
sc2015,y2030,2030-01-09T01:00:00+01:00,72.50000000000004,72.50000000000003,72.50000000000001,72.50000000000001,72.50000000000004,72.50000000000004,72.50000000000001,72.50000000000003,72.49999999999997,72.50000000000004,72.50000000000001
sc2015,y2030,2030-01-09T03:00:00+01:00,72.50000000000001,72.49999999999999,72.50000000000001,72.50000000000017,72.50000000000001,72.50000000000001,72.50000000000001,72.50000000000004,72.50000000000001,72.50000000000001,72.50000000000001
sc2015,y2030,2030-01-09T05:00:00+01:00,72.50000000000001,72.50000000000007,72.50000000000001,72.5,72.50000000000001,72.50000000000001,72.50000000000001,72.50000000000001,72.50000000000003,72.50000000000007,72.50000000000001
sc2015,y2030,2030-01-09T07:00:00+01:00,75.44918401506435,75.44918401506433,75.44918401506432,75.44918401506432,75.44918401506433,75.44918401506435,75.44918401506432,75.44918401506435,75.44918401506435,75.44918401506435,75.44918401506432
sc2015,y2030,2030-01-09T09:00:00+01:00,75.49175563283197,75.65628892230933,76.05024557622768,75.44918401506426,75.46597897666007,75.50059334351948,75.39880001737743,75.46910375120757,75.46156012131631,75.51974171667575,75.39880001737743
sc2015,y2030,2030-01-09T11:00:00+01:00,73.03399202901907,75.05381783452243,79.08875162807198,73.07071733019154,72.50000000000001,73.21707501039704,72.50000000000001,73.19955091669885,73.25023260106326,73.61375480338263,72.50000000000001
sc2015,y2030,2030-01-09T13:00:00+01:00,72.50000000000004,72.50000000000003,72.50000000000001,72.50000000000001,72.50000000000004,72.50000000000004,72.50000000000001,72.50000000000003,72.5,72.50000000000004,72.50000000000001
sc2015,y2030,2030-01-09T15:00:00+01:00,72.50000000000004,72.50000000000001,72.50000000000001,72.50000000000003,72.50000000000004,72.50000000000004,72.49999999999999,72.50000000000003,72.50000000000001,72.50000000000004,72.49999999999999
sc2015,y2030,2030-01-09T17:00:00+01:00,72.50000000000004,72.50000000000003,72.50000000000001,72.50000000000001,72.50000000000004,72.50000000000004,72.50000000000001,72.50000000000003,72.5,72.50000000000004,72.50000000000001
sc2015,y2030,2030-01-09T19:00:00+01:00,75.49175563283197,75.65628892230933,76.05024557622768,75.44918401506426,75.46597897666007,75.50059334351947,75.39880001737743,75.46910375120757,75.46156012131631,75.51974171667575,75.39880001737743
sc2015,y2030,2030-01-09T21:00:00+01:00,75.49175563283201,75.65628892230933,76.05024557622752,75.44918401506432,75.46597897666011,75.50059334351954,75.39880001737755,75.46910375120763,75.46156012131637,75.51974171667581,75.39880001737755
sc2015,y2030,2030-01-09T23:00:00+01:00,75.44918401506426,75.44918401506425,75.44918401506423,75.44918401506426,75.44918401506428,75.44918401506426,75.44918401506423,75.44918401506426,75.44918401506428,75.44918401506426,75.44918401506423
sc2015,y2030,2030-01-10T01:00:00+01:00,74.28947368421053,74.28947368421053,74.28947368421053,74.28947368421053,74.28947368421053,74.28947368421053,74.28947368421058,74.28947368421053,74.28947368421052,74.28947368421053,74.28947368421058
sc2015,y2030,2030-01-10T03:00:00+01:00,73.71951219512196,73.71951219512196,73.71951219512196,73.71951219512195,73.71951219512195,73.71951219512196,73.71951219512196,73.71951219512196,73.71951219512195,73.71951219512196,73.71951219512196
sc2015,y2030,2030-01-10T05:00:00+01:00,72.50000000000001,72.50000000000001,72.50000000000003,72.50000000000001,72.50000000000001,72.50000000000001,72.50000000000003,72.50000000000001,72.50000000000001,72.50000000000001,72.50000000000003
sc2015,y2030,2030-01-10T07:00:00+01:00,73.30676404355881,73.30676404355881,73.30676404355886,73.30676404355883,73.30676404355883,73.30676404355881,73.30676404355886,73.30676404355883,73.30676404355883,73.30676404355881,73.30676404355886
sc2015,y2030,2030-01-10T09:00:00+01:00,75.44918401506426,75.44918401506426,75.44918401506429,75.44918401506426,75.44918401506426,75.44918401506426,75.44918401506429,75.44918401506426,75.44918401506426,75.44918401506426,75.44918401506429
sc2015,y2030,2030-01-10T11:00:00+01:00,72.50000000000001,72.50000000000004,72.50000000000004,72.50000000000004,72.50000000000001,72.50000000000001,72.50000000000004,72.50000000000004,72.50000000000003,72.50000000000003,72.50000000000004
sc2015,y2030,2030-01-10T13:00:00+01:00,59.214346006545505,59.214346006545505,59.21434600654554,59.21434600654551,59.21434600654552,59.214346006545505,59.21434600654554,59.21434600654551,59.21434600654552,59.214346006545505,59.21434600654554
sc2015,y2030,2030-01-10T15:00:00+01:00,72.50000000000004,72.50000000000001,72.50000000000001,72.50000000000003,72.50000000000004,72.50000000000004,72.49999999999999,72.50000000000003,72.50000000000001,72.50000000000004,72.49999999999999
sc2015,y2030,2030-01-10T17:00:00+01:00,75.44918401506432,75.44918401506432,75.44918401506435,75.44918401506432,75.44918401506433,75.44918401506432,75.44918401506435,75.44918401506432,75.44918401506435,75.44918401506432,75.44918401506435
sc2015,y2030,2030-01-10T19:00:00+01:00,75.44918401506428,75.44918401506428,75.44918401506432,75.44918401506429,75.44918401506428,75.44918401506428,75.44918401506432,75.44918401506429,75.44918401506428,75.44918401506428,75.44918401506432
sc2015,y2030,2030-01-10T21:00:00+01:00,75.56900177693792,75.65628892230933,75.94282181405529,75.44918401506432,75.57637712783261,75.5664730852026,75.44918401506432,75.51405938678042,75.57764147370027,75.5609942531094,75.44918401506432
sc2015,y2030,2030-01-10T23:00:00+01:00,75.44918401506426,75.44918401506426,75.44918401506432,75.44918401506429,75.44918401506426,75.44918401506426,75.44918401506432,75.44918401506429,75.44918401506428,75.44918401506426,75.44918401506432
sc2015,y2030,2030-01-11T01:00:00+01:00,75.44918401506428,75.44918401506428,75.44918401506426,75.44918401506426,75.44918401506428,75.44918401506428,75.44918401506426,75.44918401506426,75.44918401506426,75.44918401506428,75.44918401506426
