Scenario,Period,LoadLevel,CCGT1,CCGT2,CCGT3,CCGT4,CCGT5,CCGT6,CCGT7,CL_PSH1,CL_PSH2,Coal1,Coal2,Hydro1,Hydro2,Nuclear1,Nuclear2,OL_PSH1,OL_PSH2
sc2015,y2030,2030-01-03T19:00:00+01:00,0.0,0.0,329.1081280261838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.27273754448914,213.93324137127544,0.0,0.0,626.8431375131374,800.0
sc2015,y2030,2030-01-03T21:00:00+01:00,0.0,0.0,329.1081280261838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,376.12902770640767,0.0,0.0,769.1667683779485,114.2959912775463
sc2015,y2030,2030-01-03T23:00:00+01:00,0.0,0.0,329.1081280261838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.80702776483741,126.31256180403506,0.0,0.0,530.9154823930295,800.0
sc2015,y2030,2030-01-04T01:00:00+01:00,0.0,0.0,329.1081280261838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,211.21098928190273,0.0
sc2015,y2030,2030-01-04T03:00:00+01:00,0.0,0.0,329.1081280261838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.3462247619025
sc2015,y2030,2030-01-04T05:00:00+01:00,0.0,0.0,329.1081280261838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9332330119029,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-04T07:00:00+01:00,0.0,0.0,329.1081280261838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.07377336040292
sc2015,y2030,2030-01-04T09:00:00+01:00,0.0,0.0,329.1081280261838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.9389670179026
sc2015,y2030,2030-01-04T11:00:00+01:00,0.0,0.0,188.780675426332,80.0251017236683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-04T13:00:00+01:00,0.0,0.0,265.80866495000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-04T15:00:00+01:00,0.0,0.0,157.87224791188856,24.132225240380958,0.0,0.0,78.38180079773069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-04T17:00:00+01:00,0.0,0.0,486.98037593807237,107.49170620253543,0.0,0.0,156.76360159546138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-04T19:00:00+01:00,0.0,0.0,500.0,219.46223349684317,0.0,0.0,313.52720319092276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.74168335952504,256.48963921247525
sc2015,y2030,2030-01-04T21:00:00+01:00,0.0,0.0,500.0,219.46223349684317,0.0,0.0,313.52720319092276,0.0,0.0,0.0,0.0,275.30224227826585,0.0,0.0,0.0,53.708698411735426,800.0
sc2015,y2030,2030-01-04T23:00:00+01:00,0.0,0.0,500.0,219.46223349684317,0.0,0.0,313.52720319092276,0.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,293.4402451345717,128.252495265429
sc2015,y2030,2030-01-05T01:00:00+01:00,0.0,0.0,500.0,219.46223349684317,0.0,0.0,313.52720319092276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0727548600003,0.0
sc2015,y2030,2030-01-05T03:00:00+01:00,0.0,0.0,500.0,219.46223349684317,0.0,0.0,313.52720319092276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-05T05:00:00+01:00,0.0,0.0,500.0,152.82426998684429,0.0,0.0,313.52720319092276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-05T07:00:00+01:00,0.0,0.0,500.0,219.46223349684317,0.0,0.0,313.52720319092276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.26136042599944,0.0
sc2015,y2030,2030-01-05T09:00:00+01:00,0.0,0.0,500.0,219.46223349684317,0.0,0.0,313.52720319092276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.65515645399917,800.0
sc2015,y2030,2030-01-05T11:00:00+01:00,0.0,0.0,500.0,219.46223349684317,0.0,0.0,313.52720319092276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.5617856949997
sc2015,y2030,2030-01-05T13:00:00+01:00,0.0,0.0,500.0,0.0,0.0,0.0,192.59254459276508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-05T15:00:00+01:00,0.0,0.0,500.0,0.0,0.0,0.0,66.67322823276479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-05T17:00:00+01:00,0.0,0.0,500.0,219.46223349684317,0.0,0.0,313.52720319092276,0.0,0.0,0.0,0.0,295.6414071750315,0.0,0.0,0.0,40.72520819996717,0.0
sc2015,y2030,2030-01-05T19:00:00+01:00,0.0,0.0,500.0,219.46223349684317,0.0,0.0,313.52720319092276,0.0,0.0,0.0,0.0,251.66803725225094,0.0,0.0,0.0,180.925655622749,800.0
sc2015,y2030,2030-01-05T21:00:00+01:00,0.0,0.0,500.0,219.46223349684317,0.0,0.0,313.52720319092276,0.0,0.0,0.0,0.0,630.0,49.85291942928326,0.0,0.0,209.71535690959382,410.18459300612255
sc2015,y2030,2030-01-05T23:00:00+01:00,0.0,0.0,500.0,219.46223349684317,0.0,0.0,313.52720319092276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.88774653499925,800.0
sc2015,y2030,2030-01-06T01:00:00+01:00,0.0,0.0,500.0,219.46223349684317,0.0,0.0,313.52720319092276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.1517087399989
sc2015,y2030,2030-01-06T03:00:00+01:00,0.0,0.0,500.0,0.0,0.0,0.0,218.25470207776542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-06T05:00:00+01:00,0.0,0.0,482.33644018276516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-06T07:00:00+01:00,0.0,0.0,500.0,0.0,0.0,0.0,72.12573446126486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-06T09:00:00+01:00,0.0,0.0,500.0,0.0,0.0,0.0,141.42134143076478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-06T11:00:00+01:00,0.0,0.0,476.38102482776486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-06T13:00:00+01:00,0.0,0.0,277.3665197227649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-06T15:00:00+01:00,0.0,0.0,252.56082250000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-06T17:00:00+01:00,0.0,0.0,500.0,219.46223349684317,0.0,0.0,129.5545332059212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-06T19:00:00+01:00,0.0,0.0,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,416.3035988145233,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-06T21:00:00+01:00,0.0,0.0,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,25.025914377024062,0.0
sc2015,y2030,2030-01-06T23:00:00+01:00,0.0,0.0,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.01122820202374,0.0
sc2015,y2030,2030-01-07T01:00:00+01:00,0.0,0.0,500.0,448.0687267227214,0.0,0.0,159.59137916305804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-07T03:00:00+01:00,0.0,0.0,500.0,312.26938429577905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-07T05:00:00+01:00,0.0,0.0,500.0,412.56635125077906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-07T07:00:00+01:00,0.0,111.6971242439946,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,190.27559599999833,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-07T09:00:00+01:00,0.0,111.6971242439946,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,630.0,27.575195229597533,0.0,0.0,0.0,411.12991406090106
sc2015,y2030,2030-01-07T11:00:00+01:00,0.0,111.6971242439946,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,0.0,165.93157340873523,0.0,0.0,0.0,674.0843388867632
sc2015,y2030,2030-01-07T13:00:00+01:00,0.0,111.6971242439946,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,0.0,20.93955805209183,0.0,0.0,0.0,227.47093596940655
sc2015,y2030,2030-01-07T15:00:00+01:00,0.0,111.6971242439946,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-07T17:00:00+01:00,0.0,111.6971242439946,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.94405762042,378.9445422225792
sc2015,y2030,2030-01-07T19:00:00+01:00,0.0,111.6971242439946,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,434.67465374193023,370.8471364526354,0.0,0.0,107.64392617643351,800.0
sc2015,y2030,2030-01-07T21:00:00+01:00,0.0,111.6971242439946,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,200.0,0.0,0.0,630.0,379.99999999999994,0.0,0.0,0.0,590.5745677654994
sc2015,y2030,2030-01-07T23:00:00+01:00,0.0,111.6971242439946,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,275.8128000585917,0.0,0.0,0.0,8.85512743190775,800.0
sc2015,y2030,2030-01-08T01:00:00+01:00,0.0,111.6971242439946,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,163.7853731904999,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-08T03:00:00+01:00,0.0,0.0,500.0,448.0687267227214,0.0,0.0,101.44725383052882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-08T05:00:00+01:00,0.0,0.0,500.0,448.0687267227214,0.0,0.0,24.24632377052832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-08T07:00:00+01:00,0.0,111.6971242439946,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,307.70215588149995,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-08T09:00:00+01:00,0.0,111.6971242439946,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,223.79887089600564,151.5513084349939,0.0,0.0,0.0,800.0
sc2015,y2030,2030-01-08T11:00:00+01:00,0.0,111.6971242439946,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,0.0,79.92194670111199,0.0,0.0,0.0,312.63045900438823
sc2015,y2030,2030-01-08T13:00:00+01:00,0.0,0.0,500.0,348.2971303189006,0.0,0.0,277.1579589643501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-08T15:00:00+01:00,0.0,0.0,500.0,325.4888793645518,0.0,0.0,28.83719391869918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-08T17:00:00+01:00,0.0,111.6971242439946,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.5095886805001
sc2015,y2030,2030-01-08T19:00:00+01:00,0.0,111.6971242439946,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,371.52543747987175,266.4421909771275,0.0,0.0,0.0,800.0
sc2015,y2030,2030-01-08T21:00:00+01:00,0.0,111.6971242439946,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,630.0,270.47112281750583,0.0,0.0,0.0,448.09636012799444
sc2015,y2030,2030-01-08T23:00:00+01:00,0.0,111.6971242439946,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.02736022550016
sc2015,y2030,2030-01-09T01:00:00+01:00,0.0,0.0,500.0,448.0687267227214,0.0,0.0,59.2375997302948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-09T03:00:00+01:00,0.0,0.0,500.0,269.8533797030165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-09T05:00:00+01:00,0.0,0.0,500.0,291.5494779430154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-09T07:00:00+01:00,0.0,66.37603653546424,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,126.71638234929603,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-09T09:00:00+01:00,0.0,66.37603653546424,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,630.0,140.7178152487288,0.0,0.0,0.0,158.31756636606644
sc2015,y2030,2030-01-09T11:00:00+01:00,0.0,66.37603653546424,500.0,375.490343932736,0.0,0.0,318.1863542048152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-09T13:00:00+01:00,0.0,0.0,500.0,0.0,0.0,0.0,79.4194831930145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-09T15:00:00+01:00,0.0,0.0,359.27676264301607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-09T17:00:00+01:00,0.0,0.0,500.0,448.0687267227214,0.0,0.0,326.0262117652948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-09T19:00:00+01:00,0.0,66.37603653546424,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,630.0,168.43401158683363,0.0,0.0,0.0,358.15544695146184
sc2015,y2030,2030-01-09T21:00:00+01:00,0.0,66.37603653546424,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,177.96261018719747,201.83852390659823,0.0,0.0,0.0,800.0
sc2015,y2030,2030-01-09T23:00:00+01:00,0.0,66.37603653546424,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.099415248797
sc2015,y2030,2030-01-10T01:00:00+01:00,0.0,40.818721951199144,500.0,448.0687267227214,0.0,0.0,342.8166254960347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-10T03:00:00+01:00,0.0,0.0,500.0,0.0,0.0,0.0,133.88710957483428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-10T05:00:00+01:00,0.0,0.0,500.0,108.64163140014732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-10T07:00:00+01:00,0.0,0.0,500.0,202.4079768933016,0.0,0.0,167.89251328045253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-10T09:00:00+01:00,0.0,0.0,500.0,202.4079768933016,0.0,0.0,167.89251328045253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.11935593700025
sc2015,y2030,2030-01-10T11:00:00+01:00,0.0,0.0,500.0,108.45094460477306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-10T13:00:00+01:00,0.0,0.0,298.4115244500002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-10T15:00:00+01:00,0.0,0.0,282.40330270000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-10T17:00:00+01:00,0.0,0.0,500.0,202.4079768933016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.13694568147247,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-10T19:00:00+01:00,0.0,0.0,500.0,202.4079768933016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.281933155472,800.0
sc2015,y2030,2030-01-10T21:00:00+01:00,0.0,0.0,500.0,202.4079768933016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.56133030276163,43.00951693141979,0.0,0.0,420.11508622229155,800.0
sc2015,y2030,2030-01-10T23:00:00+01:00,0.0,0.0,500.0,202.4079768933016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,448.5207194664729,0.0
sc2015,y2030,2030-01-11T01:00:00+01:00,0.0,0.0,500.0,202.4079768933016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.9857347364722
sc2015,y2030,2030-01-11T03:00:00+01:00,0.0,0.0,0.0,202.4079768933016,0.0,0.0,10.313787377979319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.478047078719259
sc2015,y2030,2030-01-11T05:00:00+01:00,0.0,0.0,0.0,194.31165781756957,0.0,0.0,20.46783548243056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-11T07:00:00+01:00,0.0,0.0,28.436382232430585,194.31165781756957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-11T09:00:00+01:00,0.0,0.0,45.611520232430536,194.31165781756957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-11T11:00:00+01:00,0.0,0.0,85.05602469513335,186.5391915048668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-11T13:00:00+01:00,0.0,0.0,79.4036760775681,130.51057552887485,0.0,0.0,60.89876634355723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-11T15:00:00+01:00,0.0,0.0,135.15952031045813,86.56148999411222,0.0,0.0,41.09780059542979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-11T17:00:00+01:00,0.0,0.0,270.31904062091627,186.5391915048668,0.0,0.0,101.99656693898702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-11T19:00:00+01:00,0.0,0.0,500.0,207.15505964969498,0.0,0.0,203.99313387797403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.15278846600067,800.0
sc2015,y2030,2030-01-11T21:00:00+01:00,0.0,0.0,500.0,207.15505964969498,0.0,0.0,203.99313387797403,0.0,0.0,0.0,0.0,280.7198496497987,6.732692632687442,0.0,0.0,203.12242540751495,800.0
