Scenario,Period,LoadLevel,BrownLignite,CCGT_1,CCGT_2,CCGT_3,CCGT_4,DomesticCoal_Anthracite,FuelOilGas,ImportedCoal_Bituminous,ImportedCoal_SubBituminous,Nuclear,OCGT_1,OCGT_2,OCGT_3
sc01,y2030,2030-01-01T01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T07:00:00+01:00,0.0,0.0,0.0,0.0,0.021149464419475652,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T09:00:00+01:00,0.0,0.0,0.0,0.0,0.06280537639180542,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T11:00:00+01:00,0.0,0.0,0.0,0.0,0.10009993655059132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T13:00:00+01:00,0.0,0.0,0.0,0.0,0.10009993655059132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T15:00:00+01:00,0.0,0.0,0.0,0.0,0.1391316138796885,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T17:00:00+01:00,0.0,0.23138706068181938,0.0,0.0,0.1391316138796885,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T19:00:00+01:00,0.0,0.23138706068181938,0.0,0.0,0.1391316138796885,0.0,0.0,0.0,0.0,1.0,0.058870836157317134,0.0,0.0
sc01,y2030,2030-01-01T21:00:00+01:00,0.0,0.16580195922224397,0.0,0.0,0.1391316138796885,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T23:00:00+01:00,0.0,0.06897159062194239,0.0,0.0,0.1391316138796885,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T01:00:00+01:00,0.0,0.06897159062194239,0.0,0.0,0.1391316138796885,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T03:00:00+01:00,0.0,0.06897159062194239,0.0,0.0,0.1391316138796885,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T05:00:00+01:00,0.0,0.06897159062194239,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T07:00:00+01:00,0.0,0.33641974205565234,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T09:00:00+01:00,0.0,0.5413332784961459,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T11:00:00+01:00,0.0,0.5550612699041908,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T13:00:00+01:00,0.0,0.5550612699041908,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T15:00:00+01:00,0.0,0.6062123053027533,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T17:00:00+01:00,0.0,0.7605583644344986,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.07876907537585173,0.0,0.0
sc01,y2030,2030-01-02T19:00:00+01:00,0.0,0.7605583644344986,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T21:00:00+01:00,0.0,0.558645359446799,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T23:00:00+01:00,0.0,0.3020135112462004,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T01:00:00+01:00,0.0,0.3020135112462004,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T03:00:00+01:00,0.0,0.3020135112462004,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T05:00:00+01:00,0.0,0.3020135112462004,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T07:00:00+01:00,0.0,0.5337945832891928,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T09:00:00+01:00,0.0,0.6594010834847716,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.024758343006166528,0.0,0.0
sc01,y2030,2030-01-03T11:00:00+01:00,0.0,0.6594010834847716,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T13:00:00+01:00,0.0,0.6594010834847716,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T15:00:00+01:00,0.0,0.6594010834847716,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T17:00:00+01:00,0.0,0.6594010834847716,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.1355960535935398,0.0,0.0
sc01,y2030,2030-01-03T19:00:00+01:00,0.0,0.6594010834847716,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T21:00:00+01:00,0.0,0.1925448526916544,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T23:00:00+01:00,0.0,0.0,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T01:00:00+01:00,0.0,0.0,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T03:00:00+01:00,0.0,0.0,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T05:00:00+01:00,0.0,0.0,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T07:00:00+01:00,0.0,0.4486845231942001,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T09:00:00+01:00,0.0,0.6224785430474145,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T11:00:00+01:00,0.0,0.6224785430474145,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T13:00:00+01:00,0.0,0.6224785430474145,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T15:00:00+01:00,0.0,0.6224785430474145,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T17:00:00+01:00,0.0,0.7221465723781667,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.12133978197652259,0.0,0.0
sc01,y2030,2030-01-04T19:00:00+01:00,0.0,0.7221465723781667,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T21:00:00+01:00,0.0,0.2886316014903137,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T23:00:00+01:00,0.0,0.17733849018944497,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T01:00:00+01:00,0.0,0.17733849018944497,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T03:00:00+01:00,0.0,0.17733849018944497,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T05:00:00+01:00,0.0,0.17733849018944497,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T07:00:00+01:00,0.0,0.672771288469001,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T09:00:00+01:00,0.0,0.757179104891264,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.06376220752944847,0.0,0.0
sc01,y2030,2030-01-05T11:00:00+01:00,0.0,0.757179104891264,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T13:00:00+01:00,0.0,0.757179104891264,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T15:00:00+01:00,0.0,0.757179104891264,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T17:00:00+01:00,0.0,0.757179104891264,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.13254845010915173,0.0,0.0
sc01,y2030,2030-01-05T19:00:00+01:00,0.0,0.757179104891264,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T21:00:00+01:00,0.0,0.30942653334589054,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T23:00:00+01:00,0.0,0.06658995308659911,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T01:00:00+01:00,0.0,0.013144487641349938,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T03:00:00+01:00,0.0,0.013144487641349938,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T05:00:00+01:00,0.0,0.013144487641349938,0.0,0.0,0.16594473937894216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T07:00:00+01:00,0.0,0.07061535207129951,0.0,0.0,0.17002606723168812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T09:00:00+01:00,0.0,0.2523324810826605,0.0,0.0,0.17002606723168812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T11:00:00+01:00,0.0,0.30921354375805804,0.0,0.0,0.17002606723168812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T13:00:00+01:00,0.0,0.30921354375805804,0.0,0.0,0.17002606723168812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T15:00:00+01:00,0.0,0.30921354375805804,0.0,0.0,0.17002606723168812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T17:00:00+01:00,0.0,0.523305943222293,0.0,0.0,0.17002606723168812,0.0,0.0,0.0,0.0,1.0,0.03719890173535703,0.0,0.0
sc01,y2030,2030-01-06T19:00:00+01:00,0.0,0.523305943222293,0.0,0.0,0.17002606723168812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T21:00:00+01:00,0.0,0.1001369342808497,0.0,0.0,0.17002606723168812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T23:00:00+01:00,0.0,0.0,0.0,0.0,0.17002606723168812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T01:00:00+01:00,0.0,0.0,0.0,0.0,0.17002606723168812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T03:00:00+01:00,0.0,0.0,0.0,0.0,0.17002606723168812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T05:00:00+01:00,0.0,0.0,0.0,0.0,0.17002606723168812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T07:00:00+01:00,0.0,0.05478819557065759,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T09:00:00+01:00,0.0,0.20397993448226187,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T11:00:00+01:00,0.0,0.2815440998442738,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T13:00:00+01:00,0.0,0.2815440998442738,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T15:00:00+01:00,0.0,0.2815440998442738,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T17:00:00+01:00,0.0,0.5651726907953057,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T19:00:00+01:00,0.0,0.5651726907953057,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.010422871542905277,0.0,0.0
sc01,y2030,2030-01-07T21:00:00+01:00,0.0,0.20236894513194914,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T23:00:00+01:00,0.0,0.05731751032599974,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-08T01:00:00+01:00,0.0,0.05731751032599974,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-08T03:00:00+01:00,0.0,0.05731751032599974,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-08T05:00:00+01:00,0.0,0.05731751032599974,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-08T07:00:00+01:00,0.0,0.7021144216128089,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-08T09:00:00+01:00,0.0,0.7840271011533134,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.06243115336810309,0.0,0.0
sc01,y2030,2030-01-08T11:00:00+01:00,0.0,0.7840271011533134,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-08T13:00:00+01:00,0.0,0.7840271011533134,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-08T15:00:00+01:00,0.0,0.7840271011533134,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-08T17:00:00+01:00,0.0,0.7840271011533134,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.17159638105040786,0.0,0.0
sc01,y2030,2030-01-08T19:00:00+01:00,0.0,0.7840271011533134,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-08T21:00:00+01:00,0.0,0.2336872857763826,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-08T23:00:00+01:00,0.0,0.06405774300069539,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T01:00:00+01:00,0.0,0.06405774300069539,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T03:00:00+01:00,0.0,0.06405774300069539,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T05:00:00+01:00,0.0,0.06405774300069539,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T07:00:00+01:00,0.0,0.634589453374319,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T09:00:00+01:00,0.0,0.6895446376796708,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.06244561292920517,0.0,0.0
sc01,y2030,2030-01-09T11:00:00+01:00,0.0,0.6895446376796708,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T13:00:00+01:00,0.0,0.6895446376796708,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T15:00:00+01:00,0.0,0.6895446376796708,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T17:00:00+01:00,0.0,0.7414388598968839,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.11369195092025289,0.0,0.0
sc01,y2030,2030-01-09T19:00:00+01:00,0.0,0.7414388598968839,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T21:00:00+01:00,0.0,0.2359087883589779,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T23:00:00+01:00,0.0,0.045838919027215666,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-10T01:00:00+01:00,0.0,0.045838919027215666,0.0,0.0,0.17258102274679812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
