Scenario,Period,LoadLevel,CCGT,Coal_Subbituminous,Cogeneration,Hydro_UGH,Nuclear,Onshore_wind,PumpedStorage_Hydro,Pure_PumpedStorage_Hydro,Solar_PV
sc2015,y2030,2030-01-01T01:00:00+01:00,0.0,0.0,0.5241571100000001,1.431182302108224,2.0,2.0710150874,1.4645618443917772,0.0,0.0
sc2015,y2030,2030-01-01T03:00:00+01:00,0.0,0.0,0.5175330099000002,1.26,2.0,1.7994573633999997,1.0446812836000001,0.0,0.0
sc2015,y2030,2030-01-01T05:00:00+01:00,0.0,0.0,0.5142672996000002,1.26,2.0,1.609967315,0.628294716440001,0.0,0.0
sc2015,y2030,2030-01-01T07:00:00+01:00,0.0,0.0,0.5152981644000001,0.0,2.0,1.41380350957,2.1007163837180007,0.0,0.001323719952
sc2015,y2030,2030-01-01T09:00:00+01:00,0.0,0.0,0.5218023934000001,1.26,2.0,1.1376942267799999,0.6434494491500005,0.0,0.51173093103
sc2015,y2030,2030-01-01T11:00:00+01:00,0.0,0.0,0.5246122511000001,0.0,2.0,0.9106468380599999,0.44769064720000007,0.0,2.938312878
sc2015,y2030,2030-01-01T13:00:00+01:00,0.0,0.0,0.5222639406,0.0,2.0,0.9776636543599999,0.4667645506,0.0,3.8463292749000004
sc2015,y2030,2030-01-01T15:00:00+01:00,0.0,0.0,0.5208454159,0.0,2.0,0.9518621799400001,0.4574871627000001,0.0,3.3781034016000007
sc2015,y2030,2030-01-01T17:00:00+01:00,0.9989470767752866,0.0,0.5243242467,0.0,2.0,0.8772222010400001,1.013761151754713,0.0,1.1676669047100003
sc2015,y2030,2030-01-01T19:00:00+01:00,2.5747559305100003,0.0,0.5418409763,1.26,2.0,0.9480645604800001,0.7446810301640002,0.0,0.0010986314460002117
sc2015,y2030,2030-01-01T21:00:00+01:00,2.574755930510001,0.0,0.5491833077999999,0.0,2.0,1.07933374952,2.5834790841299986,0.0,0.0
sc2015,y2030,2030-01-01T23:00:00+01:00,2.574755930510001,0.0,0.5499732910999999,1.26,2.0,1.1782952478200004,0.8721368281299986,0.0,0.0
sc2015,y2030,2030-01-02T01:00:00+01:00,2.574755930510001,0.0,0.5388397802,0.7669451724599984,2.0,1.0872361487700002,0.0,0.0,0.0
sc2015,y2030,2030-01-02T03:00:00+01:00,2.5039433304199985,0.0,0.5413919571000001,0.0,2.0,0.9806235638800002,0.0,0.0,0.0
sc2015,y2030,2030-01-02T05:00:00+01:00,2.331299347529998,0.0,0.55595561,0.0,2.0,1.0085472367700001,0.0,0.0,0.0
