InitialNode,,,Almeria,Almeria,Barcelona,Barcelona,Bilbao,Bilbao,Bilbao,Caceres,Caceres,Caceres,Caceres,Caceres,Caceres,Caceres,Cadiz,Cadiz,Cartagena,Cartagena,Lugo,Lugo,Madrid,Madrid,Sevilla,Sevilla,Valencia,Valencia,Valencia
sc2015,y2030,2030-01-01T17:00:00+01:00,0.06856284048916131,0.005106344369758133,0.009820262633850203,0.15047364712403172,0.22662381707724666,0.775801035410315,0,0.15258080591638723,0,0.37725820379920966,0.37725820379920966,0,0.00254226347524349,0,0.22190371765382697,0.26560916604148294,0.4198095438722461,0,0.13259763393961244,0.13259763393961244,0.4001027798430501,0,0.14074650027014432,0,0.180845361529224,0.180845361529224,0
sc2015,y2030,2030-01-01T19:00:00+01:00,0.29652268198444043,0.09188525125558483,0.24359782962138404,0.3208453477528676,0.49803204090933106,0.7310939308568379,0,0.7747095417706129,0,0.9182057246012943,0.9182057246012943,0,0.7163358120914752,0,0.555414347673856,0.1789764862846612,0.7272934753140673,0,0.31225579910411877,0.31225579910411877,0.15566327914436728,0,0.02621018562931303,0,0.05253430620571848,0.05253430620571848,0
sc2015,y2030,2030-01-01T21:00:00+01:00,0.28614037433499384,0.06310371901161084,0.2160978559382301,0.3401104892565235,0.4098613155017646,0.9283586162146529,0,0.6142610615672012,0,0.9237750120266827,0.9237750120266827,0,0.325946449578439,0,0.5726535118578391,0.16173732210067818,0.829042902132668,0,0.3172182650556112,0.3172182650556112,0.7688389653033649,0,0.1246227526440948,0,0.01408377372662934,0.01408377372662934,0
sc2015,y2030,2030-01-01T23:00:00+01:00,0.29004930514666144,0.07593717967402462,0.2693565392414456,0.3566781967327536,0.44542884300590074,0.8392439104766859,0,0.48299814762670307,0,0.837929395199739,0.837929395199739,0,0.2238640844862568,0,0.09232827516167386,0.26560916604148294,0.7805113224404036,0,0.33227531014889483,0.33227531014889483,0.691024168374523,0,0.18086353003253486,0,0.05600499044219499,0.05600499044219499,0
sc2015,y2030,2030-01-02T01:00:00+01:00,0.14651291819627713,0.030352170510190478,0.3763689790269919,0.40485649902793047,0.5503906755520436,0.5107998562887521,0,0.34735839847478983,0,0.5981174984774362,0.5981174984774362,0,0.30036942765491303,0,0.35051957727186733,0.26560916604148294,0.737812524987803,0,0.3411500762247654,0.3411500762247654,0.1253039221863385,0,0.12673103454914453,0,0.18054932570165622,0.18054932570165622,0
sc2015,y2030,2030-01-02T03:00:00+01:00,0.03196763604908923,0.120991010841458,0.45627798491423194,0.4591277697158756,0.57297480084253,0.34477708037637533,0,0.07522020476918055,0,0.41020212441182985,0.41020212441183007,0,0.04223934715342805,0,0.2512517064928417,0.26560916604148294,0.7328255981548912,0,0.34168939448969093,0.34168939448969093,0.08794895364200678,0,0.2359488194883944,0,0.2535394143874574,0.2535394143874574,0
sc2015,y2030,2030-01-02T05:00:00+01:00,0.0234135107128561,0.17306835368549295,0.47399589090466276,0.48185407796897084,0.5775676303800985,0.32036142758010044,0,0.04784121168019917,0,0.44374273922028185,0.44374273922028185,0,0.009144718336948559,0,0.39140767076323474,0.26560916604148294,0.7716877255760406,0,0.346330794222278,0.346330794222278,0.10319064891533478,0,0.285896927027456,0,0.2580277965322863,0.2580277965322863,0
sc2015,y2030,2030-01-02T07:00:00+01:00,0.14071487614744155,0.03626607260628966,0.38577207337174907,0.41817126002098076,0.5598408125027933,0.5036645980693459,0,0.3274267793389625,0,0.5913346786330279,0.5913346786330279,0,0.2851982360417459,0,0.34770772713596726,0.26560916604148294,0.7449727312729569,0,0.3400872258391933,0.3400872258391933,0.11260944879257782,0,0.1399155630174835,0,0.1815601808740119,0.1815601808740119,0
sc2015,y2030,2030-01-02T09:00:00+01:00,0.18610962868348402,0.0730636325068673,0.25056581789585824,0.30213750098512265,0.5094256818652886,0.8234202137814773,0,0.5687152081398789,0,0.7907931297005966,0.7907931297005966,0,0.4570823425451534,0,0.4687816679170344,0.26560916604148294,0.6954958128749741,0,0.30972898469491456,0.30972898469491456,0.29768764158593475,0,0.06747813462112508,0,0.08453674418753722,0.08453674418753722,0
sc2015,y2030,2030-01-02T11:00:00+01:00,0.09611739125023333,0.2379794009263838,0.20187244395671078,0.0303469270498884,0.6299504019986509,0.8396693976282145,0,0.3469452707532571,0,0.3697266621422578,0.3697266621422578,0,0.5049163465667046,0,0.5865067648497592,0.14788406910875795,0.10483036412336819,0,0.26524040796605913,0.26524040796605913,0.42125620216919296,0,0.0425530128115864,0,0.36754318676411774,0.36754318676411774,0
sc2015,y2030,2030-01-02T13:00:00+01:00,0.3613653065500116,0.13428781261665534,0.22169006376771255,0.08589547760976683,0.6523369643271302,0.7623491678868,0,0.12015157767492357,0,0.15947430376092117,0.15947430376092128,0,0.3331188653007463,0,0.32586148399183085,0.26560916604148294,0.004258720094788184,0,0.2450203292160592,0.2450203292160592,0.5679127670021941,0,0.00861375463389798,0,0.46112234675095637,0.46112234675095637,0
sc2015,y2030,2030-01-02T15:00:00+01:00,0.20078683658004687,0.18094664541000316,0.24865166674051983,0.016340096097142525,0.64204151903324,0.7106726446483518,0,0.127413378258617,0,0.17643829846606807,0.17643829846606807,0,0.31258639806795335,0,0.6689593500644171,0.06543148389410042,0.052958370012883366,0,0.25064803208919345,0.25064803208919345,0.4937947194915637,0,0.014576218738343609,0,0.4297013031452357,0.4297013031452357,0
sc2015,y2030,2030-01-02T17:00:00+01:00,0.14513641836010618,0.11683645006408654,0.2185331683164818,0.23354117538868233,0.5334955088445874,0.7883706370509341,0,0.6344952020312825,0,0.7599651235708698,0.7599651235708698,0,0.6387833479662811,0,0.4198089204953985,0.26560916604148294,0.5531954853587999,0,0.2653799773877007,0.2653799773877007,0.011435055826664401,0,0.015564378633097346,0,0.10650989944280195,0.10650989944280195,0
sc2015,y2030,2030-01-02T19:00:00+01:00,0.2661883909422675,0.014194241914904624,0.4264968231984779,0.7008398430887768,0.5728059280411041,0.9406848836504376,0,0.4920963482817488,0,1.0,1.0,0,0.11709634828174857,0,0.6702281950812523,0.06416263887726535,0.994519880897285,0,0.25334543431556156,0.25334543431556156,1.0,0,0.2929404815709729,0,0.060158214955870856,0.060158214955870856,0
sc2015,y2030,2030-01-02T21:00:00+01:00,0.31329000355597036,0.05422606922761226,0.3979890434344768,0.6807838049235666,0.5639929056344949,0.9903906998381411,0,0.5586165240428388,0,1.0,1.0,0,0.18361652404283874,0,0.7105542537506656,0.02383658020785204,0.9820296677126867,0,0.24693325616879544,0.24693325616879544,1.0,0,0.2321220351608332,0,0.08543793344679869,0.08543793344679869,0
sc2015,y2030,2030-01-02T23:00:00+01:00,0.28447735383081724,0.04574279101987212,0.2615238590265418,0.47858242086526626,0.4324073772388052,1.0,0,0.5552396511668618,0,1.0,1.0,0,0.18201547820592273,0,0.6492291776629646,0.08516165629555285,0.9091954603482877,0,0.26335795036655657,0.26335795036655657,0.9952644612291704,0,0.2352094617902981,0,0.0903006313086748,0.0903006313086748,0
sc2015,y2030,2030-01-03T01:00:00+01:00,0.24722112690838574,0.04817260512977879,0.2715004319129418,0.3771334564853378,0.49593814238530287,0.6983529880873331,0,0.6136224142116138,0,0.8475290821390211,0.8475290821390211,0,0.5270532237491498,0,0.5523380857067239,0.1820527482517933,0.7480214818105202,0,0.28209186716382034,0.28209186716382034,0.23085117456657137,0,0.06856682516694017,0,0.03718287232497141,0.03718287232497141,0
sc2015,y2030,2030-01-03T03:00:00+01:00,0.11699549430358154,0.05324566972626891,0.398870100981182,0.44771289462805713,0.5683439872265821,0.45310299672864107,0,0.27502116811891175,0,0.5617382953558504,0.5617382953558504,0,0.25836345060968496,0,0.36324098872743066,0.26560916604148294,0.7342103256964185,0,0.31009477163521326,0.31009477163521326,0.04442058002460501,0,0.16584337998419815,0,0.17094262625064524,0.17094262625064524,0
sc2015,y2030,2030-01-03T05:00:00+01:00,0.07344056132962326,0.08997860977734189,0.44621441368684023,0.4763346646814787,0.5905806906615323,0.38993433583100445,0,0.13405127647040407,0,0.46112730641293515,0.46112730641293515,0,0.11726351482064132,0,0.2639201277559596,0.26560916604148294,0.7436552939813221,0,0.3277447462123276,0.3277447462123276,0.04476736439936724,0,0.2199905462766681,0,0.21805158317346163,0.21805158317346163,0
sc2015,y2030,2030-01-03T07:00:00+01:00,0.0680250140774537,0.10613802681184954,0.43831112549807316,0.48977508739731535,0.5538080883483929,0.49279504473618363,0,0.04999480770792058,0,0.46351433571457484,0.46351433571457484,0,0.08211009567935838,0,0.2704870603470738,0.26560916604148294,0.8035755526750341,0,0.33812658488770064,0.33812658488770064,0.35227974236607695,0,0.29861539662644254,0,0.19026129976536982,0.19026129976536982,0
sc2015,y2030,2030-01-03T09:00:00+01:00,0.15863123919388153,0.06789901940905596,0.3639373209991895,0.3472252077558133,0.6015053803245995,0.5995007842276389,0,0.3403081877266985,0,0.6064952315052101,0.6064952315052101,0,0.3403578963350204,0,0.20495668701623015,0.26560916604148294,0.6123927351494022,0,0.3341026001986462,0.3341026001986462,0.0001325562888587927,0,0.13940040033946044,0,0.2229936169219869,0.2229936169219869,0
sc2015,y2030,2030-01-03T11:00:00+01:00,0.1967540946570646,0.17804955906184108,0.10041766818473,0.22177330059223022,0.5044285305740218,0.8610760171871719,0,0.1339047278276335,0,0.20837080080373538,0.20837080080373538,0,0.23796658238081633,0,0.6379937841223627,0.09639704983615455,0.06966028658492576,0,0.16461584966825676,0.16461584966825676,0.2774982788084875,0,0.03236255801179554,0,0.40888131045371107,0.40888131045371107,0
sc2015,y2030,2030-01-03T13:00:00+01:00,0.3407075362882452,0.19897251379881953,0.022918636124237605,0.4318226244996099,0.5119613888097099,0.8031502873096927,0,0.12814387916854267,0,0.012754875335762944,0.012754875335762944,0,0.4110535622568702,0,0.5919977771295462,0.26560916604148294,0.15698325894807302,0,0.061603606710880165,0.061603606710880165,0.7544258215688734,0,0.1076850678475294,0,0.5102649866272168,0.5102649866272168,0
sc2015,y2030,2030-01-03T15:00:00+01:00,0.32805559992635525,0.1294177068646896,0.05335418635403039,0.3555183546627018,0.5048872849480427,0.7554144722658868,0,0.1604048278906453,0,0.12537995296385523,0.12537995296385523,0,0.41251577501249004,0,0.33997582729214754,0.26560916604148294,0.023492494924390605,0,0.17962482025283383,0.17962482025283383,0.6722958589915856,0,0.05351644901258333,0,0.4772160715611931,0.4772160715611931,0
sc2015,y2030,2030-01-03T17:00:00+01:00,0.009744136421820666,0.04469127260341286,0.18603839684286153,0.0644352714773611,0.40731360099057695,0.8071426568452434,0,0.07421417066008283,0,0.4268671561401474,0.4268671561401474,0,0.0889861410249547,0,0.34213561544523197,0.26560916604148294,0.5038540688518115,0,0.20544499303890348,0.20544499303890348,0.4352008311600998,0,0.2492483599577481,0,0.2376500165926258,0.2376500165926258,0
sc2015,y2030,2030-01-03T19:00:00+01:00,0.26892331473053177,0.030947961330034444,0.22280098683519514,0.3460070608867373,0.42951467661691517,1.0,0,0.5968877018864401,0,1.0,1.0,0,0.28300725058741383,0,0.6320160237974114,0.10237481016110585,0.9217570210754389,0,0.21610903624785874,0.21610903624785874,0.8370145367974032,0,0.1971312439895406,0,0.009431088399077072,0.009431088399077072,0
sc2015,y2030,2030-01-03T21:00:00+01:00,0.25300439850746337,0.0024035187810953827,0.3337939576034919,0.49735265811628127,0.5036052783582089,1.0,0,0.48453095015863956,0,1.0,1.0,0,0.1095309501586396,0,0.5281047927522396,0.01754646591224147,1.0,0,0.2188196069754707,0.2188196069754707,1.0,0,0.29985741699781515,0,0.00886677246610089,0.00886677246610089,0
sc2015,y2030,2030-01-03T23:00:00+01:00,0.2846622177700816,0.050967170817345496,0.17314568669185224,0.2679550152160492,0.4021702815920398,1.0,0,0.6520413830508164,0,1.0,1.0,0,0.3751133683542522,0,0.622615263529873,0.1117755704286443,0.8838130168692224,0,0.2266955502279582,0.2266955502279582,0.738474705857505,0,0.14670502121068232,0,0.006303254309173566,0.006303254309173566,0
sc2015,y2030,2030-01-04T01:00:00+01:00,0.251912659887671,0.055802420683691074,0.1976887040378104,0.18615066693942509,0.4223480259455036,0.7543134091291235,0,0.48793301503275344,0,0.7828924690197483,0.7828924690197483,0,0.36500684220138235,0,0.06287117539624064,0.26560916604148294,0.7286385359083498,0,0.2451232354456201,0.2451232354456201,0.3278031275503215,0,0.13546707752758158,0,0.12381962409762735,0.12381962409762735,0
sc2015,y2030,2030-01-04T03:00:00+01:00,0.15595518463537197,0.011413680725324286,0.3026600900939416,0.23620913988717213,0.49623207054859064,0.5079811214912107,0,0.2522003654352352,0,0.554902597797155,0.554902597797155,0,0.2394413470846407,0,0.14575586067695387,0.26560916604148294,0.6808891420437331,0,0.2583459551408935,0.2583459551408935,0.03402404893491841,0,0.1816301671085287,0,0.24292702746649605,0.24292702746649605,0
sc2015,y2030,2030-01-04T05:00:00+01:00,0.05678748572268122,0.10204143094398523,0.3378856775633224,0.27330721305218353,0.50736989200375,0.4456036077474943,0,0.13664841208797554,0,0.4428862611131087,0.4428862611131087,0,0.12492927467064055,0,0.24364480358784857,0.26560916604148294,0.7373570972375185,0,0.266861016428207,0.266861016428207,0.03125103311289341,0,0.20406553148930318,0,0.260693389188427,0.260693389188427,0
sc2015,y2030,2030-01-04T07:00:00+01:00,0.14171975817706997,0.022974241752034184,0.3170527843692297,0.24566548277904082,0.5030073687048163,0.48675492942951265,0,0.20801369348358065,0,0.5233877660905344,0.5233877660905344,0,0.1965680513512783,0,0.17467153959047974,0.26560916604148294,0.6825227523565128,0,0.2619268471433811,0.2619268471433811,0.03052171235280628,0,0.1986183921965518,0,0.2564220523219607,0.2564220523219607,0
sc2015,y2030,2030-01-04T09:00:00+01:00,0.10907636113817626,0.03282118785708206,0.2649866761379051,0.15304737532696613,0.5050798649852302,0.5738187205869095,0,0.26834237113818254,0,0.5188343222614782,0.5188343222614782,0,0.28942817978140517,0,0.24301609441544283,0.26560916604148294,0.572527152399138,0,0.24524931696303282,0.24524931696303282,0.056228823048593134,0,0.14007818578218822,0,0.27148861558953613,0.27148861558953613,0
sc2015,y2030,2030-01-04T11:00:00+01:00,0.2570621426760545,0.11992215741101048,0.09079512949765933,0.2936924682172707,0.5042901176078922,0.7238812678398695,0,0.10574167299147003,0,0.10402956121672975,0.10402956121672975,0,0.31554566502912873,0,0.4433342388738842,0.26560916604148294,0.059011282141229304,0,0.11163731330292007,0.11163731330292007,0.5594773121004232,0,0.019398998402630405,0,0.4716055703431382,0.4716055703431382,0
sc2015,y2030,2030-01-04T13:00:00+01:00,0.4922267527060268,0.05240507455765522,0.17222669247088773,0.29461748665350207,0.5803602915377318,0.6341173126911246,0,0.12160349533098792,0,0.05498443829963847,0.05498443829963847,0,0.13822829166992223,0,0.819877125355326,0.08548629139680856,0.06450257592581311,0,0.09742440083401459,0.09742440083401459,0.6928847653357605,0,0.15202592132520606,0,0.6074883354321757,0.6074883354321757,0
sc2015,y2030,2030-01-04T15:00:00+01:00,0.2857437788913273,0.1747776439320563,0.05775199873177903,0.39417177805051645,0.5248311254596446,0.6648716188189628,0,0.17214139498701259,0,0.08282645970848594,0.08282645970848594,0,0.5094191987800953,0,0.6968887134360122,0.03750212052250498,0.10632821607135876,0,0.18749010849910253,0.18749010849910253,0.8994074767815539,0,0.09585819106182204,0,0.5267771301422616,0.5267771301422616,0
sc2015,y2030,2030-01-04T17:00:00+01:00,0.02001449453869765,0.02680629088418849,0.3934852290395664,0.2777480294093213,0.6240482452536946,0.5172273301194402,0,0.0619301256874774,0,0.3485280455737987,0.3485280455737987,0,0.10436968590124426,0,0.4607231458662644,0.26560916604148294,0.4733073732327281,0,0.3422252437643741,0.3422252437643741,0.11317216057004492,0,0.20228471894055666,0,0.34792300343033683,0.34792300343033683,0
sc2015,y2030,2030-01-04T19:00:00+01:00,0.31528917931809264,0.09030282081933699,0.2959242495294719,0.40467283527875114,0.4334092292465017,0.9184144726191704,0,0.23223282511260715,0,0.6708707360347502,0.6708707360347502,0,0.14276717488739282,0,0.21464379051539745,0.26560916604148294,0.8105636293610124,0,0.6602246866021312,0.6602246866021312,1.0,0,0.28603396380857393,0,0.04751362469705375,0.04751362469705375,0
sc2015,y2030,2030-01-04T21:00:00+01:00,0.4754978660427436,0.23312433649050512,0.19023536951759926,0.3089060652929006,0.46593856829895125,0.988302608815477,0,0.8129276995992415,0,1.0,1.0,0,0.6209875355456985,0,0.037385088230397205,0.26560916604148294,0.7363697815443219,0,0.6400936348732755,0.6400936348732755,0.5118404374761141,0,0.00039103963359209685,0,0.02278867815058636,0.02278867815058636,0
sc2015,y2030,2030-01-04T23:00:00+01:00,0.35414674452949985,0.12403638359666422,0.19611164216488144,0.3464375531065858,0.40977073995241176,0.9708914258436085,0,0.6113876162695804,0,0.8651299972878033,0.8651299972878027,0,0.3281129987703089,0,0.4687816679170344,0.26560916604148294,0.7964050600600534,0,0.6109341974354645,0.6109341974354645,0.7553989799980565,0,0.08368503453875191,0,0.05410616637474345,0.05410616637474345,0
sc2015,y2030,2030-01-05T01:00:00+01:00,0.18032892705849468,0.009562998712649337,0.3096850396509736,0.4251429930681597,0.40804010133559165,0.7313114536395331,0,0.09577906197696552,0,0.494730844746156,0.494730844746156,0,0.22124350855882927,0,0.20577228865498465,0.26560916604148294,0.7691307019464814,0,0.5952023257003898,0.5952023257003898,0.8453935214287862,0,0.2799449137182045,0,0.047915698253625405,0.047915698253625405,0
sc2015,y2030,2030-01-05T03:00:00+01:00,0.20569324710372291,0.040559531456956927,0.37926157236440183,0.4201215093973661,0.5078952209621115,0.4829070725702272,0,0.09690817545649223,0,0.4117777991398644,0.4117777991398644,0,0.006950110427762882,0,0.38069925777330055,0.26560916604148294,0.6199753308564768,0,0.5983737774976536,0.5983737774976536,0.2769554290246801,0,0.21729031894367787,0,0.16864407832517136,0.16864407832517136,0
sc2015,y2030,2030-01-05T05:00:00+01:00,0.10603187685392149,0.05498160783513294,0.38357681023998197,0.4459898766758672,0.5015605842284279,0.4645203238561496,0,0.09455964985570366,0,0.42103283113760287,0.42103283113760287,0,0.014871187006530956,0,0.20689314475637838,0.26560916604148294,0.6990355463923479,0,0.5970587499416836,0.5970587499416836,0.2918155649659589,0,0.22631270897700445,0,0.14749766434574013,0.14749766434574013,0
sc2015,y2030,2030-01-05T07:00:00+01:00,0.22947831460120197,0.04458100141090401,0.32799521827624556,0.4178567146182203,0.43236437320006027,0.6785956471979498,0,0.08100862900418995,0,0.491955405154637,0.491955405154637,0,0.1914583516268964,0,0.28616813466761243,0.26560916604148294,0.6957700528788979,0,0.5928957017886983,0.5928957017886983,0.7265786150162303,0,0.2913875544538995,0,0.08621129865635303,0.08621129865635303,0
sc2015,y2030,2030-01-05T09:00:00+01:00,0.35917154317526084,0.22054900241904252,0.18655066407729987,0.26603640272557166,0.4587419801125503,0.9116111682705342,0,0.6398742396940951,0,0.8223629727706439,0.8223629727706439,0,0.4924462776999403,0,0.103988577487832,0.26560916604148294,0.5942731474167793,0,0.5822719912787483,0.582271991278748,0.3931412319844125,0,0.025870332052163242,0,0.01799722189693391,0.01799722189693391,0
sc2015,y2030,2030-01-05T11:00:00+01:00,0.01831202412745295,0.24121800100936358,0.16367370919188476,0.010155901997369913,0.5567488112485558,0.9366403679803004,0,0.33754228719449064,0,0.35005815600786716,0.35005815600786716,0,0.3739026834887797,0,0.3167005653419085,0.26560916604148294,0.1951037410304386,0,0.5659921610797432,0.5659921610797432,0.09696105678477107,0,0.04856688954340441,0,0.2599765630394357,0.2599765630394357,0
sc2015,y2030,2030-01-05T13:00:00+01:00,0.3033557414736035,0.1272164457527652,0.21905286995847076,0.03521401343803534,0.618946328691007,0.8028766269060081,0,0.1127331396350828,0,0.20446903765756014,0.20446903765756014,0,0.24816889425377767,0,0.26788254115362337,0.26560916604148294,0.08636857663529564,0,0.41620351743775597,0.41620351743775597,0.3611620123165195,0,0.04882098602211194,0,0.40132164306656826,0.40132164306656826,0
sc2015,y2030,2030-01-05T15:00:00+01:00,0.28330958001969614,0.09994950818925982,0.25985937475720944,0.01685456987531894,0.6421605401560287,0.6975992237743195,0,0.11008175644729505,0,0.20082208955377637,0.20082208955377637,0,0.28546857103719225,0,0.24071138363006428,0.26560916604148294,0.1260160474077562,0,0.2690538201927308,0.2690538201927308,0.4676981722397256,0,0.0485359463452783,0,0.4119574036404981,0.4119574036404981,0
sc2015,y2030,2030-01-05T17:00:00+01:00,0.177372052930138,0.18266032382566091,0.25228378624830045,0.224681507376824,0.5186987340987563,0.7710525020952735,0,0.30960108234599004,0,0.4974208421793325,0.4974208421793325,0,0.24484763522328407,0,0.46878166791703446,0.26560916604148294,0.43490234223155416,0,0.5818558755076038,0.5818558755076038,0.17267585899388274,0,0.08644877890259901,0,0.17209962228034656,0.17209962228034656,0
sc2015,y2030,2030-01-05T19:00:00+01:00,0.4154486983954521,0.18052789746759207,0.14970339220011863,0.31775171527500606,0.4110514616915421,1.0,0,0.8129590448727777,0,0.99349721120184,0.99349721120184,0,0.5895667849679479,0,0.5350813264694132,0.1993095074891036,0.7598931899378817,0,0.5827428963409371,0.5827428963409371,0.5957126930795458,0,0.0052503412766011295,0,0.09959469525059172,0.09959469525059172,0
sc2015,y2030,2030-01-05T21:00:00+01:00,0.41097434291938817,0.17181434859103037,0.1812866725351831,0.3623802685326852,0.4349599657960201,1.0,0,0.7945442885409104,0,1.0,1.0,0,0.5584406805041713,0,0.5383437619938194,0.19604707196469778,0.7848256285233989,0,0.5833603525847183,0.5833603525847181,0.6296096214313036,0,0.016416650476882167,0,0.0960973673212274,0.0960973673212274,0
sc2015,y2030,2030-01-05T23:00:00+01:00,0.40958106739346606,0.18398413920938692,0.20585518770631878,0.33999133761174805,0.43213594684611234,0.9214456220593603,0,0.6230430553745728,0,0.8832360304149443,0.8832360304149443,0,0.3931218732234006,0,0.008163227255249254,0.26560916604148294,0.7184035733528034,0,0.5965812639839722,0.5965812639839718,0.613123152403126,0,0.08647882910863482,0,0.030917870874258815,0.030917870874258815,0
sc2015,y2030,2030-01-06T01:00:00+01:00,0.28571145796350983,0.09294445313763962,0.3421477679594574,0.39949800600736074,0.5166403509088043,0.6399616780712951,0,0.29061117224965155,0,0.5810524896299762,0.5810524896299762,0,0.15963966152521958,0,0.28693587139112514,0.26560916604148294,0.6781235661409686,0,0.6329511236294946,0.6329511236294946,0.3492573619318181,0,0.16593734909687252,0,0.12973129661230076,0.12973129661230076,0
sc2015,y2030,2030-01-06T03:00:00+01:00,0.014448513258373574,0.14985470114461125,0.45606020344613274,0.5010156270600649,0.5627887243445489,0.4230305620982374,0,0.03606193743127608,0,0.4719477422240284,0.4719477422240284,0,0.06478275620769094,0,0.37700098676243343,0.26560916604148294,0.8070675587316771,0,0.5427295438805423,0.5427295438805425,0.2689191830372454,0,0.3176188371435401,0,0.2073638698607113,0.2073638698607113,0
sc2015,y2030,2030-01-06T05:00:00+01:00,0.00445007146550373,0.15074263688026715,0.48394784716991107,0.49342521464325484,0.6089891128952057,0.3221671373535506,0,0.04358282652800883,0,0.4252763061055247,0.4252763061055247,0,0.03926023899726095,0,0.3058852057904591,0.26560916604148294,0.7715134702136016,0,0.28816138213580933,0.28816138213580933,0.011526900081995348,0,0.2760723859956383,0,0.26185479335910533,0.26185479335910533,0
