Scenario,Period,LoadLevel,CCGT1,CCGT2,CCGT3,CCGT4,CCGT5,CCGT6,CCGT7,CL_PSH1,CL_PSH2,Coal1,Coal2,Cogeneration1,Cogeneration2,Hydro1,Hydro2,Nuclear1,Nuclear2,OL_PSH1,OL_PSH2,SolarPV1,SolarPV2,SolarPV3,SolarPV4,SolarPV5,SolarPV6,Wind1,Wind2,Wind3,Wind4,Wind5
sc2015,y2030,2030-01-01T01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.64028165000002,132.43827335000003,630.0,85.59115105411192,500.0,500.0,256.49681887036854,475.78410332552005,0.0,0.0,0.0,0.0,0.0,0.0,178.26455610000002,178.26455610000002,256.21827605000004,281.84010365,140.9200518
sc2015,y2030,2030-01-01T03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.00193660000002,130.76456835000002,630.0,0.0,500.0,500.0,522.3406418000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.88997155,154.88997155,222.62216549999997,244.88438209999995,122.44219099999995
sc2015,y2030,2030-01-01T05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.19422535,129.93942445000008,630.0,0.0,500.0,500.0,0.0,314.1473582200005,0.0,0.0,0.0,0.0,0.0,0.0,138.57943895000005,138.57943895000005,199.17916209999996,219.09707829999996,109.54853919999996
sc2015,y2030,2030-01-01T07:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.44919015,130.19989205000005,0.0,0.0,500.0,500.0,800.0,250.35819185900027,0.105057139,0.11556285300000001,0.105057139,0.11556285300000001,0.105057139,0.11556285300000001,121.69445630000001,121.69445630000001,174.91050649999997,192.4015571,96.20077858499997
sc2015,y2030,2030-01-01T09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.05788735,131.84330935000008,630.0,0.0,500.0,500.0,321.7247245750002,0.0,40.613565954,44.674922551,40.613565954,44.674922551,40.613565954,44.674922551,97.92809211000004,97.92809211000004,140.75129404999998,154.82642339999998,77.41321171999996
sc2015,y2030,2030-01-01T11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.75285215,132.55327340000005,0.0,0.0,500.0,500.0,0.0,223.84532360000003,233.19943475000005,256.51937824999993,233.19943475000005,256.51937824999993,233.19943475000005,256.51937824999993,78.38477633500001,78.38477633500001,112.66183634999999,123.92801999999996,61.96401000999995
sc2015,y2030,2030-01-01T13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.17204224999995,131.95992805000006,0.0,0.0,500.0,500.0,233.3822753,0.0,305.2642281500001,335.790651,305.2642281500001,335.790651,305.2642281500001,335.790651,84.15331128000003,84.15331128000003,120.95290739999997,133.04819814999996,66.52409906999998
sc2015,y2030,2030-01-01T15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.82119714999996,131.60151080000006,0.0,0.0,500.0,500.0,0.0,228.74358135000006,268.10344460000005,294.913789,268.10344460000005,294.913789,268.10344460000005,294.913789,81.93242533000003,81.93242533000003,117.76084504999999,129.5369295,64.76846475999997
sc2015,y2030,2030-01-01T17:00:00+01:00,0.0,0.0,320.0,81.21029509019493,0.0,0.0,98.26324329744834,0.0,0.0,0.0,0.0,129.68161974999998,132.48050360000002,0.0,0.0,500.0,500.0,506.8805758773565,0.0,92.67197653500006,101.93917424999998,92.67197653500006,101.93917424999998,92.67197653500006,101.93917424999998,75.50771948500005,75.50771948500005,108.52666474999998,119.37933120000002,59.68966559999997
sc2015,y2030,2030-01-01T19:00:00+01:00,0.0,0.0,820.0000000000001,215.57840430528896,0.0,0.0,251.79956094971135,0.0,0.0,0.0,0.0,134.01404929999998,136.90643885,630.0,0.0,500.0,500.0,0.0,372.34051508200014,0.08719297200004625,0.09591226899998903,0.08719297200004625,0.09591226899998903,0.08719297200004625,0.09591226899998903,81.60554165500005,81.60554165500005,117.2910177,129.0201195,64.51005972999997
sc2015,y2030,2030-01-01T21:00:00+01:00,0.0,0.0,820.0000000000001,215.57840430528898,0.0,0.0,251.7995609497114,0.0,0.0,0.0,0.0,135.83003519999994,138.76161870000004,0.0,0.0,500.0,500.0,491.7395420649993,800.0,0.0,0.0,0.0,0.0,0.0,0.0,92.90465959500007,92.90465959500007,133.53115304999997,146.88426835,73.44213416999995
sc2015,y2030,2030-01-01T23:00:00+01:00,0.0,0.0,820.0000000000001,215.57840430528898,0.0,0.0,251.7995609497114,0.0,0.0,0.0,0.0,136.02542254999994,138.96122300000002,630.0,0.0,500.0,500.0,436.0684140649993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.42286285000006,101.42286285000006,145.7743012,160.35173135000002,80.17586565999996
sc2015,y2030,2030-01-02T01:00:00+01:00,0.0,0.0,820.0000000000001,215.57840430528898,0.0,0.0,251.7995609497114,0.0,0.0,0.0,0.0,133.27176059999996,136.14812950000004,383.4725862299992,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.58486599500004,93.58486599500004,134.50880844999998,147.95968930000004,73.97984464499996
sc2015,y2030,2030-01-02T03:00:00+01:00,0.0,0.0,820.0000000000001,180.1721042602877,0.0,0.0,251.7995609497114,0.0,0.0,0.0,0.0,133.90299294999997,136.7929856000001,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.40808827000005,84.40808827000005,121.31909639999998,133.45100600000004,66.72550299999996
sc2015,y2030,2030-01-02T05:00:00+01:00,0.0,0.0,820.0000000000001,93.85011281528767,0.0,0.0,251.7995609497114,0.0,0.0,0.0,0.0,137.50503519999992,140.47276980000007,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.81164448000006,86.81164448000006,124.77370919999997,137.25108015000004,68.62554007499995
sc2015,y2030,2030-01-02T07:00:00+01:00,0.0,0.0,820.0000000000001,215.57840430528898,0.0,0.0,251.7995609497114,0.0,0.0,0.0,0.0,148.22711264999995,151.42625895000006,364.21806280399926,0.0,500.0,500.0,0.0,0.0,0.10852110600004625,0.119373215999989,0.10852110600004625,0.119373215999989,0.10852110600004625,0.119373215999989,92.88543113000009,92.88543113000009,133.50351614999994,146.85386775000003,73.42693387499995
sc2015,y2030,2030-01-02T09:00:00+01:00,0.0,0.0,820.0000000000001,215.57840430528898,0.0,0.0,251.7995609497114,0.0,0.0,0.0,0.0,180.68647889999994,184.58618705000006,630.0,0.0,500.0,500.0,217.42064182983657,96.76964170466262,43.85618450700005,48.24180295649999,43.85618450700005,48.24180295649999,43.85618450700005,48.24180295649999,86.52321771500006,86.52321771500006,124.35915569999995,136.79507125000003,68.39753562999994
sc2015,y2030,2030-01-02T11:00:00+01:00,0.0,0.0,820.0000000000001,215.57840430528898,0.0,0.0,251.7995609497114,0.0,0.0,0.0,0.0,191.05401409999996,195.17748200000008,0.0,0.0,500.0,500.0,0.0,336.63765967500007,232.77143705000006,256.0485806999999,232.77143705000006,256.0485806999999,232.77143705000006,256.0485806999999,59.91825365000006,59.91825365000006,86.12004535999992,94.73204990000008,47.366024949999954
sc2015,y2030,2030-01-02T13:00:00+01:00,0.0,0.0,820.0000000000001,108.21729964528767,0.0,0.0,251.7995609497114,0.0,0.0,0.0,0.0,187.83619719999996,191.89021585000006,0.0,0.0,500.0,500.0,0.0,0.0,294.03652475000007,323.44017725,294.03652475000007,323.44017725,294.03652475000007,323.44017725,39.98075458500006,39.98075458500006,57.46403121499993,63.21043434500004,31.605217164999935
sc2015,y2030,2030-01-02T15:00:00+01:00,0.0,0.0,820.0000000000001,215.57840430528898,0.0,0.0,251.7995609497114,0.0,0.0,0.0,0.0,188.6732042,192.74528775000002,0.0,0.0,500.0,500.0,0.0,0.0,244.08870870000007,268.49757959999994,244.08870870000007,268.49757959999994,244.08870870000007,268.49757959999994,40.35330579000006,40.35330579000006,57.999496254999926,63.799445850000055,31.89972293999993
sc2015,y2030,2030-01-02T17:00:00+01:00,0.0,0.0,820.0000000000001,215.57840430528898,0.0,0.0,251.7995609497114,0.0,0.0,0.0,0.0,201.12045774999999,205.46118705,0.0,0.0,500.0,500.0,68.237717325,800.0,77.18844450000006,84.90728900999996,77.18844450000006,84.90728900999996,77.18844450000006,84.90728900999996,50.130972625000055,50.130972625000055,72.05286159999993,79.25814772500003,39.62907387499992
sc2015,y2030,2030-01-02T19:00:00+01:00,0.0,0.0,820.0000000000001,215.57840430528898,0.0,0.0,251.7995609497114,0.0,31.601234121471755,0.0,0.0,205.98366199999998,210.42935255,0.0,379.99999999999994,500.0,500.0,791.4749924485018,751.7032328185257,0.1022364810000613,0.11246012949995415,0.1022364810000613,0.11246012949995415,0.1022364810000613,0.11246012949995415,53.294052630000046,53.294052630000046,76.59913214499993,84.25904537000002,42.12952267999994
sc2015,y2030,2030-01-02T21:00:00+01:00,0.0,0.0,820.0000000000001,215.57840430528898,0.0,0.0,251.7995609497114,0.0,107.75335757955628,0.0,0.0,208.59933099999998,213.1014748,10.665088480442453,380.0,500.0,500.0,800.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,50.87847861000006,50.87847861000006,73.12724619999993,80.43997080500004,40.21998540999992
sc2015,y2030,2030-01-02T23:00:00+01:00,0.0,0.0,820.0000000000001,215.57840430528898,0.0,0.0,251.7995609497114,0.0,0.0,0.0,0.0,206.4910211,210.94766189999999,0.0,119.7758564665063,500.0,500.0,760.9015187756341,792.3191505578594,0.0,0.0,0.0,0.0,0.0,0.0,55.91152539500004,55.91152539500004,80.36120564999992,88.39732620000002,44.19866310499992
sc2015,y2030,2030-01-03T01:00:00+01:00,0.0,0.0,820.0000000000001,215.57840430528898,0.0,0.0,251.7995609497114,0.0,0.0,0.0,0.0,189.18732394999998,193.27050360000004,0.0,0.0,500.0,500.0,131.42158411499994,800.0,0.0,0.0,0.0,0.0,0.0,0.0,55.019806005000035,55.019806005000035,79.07954422999993,86.98749867500004,43.493749324999925
sc2015,y2030,2030-01-03T03:00:00+01:00,0.0,0.0,820.0000000000001,215.57840430528898,0.0,0.0,251.7995609497114,0.0,0.0,0.0,0.0,187.9653873,192.02219425,0.0,0.0,500.0,500.0,0.0,302.93210209499966,0.0,0.0,0.0,0.0,0.0,0.0,65.95358338500003,65.95358338500003,94.79457839499995,104.27403625000004,52.13701811499993
sc2015,y2030,2030-01-03T05:00:00+01:00,0.0,0.0,820.0000000000001,215.57840430528898,0.0,0.0,251.7995609497114,0.0,0.0,0.0,0.0,187.41549294999996,191.46043164999998,103.163914055,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.40172179000001,77.40172179000001,111.24889969999992,122.37378965000003,61.18689482999992
sc2015,y2030,2030-01-03T07:00:00+01:00,0.0,0.0,820.0000000000001,215.57840430528898,0.0,0.0,251.7995609497114,0.0,0.0,0.0,0.0,190.02827464999996,194.12960435000005,0.0,0.0,500.0,500.0,239.95618634349935,0.0,0.10886750250006129,0.11975425299995414,0.10886750250006129,0.11975425299995414,0.10886750250006129,0.11975425299995414,90.17662324000001,90.17662324000001,129.61016734999995,142.57118405000003,71.28559203499991
sc2015,y2030,2030-01-03T09:00:00+01:00,0.0,0.0,820.0000000000001,215.57840430528898,0.0,0.0,251.7995609497114,0.0,0.0,0.0,0.0,193.44492954999993,197.61999999999998,0.0,0.0,500.0,500.0,0.0,422.1847579729998,43.993060651500066,48.392366717499954,43.993060651500066,48.392366717499954,43.993060651500066,48.392366717499954,97.28634261500002,97.28634261500002,139.82891234999994,153.81180360000002,76.90590179499992
sc2015,y2030,2030-01-03T11:00:00+01:00,0.0,0.0,539.7373299629415,142.91230460091592,0.0,0.0,128.54615330827835,0.0,0.0,0.0,0.0,191.37644364999989,195.5068705,0.0,0.0,500.0,500.0,205.72018462786468,0.0,242.15987345000005,266.3758608,242.15987345000005,266.3758608,242.15987345000005,266.3758608,95.29379448000003,95.29379448000003,136.96503824999994,150.66154210000002,75.33077104999991
sc2015,y2030,2030-01-03T13:00:00+01:00,0.0,0.0,415.10382982460345,137.19581241687922,0.0,0.0,50.164352510547644,0.0,0.0,0.0,0.0,188.84559859999987,192.92140289999998,0.0,0.0,500.0,500.0,0.0,0.0,305.06386245000004,335.57024875,305.06386245000004,335.57024875,305.06386245000004,335.57024875,87.47742960000004,87.47742960000004,125.73063699999994,138.30370070000004,69.15185035499994
sc2015,y2030,2030-01-03T15:00:00+01:00,0.0,0.0,408.08544568902727,53.83633145472475,0.0,0.0,128.54615330827835,0.0,0.0,0.0,0.0,186.31373239999988,190.3348921,0.0,0.0,500.0,500.0,0.0,0.0,268.34448705,295.17893569999995,268.34448705,295.17893569999995,268.34448705,295.17893569999995,100.31241989500003,100.31241989500003,144.17827004999992,158.596097,79.29804849999994
sc2015,y2030,2030-01-03T17:00:00+01:00,0.0,0.0,539.7373299629415,137.19581241687922,0.0,0.0,128.54615330827835,0.0,0.0,0.0,0.0,185.0861971499999,189.08086329999995,0.0,0.0,500.0,500.0,520.8420227519014,0.0,95.41731800000001,104.959049785,95.41731800000001,104.959049785,95.41731800000001,104.959049785,118.00019035000004,118.00019035000004,169.60076639999994,186.56084305,93.28042151499992
