Scenario,Period,LoadLevel,BrownLignite,CCGT_1,CCGT_2,CCGT_3,CCGT_4,DomesticCoal_Anthracite,ESS1,FuelOilGas,ImportedCoal_Bituminous,ImportedCoal_SubBituminous,Nuclear,OCGT_1,OCGT_2,OCGT_3,SolarPV_1,WindFarm_1
sc01,y2030,2030-01-01T01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.025473225270000004,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.2,0.3017806
sc01,y2030,2030-01-01T03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.023539112869999997,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.2,0.2206943526039996
sc01,y2030,2030-01-01T05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.022567971080000002,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.11549223498899946,0.23333762500000005
sc01,y2030,2030-01-01T07:00:00+01:00,0.0,0.0,0.0,0.0,0.028234534999999998,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,4.7550000000000004e-05,0.20359250000000004
sc01,y2030,2030-01-01T09:00:00+01:00,0.0,0.0,0.0,0.0,0.07455156078099989,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.020518025000000002,0.16168017499999998
sc01,y2030,2030-01-01T11:00:00+01:00,0.0,0.0,0.0,0.0,0.15017608166700003,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.11781265000000002,0.13216512499999994
sc01,y2030,2030-01-01T13:00:00+01:00,0.0,0.0,0.0,0.0,0.15017608166700003,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.154219875,0.14227764999999995
sc01,y2030,2030-01-01T15:00:00+01:00,0.0,0.0,0.0,0.0,0.22278670727000016,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.13544620000000002,0.13836814999999997
sc01,y2030,2030-01-01T17:00:00+01:00,0.0,0.07569318885919354,0.0,0.0,0.28313573015503757,0.0,0.14667928328777025,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.04681800000000002,0.12911227499999994
sc01,y2030,2030-01-01T19:00:00+01:00,0.0,0.07569318885919354,0.0,0.0,0.28313573015503757,0.0,0.14668412100077022,0.0,0.0,0.0,1.5432000000000001,0.0409339704099992,0.0,0.0,4.0125000000021047e-05,0.13967294999999993
sc01,y2030,2030-01-01T21:00:00+01:00,0.0,0.007505718319193111,0.0,0.0,0.28313573015503757,0.0,0.14659235857477027,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.0,0.1593661499999999
sc01,y2030,2030-01-01T23:00:00+01:00,0.0,0.0,0.0,0.0,0.28313573015503757,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.0,0.17244827499999993
sc01,y2030,2030-01-02T01:00:00+01:00,0.0,0.0,0.0,0.0,0.28313573015503757,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.0,0.15797959999999991
sc01,y2030,2030-01-02T03:00:00+01:00,0.0,0.0,0.0,0.0,0.28313573015503757,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.0,0.1430423999999999
sc01,y2030,2030-01-02T05:00:00+01:00,0.0,0.0,0.0,0.0,0.28313573015503757,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.0,0.14835847499999988
sc01,y2030,2030-01-02T07:00:00+01:00,0.0,0.17735398751919346,0.0,0.0,0.4043475609998074,0.0,0.025553028724000115,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,4.882500000002105e-05,0.1576575249999999
sc01,y2030,2030-01-02T09:00:00+01:00,0.0,0.3828097003191936,0.0,0.0,0.4043475609998074,0.0,0.025773309968000313,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.02215620000000002,0.14486864999999988
sc01,y2030,2030-01-02T11:00:00+01:00,0.0,0.4044811760691933,0.0,0.0,0.4043475609998074,0.0,0.025846737456000413,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.11759642500000003,0.0993487499999999
sc01,y2030,2030-01-02T13:00:00+01:00,0.0,0.4044811760691933,0.0,0.0,0.4043475609998074,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.14854762500000002,0.06919307499999991
sc01,y2030,2030-01-02T15:00:00+01:00,0.0,0.4518030742591932,0.0,0.0,0.4043475609998074,0.0,0.025871626941000092,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.12331392500000005,0.0705765999999999
sc01,y2030,2030-01-02T17:00:00+01:00,0.0,0.5880317225391929,0.0,0.0,0.4043475609998074,0.0,0.026012647438000358,0.0,0.0,0.0,1.5432000000000001,0.06820401071000015,0.0,0.0,0.038995700000000036,0.0879571499999999
sc01,y2030,2030-01-02T19:00:00+01:00,0.0,0.5880317225391929,0.0,0.0,0.4043475609998074,0.0,0.025907594400000122,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,4.780000000003445e-05,0.09268234999999994
sc01,y2030,2030-01-02T21:00:00+01:00,0.0,0.38694255203919364,0.0,0.0,0.4043475609998074,0.0,0.02569727227700025,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.0,0.08875524999999994
sc01,y2030,2030-01-02T23:00:00+01:00,0.0,0.14793181296019292,0.0,0.0,0.4043475609998074,0.0,0.010538661108000169,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.0,0.09735494999999994
sc01,y2030,2030-01-03T01:00:00+01:00,0.0,0.14793181296019292,0.0,0.0,0.4043475609998074,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.0,0.0963839249999999
sc01,y2030,2030-01-03T03:00:00+01:00,0.0,0.14793181296019292,0.0,0.0,0.4043475609998074,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.0,0.11617574999999991
sc01,y2030,2030-01-03T05:00:00+01:00,0.0,0.14793181296019292,0.0,0.0,0.4043475609998074,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.0,0.13547314999999993
sc01,y2030,2030-01-03T07:00:00+01:00,0.0,0.3737330593191913,0.0,0.0,0.4043475609998074,0.0,0.025754280951000408,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,4.892500000003445e-05,0.1574992749999999
sc01,y2030,2030-01-03T09:00:00+01:00,0.0,0.4762542519071919,0.0,0.0,0.4043475609998074,0.0,0.025943639752000203,0.0,0.0,0.0,1.5432000000000001,0.04771201263199981,0.0,0.0,0.02222535000000004,0.1697144749999999
sc01,y2030,2030-01-03T11:00:00+01:00,0.0,0.4762542519071919,0.0,0.0,0.4043475609998074,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.12233947500000003,0.16480929999999988
sc01,y2030,2030-01-03T13:00:00+01:00,0.0,0.4762542519071919,0.0,0.0,0.4043475609998074,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.15411864999999997,0.15191779999999988
sc01,y2030,2030-01-03T15:00:00+01:00,0.0,0.4762542519071919,0.0,0.0,0.4043475609998074,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.13556797499999995,0.17489072499999986
sc01,y2030,2030-01-03T17:00:00+01:00,0.0,0.5118428812991919,0.0,0.0,0.4043475609998074,0.0,0.026106757912000345,0.0,0.0,0.0,1.5432000000000001,0.10935676488000079,0.0,0.0,0.048204949999999955,0.20554169999999986
sc01,y2030,2030-01-03T19:00:00+01:00,0.0,0.5118428812991919,0.0,0.0,0.4043475609998074,0.0,0.02598270530700042,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,5.2274999999950625e-05,0.24209984999999984
sc01,y2030,2030-01-03T21:00:00+01:00,0.0,0.07817547791175941,0.0,0.0,0.4043475609998074,0.0,0.02173745354343437,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.2,0.2548671749999998
sc01,y2030,2030-01-03T23:00:00+01:00,0.0,0.0,0.0,0.0,0.298052600450999,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.2,0.25479359999999984
sc01,y2030,2030-01-04T01:00:00+01:00,0.0,0.0,0.0,0.0,0.298052600450999,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.2,0.2544914249999999
sc01,y2030,2030-01-04T03:00:00+01:00,0.0,0.0,0.0,0.0,0.23693699090199938,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.2,0.25388277499999984
sc01,y2030,2030-01-04T05:00:00+01:00,0.0,0.0,0.0,0.0,0.298052600450999,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.2,0.25946682499999985
sc01,y2030,2030-01-04T07:00:00+01:00,0.0,0.304397470839192,0.0,0.0,0.38052337375680745,0.0,0.04960959687300015,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,4.827499999995062e-05,0.25718597499999984
sc01,y2030,2030-01-04T09:00:00+01:00,0.0,0.4780075485991911,0.0,0.0,0.38052337375680745,0.0,0.04979275218400003,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.02103234999999995,0.2411682499999998
sc01,y2030,2030-01-04T11:00:00+01:00,0.0,0.4780075485991911,0.0,0.0,0.38052337375680745,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.11813382499999994,0.2078597749999998
sc01,y2030,2030-01-04T13:00:00+01:00,0.0,0.4780075485991911,0.0,0.0,0.38052337375680745,0.0,0.0,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.15171799999999996,0.18784767499999983
sc01,y2030,2030-01-04T15:00:00+01:00,0.0,0.4780075485991911,0.0,0.0,0.38052337375680745,0.0,0.01674953170800053,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.13379734999999995,0.17446347499999987
sc01,y2030,2030-01-04T17:00:00+01:00,0.0,0.5655176606391895,0.0,0.0,0.38052337375680745,0.0,0.0499328528890004,0.0,0.0,0.0,1.5432000000000001,0.10044117568000133,0.0,0.0,0.04813932499999996,0.16270817499999984
sc01,y2030,2030-01-04T19:00:00+01:00,0.0,0.5655176606391895,0.0,0.0,0.38052337375680745,0.0,0.049804069298000186,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,6.194999999995648e-05,0.1856627249999999
sc01,y2030,2030-01-04T21:00:00+01:00,0.0,0.1597491287091909,0.0,0.0,0.38052337375680745,0.0,0.04957438441900042,0.0,0.0,0.0,1.5432000000000001,0.0,0.0,0.0,0.2,0.1675504499999999
