Scenario,Period,LoadLevel,CCGT1,CCGT2,CCGT3,CCGT4,CCGT5,CCGT6,CCGT7,CL_PSH1,CL_PSH2,Coal1,Coal2,Cogeneration1,Cogeneration2,Hydro1,Hydro2,Nuclear1,Nuclear2,OL_PSH1,OL_PSH2,SolarPV1,SolarPV2,SolarPV3,SolarPV4,SolarPV5,SolarPV6,Wind1,Wind2,Wind3,Wind4,Wind5
sc2015,y2030,2030-01-01T01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25928056330000004,0.26487654670000005,1.26,0.17118230210822383,1.0,1.0,0.512993637740737,0.9515682066510401,0.0,0.0,0.0,0.0,0.0,0.0,0.35652911220000005,0.35652911220000005,0.5124365521,0.5636802073,0.2818401036
sc2015,y2030,2030-01-01T03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25600387320000006,0.26152913670000005,1.26,0.0,1.0,1.0,1.0446812836000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3097799431,0.3097799431,0.44524433099999994,0.48976876419999993,0.2448843819999999
sc2015,y2030,2030-01-01T05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2543884507,0.2598788489000001,1.26,0.0,1.0,1.0,0.0,0.628294716440001,0.0,0.0,0.0,0.0,0.0,0.0,0.2771588779000001,0.2771588779000001,0.3983583241999999,0.43819415659999994,0.21909707839999992
sc2015,y2030,2030-01-01T07:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2548983803,0.2603997841000001,0.0,0.0,1.0,1.0,1.6,0.5007163837180005,0.000210114278,0.00023112570600000002,0.000210114278,0.00023112570600000002,0.000210114278,0.00023112570600000002,0.24338891260000003,0.24338891260000003,0.34982101299999996,0.38480311419999996,0.19240155716999993
sc2015,y2030,2030-01-01T09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25811577469999997,0.26368661870000015,1.26,0.0,1.0,1.0,0.6434494491500005,0.0,0.081227131908,0.089349845102,0.081227131908,0.089349845102,0.081227131908,0.089349845102,0.19585618422000006,0.19585618422000006,0.28150258809999995,0.30965284679999994,0.15482642343999992
sc2015,y2030,2030-01-01T11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2595057043,0.2651065468000001,0.0,0.0,1.0,1.0,0.0,0.44769064720000007,0.4663988695000001,0.5130387564999999,0.4663988695000001,0.5130387564999999,0.4663988695000001,0.5130387564999999,0.15676955267000003,0.15676955267000003,0.22532367269999998,0.24785603999999992,0.1239280200199999
sc2015,y2030,2030-01-01T13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2583440844999999,0.2639198561000001,0.0,0.0,1.0,1.0,0.4667645506,0.0,0.6105284563000002,0.6715813020000001,0.6105284563000002,0.6715813020000001,0.6105284563000002,0.6715813020000001,0.16830662256000006,0.16830662256000006,0.24190581479999995,0.2660963962999999,0.13304819813999996
sc2015,y2030,2030-01-01T15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2576423942999999,0.2632030216000001,0.0,0.0,1.0,1.0,0.0,0.4574871627000001,0.5362068892000001,0.589827578,0.5362068892000001,0.589827578,0.5362068892000001,0.589827578,0.16386485066000006,0.16386485066000006,0.23552169009999996,0.259073859,0.12953692951999995
sc2015,y2030,2030-01-01T17:00:00+01:00,0.0,0.0,0.64,0.16242059018038987,0.0,0.0,0.1965264865948967,0.0,0.0,0.0,0.0,0.25936323949999995,0.26496100720000004,0.0,0.0,1.0,1.0,1.013761151754713,0.0,0.18534395307000012,0.20387834849999997,0.18534395307000012,0.20387834849999997,0.18534395307000012,0.20387834849999997,0.1510154389700001,0.1510154389700001,0.21705332949999995,0.23875866240000004,0.11937933119999994
sc2015,y2030,2030-01-01T19:00:00+01:00,0.0,0.0,1.6400000000000001,0.4311568086105779,0.0,0.0,0.5035991218994227,0.0,0.0,0.0,0.0,0.2680280986,0.2738128777,1.26,0.0,1.0,1.0,0.0,0.7446810301640002,0.0001743859440000925,0.00019182453799997806,0.0001743859440000925,0.00019182453799997806,0.0001743859440000925,0.00019182453799997806,0.16321108331000012,0.16321108331000012,0.2345820354,0.258040239,0.12902011945999994
