Scenario,Period,LoadLevel,BrownLignite,CCGT_1,CCGT_2,CCGT_3,CCGT_4,DomesticCoal_Anthracite,ESS1,FuelOilGas,ImportedCoal_Bituminous,ImportedCoal_SubBituminous,Nuclear,OCGT_1,OCGT_2,OCGT_3,SolarPV_1,WindFarm_1
sc01,y2030,2030-01-01T01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,4.186322126944781,0.0,0.0,0.0,72.78839530591608,0.0,0.0,0.0,100.0,150.8903
sc01,y2030,2030-01-01T03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,3.868466125190109,0.0,0.0,0.0,153.83148507823375,0.0,0.0,0.0,100.0,131.4923375
sc01,y2030,2030-01-01T05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,3.7088666900661345,0.0,0.0,0.0,211.74929344546456,0.0,0.0,0.0,100.0,116.66881250000003
sc01,y2030,2030-01-01T07:00:00+01:00,0.0,0.0,0.0,0.0,-2.0116016704728734,0.0,0.0,0.0,0.0,0.0,191.7973826363786,0.0,0.0,0.0,0.023775,101.79625000000001
sc01,y2030,2030-01-01T09:00:00+01:00,0.0,0.0,0.0,0.0,-5.973645363241187,0.0,0.0,0.0,0.0,0.0,226.0068216366645,0.0,0.0,0.0,10.2590125,80.8400875
sc01,y2030,2030-01-01T11:00:00+01:00,0.0,0.0,0.0,0.0,-9.520865190041249,0.0,4.401296462286458,0.0,0.0,0.0,216.45905179808466,0.0,0.0,0.0,58.90632500000001,66.08256249999997
sc01,y2030,2030-01-01T13:00:00+01:00,0.0,0.0,0.0,0.0,-9.520865190041249,0.0,0.0,0.0,0.0,0.0,200.68612040684374,0.0,0.0,0.0,77.1099375,71.13882499999997
sc01,y2030,2030-01-01T15:00:00+01:00,0.0,0.0,0.0,0.0,-13.233308482187622,0.0,7.924812148393495,0.0,0.0,0.0,222.02547441148135,0.0,0.0,0.0,67.7231,69.18407499999998
sc01,y2030,2030-01-01T17:00:00+01:00,0.0,38.026624495085535,0.0,0.0,-10.99364341606146,0.0,16.4679195511442,0.0,0.0,0.0,253.612655556011,0.0,0.0,0.0,23.40900000000001,64.55613749999998
sc01,y2030,2030-01-01T19:00:00+01:00,0.0,38.026624495085535,0.0,0.0,1.1071213235548383,0.0,15.448916097755047,0.0,0.0,0.0,253.612655556011,7.739963241399694,0.0,0.0,0.020062500000010523,69.83647499999996
sc01,y2030,2030-01-01T21:00:00+01:00,0.0,27.248234301932793,0.0,0.0,-5.782059848920884,0.0,16.014425141607543,0.0,0.0,0.0,253.612655556011,0.0,0.0,0.0,0.0,79.68307499999995
sc01,y2030,2030-01-01T23:00:00+01:00,0.0,11.334932773167994,0.0,0.0,-12.029186714182183,0.0,0.0,0.0,0.0,0.0,253.612655556011,0.0,0.0,0.0,0.0,86.22413749999997
sc01,y2030,2030-01-02T01:00:00+01:00,0.0,11.334932773167994,0.0,0.0,-13.233308482187622,0.0,0.0,0.0,0.0,0.0,237.76644877823537,0.0,0.0,0.0,0.0,78.98979999999996
sc01,y2030,2030-01-02T03:00:00+01:00,0.0,11.334932773167994,0.0,0.0,-13.233308482187622,0.0,0.0,0.0,0.0,0.0,237.47973323145112,0.0,0.0,0.0,0.0,71.52119999999995
sc01,y2030,2030-01-02T05:00:00+01:00,0.0,11.334932773167994,0.0,0.0,2.3878591365470436,0.0,0.0,0.0,0.0,0.0,253.612655556011,0.0,0.0,0.0,0.0,74.17923749999994
sc01,y2030,2030-01-02T07:00:00+01:00,0.0,55.287910941033026,0.0,0.0,1.347952566947308,0.0,10.054947545691736,0.0,0.0,0.0,253.612655556011,0.0,0.0,0.0,0.024412500000010523,78.82876249999995
sc01,y2030,2030-01-02T09:00:00+01:00,0.0,88.96382212302301,0.0,0.0,-0.4427284018722055,0.0,10.242059624606364,0.0,0.0,0.0,253.612655556011,0.0,0.0,0.0,11.078100000000012,72.43432499999994
sc01,y2030,2030-01-02T11:00:00+01:00,0.0,91.21990840895123,0.0,0.0,-15.783601339496634,0.0,11.580647064297997,0.0,0.0,0.0,252.6169125081197,0.0,0.0,0.0,58.79821250000002,49.67437499999995
sc01,y2030,2030-01-02T13:00:00+01:00,0.0,91.21990840895123,0.0,0.0,-15.783601339496634,0.0,7.272335693946738,0.0,0.0,0.0,251.8668826237167,0.0,0.0,0.0,74.2738125,34.596537499999954
sc01,y2030,2030-01-02T15:00:00+01:00,0.0,99.6261745584257,0.0,0.0,-8.838333644320183,0.0,10.965761410284866,0.0,0.0,0.0,253.612655556011,0.0,0.0,0.0,61.65696250000002,35.28829999999995
sc01,y2030,2030-01-02T17:00:00+01:00,0.0,124.99172272522641,0.0,0.0,15.207580290514056,0.0,8.962454606240344,0.0,0.0,0.0,253.612655556011,10.356057222271286,0.0,0.0,19.497850000000017,43.97857499999995
sc01,y2030,2030-01-02T19:00:00+01:00,0.0,124.99172272522641,0.0,0.0,36.40771827974809,0.0,8.04674459919956,0.0,0.0,0.0,243.07332574591257,0.0,0.0,0.0,0.023900000000017223,46.34117499999997
sc01,y2030,2030-01-02T21:00:00+01:00,0.0,91.80892504104776,0.0,0.0,25.461483555506483,0.0,8.046471961512855,0.0,0.0,0.0,253.612655556011,0.0,0.0,0.0,0.0,44.377624999999966
sc01,y2030,2030-01-02T23:00:00+01:00,0.0,49.633520347941996,0.0,0.0,21.034616278141627,0.0,8.378198779638579,0.0,0.0,0.0,253.612655556011,0.0,0.0,0.0,0.0,48.67747499999997
sc01,y2030,2030-01-03T01:00:00+01:00,0.0,49.633520347941996,0.0,0.0,0.6317640510461464,0.0,0.0,0.0,0.0,0.0,253.612655556011,0.0,0.0,0.0,0.0,48.191962499999946
