Scenario,Period,LoadLevel,BrownLignite,CCGT_1,CCGT_2,CCGT_3,CCGT_4,DomesticCoal_Anthracite,ESS1,FuelOilGas,ImportedCoal_Bituminous,ImportedCoal_SubBituminous,Nuclear,OCGT_1,OCGT_2,OCGT_3,SolarPV_1,WindFarm_1
sc01,y2030,2030-01-01T01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,12.736612635000002,0.0,0.0,0.0,771.6,0.0,0.0,0.0,100.0,150.8903
sc01,y2030,2030-01-01T03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,11.769556434999998,0.0,0.0,0.0,771.6,0.0,0.0,0.0,100.0,110.34717630199981
sc01,y2030,2030-01-01T05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,11.283985540000002,0.0,0.0,0.0,771.6,0.0,0.0,0.0,57.746117494499735,116.66881250000003
sc01,y2030,2030-01-01T07:00:00+01:00,0.0,0.0,0.0,0.0,14.117267499999999,0.0,0.0,0.0,0.0,0.0,771.6,0.0,0.0,0.0,0.023775,101.79625000000001
sc01,y2030,2030-01-01T09:00:00+01:00,0.0,0.0,0.0,0.0,37.275780390499946,0.0,0.0,0.0,0.0,0.0,771.6,0.0,0.0,0.0,10.2590125,80.8400875
sc01,y2030,2030-01-01T11:00:00+01:00,0.0,0.0,0.0,0.0,75.08804083350002,0.0,0.0,0.0,0.0,0.0,771.6,0.0,0.0,0.0,58.90632500000001,66.08256249999997
sc01,y2030,2030-01-01T13:00:00+01:00,0.0,0.0,0.0,0.0,75.08804083350002,0.0,0.0,0.0,0.0,0.0,771.6,0.0,0.0,0.0,77.1099375,71.13882499999997
sc01,y2030,2030-01-01T15:00:00+01:00,0.0,0.0,0.0,0.0,111.39335363500008,0.0,0.0,0.0,0.0,0.0,771.6,0.0,0.0,0.0,67.7231,69.18407499999998
sc01,y2030,2030-01-01T17:00:00+01:00,0.0,37.84659442959677,0.0,0.0,141.56786507751877,0.0,73.33964164388512,0.0,0.0,0.0,771.6,0.0,0.0,0.0,23.40900000000001,64.55613749999998
sc01,y2030,2030-01-01T19:00:00+01:00,0.0,37.84659442959677,0.0,0.0,141.56786507751877,0.0,73.3420605003851,0.0,0.0,0.0,771.6,20.466985204999602,0.0,0.0,0.020062500000010523,69.83647499999996
