Scenario,Period,LoadLevel,Coal,ESS,Gas,Nuclear,Oil,RES
sc01,y2030,2030-01-01T01:00:00+01:00,0.0,12.736612635,0.0,771.6,0.0,250.8903
sc01,y2030,2030-01-01T03:00:00+01:00,0.0,11.769556434999998,0.0,771.6,0.0,231.4923375
sc01,y2030,2030-01-01T05:00:00+01:00,0.0,11.283985540000002,0.0,771.6,0.0,206.31112816995795
sc01,y2030,2030-01-01T07:00:00+01:00,0.0,0.0,14.117267499999999,771.6,0.0,101.82002500000002
sc01,y2030,2030-01-01T09:00:00+01:00,0.0,0.0,41.92258874153012,771.6,0.0,91.09909999999999
sc01,y2030,2030-01-01T11:00:00+01:00,0.0,13.390658060241034,66.8167076475197,771.6,0.0,124.98888749999998
sc01,y2030,2030-01-01T13:00:00+01:00,0.0,0.0,66.8167076475197,771.6,0.0,148.24876249999997
sc01,y2030,2030-01-01T15:00:00+01:00,0.0,24.110725232913133,92.87035226469207,771.6,0.0,136.907175
sc01,y2030,2030-01-01T17:00:00+01:00,0.0,50.10257353997292,208.56388260560175,771.6,0.0,87.96513749999998
sc01,y2030,2030-01-01T19:00:00+01:00,0.0,47.002321847440896,232.1122170685286,771.6,0.0,69.85653749999997
sc01,y2030,2030-01-01T21:00:00+01:00,0.0,48.722846311332376,175.77133187581404,771.6,0.0,79.68307499999995
sc01,y2030,2030-01-01T23:00:00+01:00,0.0,0.0,127.35614757566327,771.6,0.0,86.22413749999997
sc01,y2030,2030-01-02T01:00:00+01:00,0.0,0.0,127.35614757566327,771.6,0.0,78.98979999999996
sc01,y2030,2030-01-02T03:00:00+01:00,0.0,0.0,127.35614757566327,771.6,0.0,71.52119999999995
sc01,y2030,2030-01-02T05:00:00+01:00,0.0,0.0,145.25390884641507,771.6,0.0,74.17923749999994
sc01,y2030,2030-01-02T07:00:00+01:00,0.0,30.591523554873564,278.97798456327007,771.6,0.0,78.85317499999996
sc01,y2030,2030-01-02T09:00:00+01:00,0.0,31.16079987814698,381.43475278351684,771.6,0.0,83.51242499999995
sc01,y2030,2030-01-02T11:00:00+01:00,0.0,35.23336505121244,388.2987484875393,771.6,0.0,108.47258749999997
sc01,y2030,2030-01-02T13:00:00+01:00,0.0,22.125608081928025,388.2987484875393,771.6,0.0,108.87034999999996
sc01,y2030,2030-01-02T15:00:00+01:00,0.0,33.362615464223666,413.87426618682053,771.6,0.0,96.94526249999997
sc01,y2030,2030-01-02T17:00:00+01:00,0.0,27.267684883524122,522.5549259030339,771.6,0.0,63.47642499999996
sc01,y2030,2030-01-02T19:00:00+01:00,0.0,24.481696779406725,491.04729575269323,771.6,0.0,46.36507499999999
sc01,y2030,2030-01-02T21:00:00+01:00,0.0,24.48086729698756,390.0907932588434,771.6,0.0,44.377624999999966
sc01,y2030,2030-01-02T23:00:00+01:00,0.0,25.490124553115614,261.7748691585441,771.6,0.0,48.67747499999997
sc01,y2030,2030-01-03T01:00:00+01:00,0.0,0.0,261.7748691585441,771.6,0.0,48.191962499999946
sc01,y2030,2030-01-03T03:00:00+01:00,0.0,0.0,261.7748691585441,771.6,0.0,58.087874999999954
sc01,y2030,2030-01-03T05:00:00+01:00,0.0,0.0,261.7748691585441,771.6,0.0,67.73657499999996
sc01,y2030,2030-01-03T07:00:00+01:00,0.0,30.364888897483976,377.6654051800403,771.6,0.0,78.77409999999996
sc01,y2030,2030-01-03T09:00:00+01:00,0.0,33.080735318949614,450.3719924802963,771.6,0.0,95.96991249999996
sc01,y2030,2030-01-03T11:00:00+01:00,0.0,5.734214240295144,440.46865527782967,771.6,0.0,143.57438749999997
sc01,y2030,2030-01-03T13:00:00+01:00,0.0,0.0,440.46865527782967,771.6,0.0,153.01822499999992
sc01,y2030,2030-01-03T15:00:00+01:00,0.0,0.0,440.46865527782967,771.6,0.0,155.2293499999999
sc01,y2030,2030-01-03T17:00:00+01:00,0.0,37.64617970416045,494.7070767152456,771.6,0.0,126.87332499999991
sc01,y2030,2030-01-03T19:00:00+01:00,0.0,36.95915185247977,440.46865527782967,771.6,0.0,121.07606249999989
sc01,y2030,2030-01-03T21:00:00+01:00,0.0,51.41781338473646,207.0405398812711,771.6,0.0,227.43358749999987
sc01,y2030,2030-01-03T23:00:00+01:00,0.0,17.29644028052487,110.76811353544389,771.6,0.0,227.39679999999993
sc01,y2030,2030-01-04T01:00:00+01:00,0.0,0.0,110.76811353544389,771.6,0.0,227.24571249999994
sc01,y2030,2030-01-04T03:00:00+01:00,0.0,0.0,110.76811353544389,771.6,0.0,226.9413874999999
sc01,y2030,2030-01-04T05:00:00+01:00,0.0,0.0,110.76811353544389,771.6,0.0,229.73341249999993
sc01,y2030,2030-01-04T07:00:00+01:00,0.0,38.28529337491387,335.11037513254394,771.6,0.0,128.6171249999999
sc01,y2030,2030-01-04T09:00:00+01:00,0.0,38.470792028479806,422.0073850591511,771.6,0.0,131.1002999999999
sc01,y2030,2030-01-04T11:00:00+01:00,0.0,13.220467722218821,422.0073850591511,771.6,0.0,162.9967999999999
sc01,y2030,2030-01-04T13:00:00+01:00,0.0,0.0,422.0073850591511,771.6,0.0,169.7828374999999
sc01,y2030,2030-01-04T15:00:00+01:00,0.0,21.708301616869115,422.0073850591511,771.6,0.0,154.13041249999992
sc01,y2030,2030-01-04T17:00:00+01:00,0.0,34.41393920310372,520.3773125151363,771.6,0.0,105.4237499999999
