Scenario,Period,LoadLevel,BrownLignite,CCGT_1,CCGT_2,CCGT_3,CCGT_4,DomesticCoal_Anthracite,FuelOilGas,ImportedCoal_Bituminous,ImportedCoal_SubBituminous,Nuclear,OCGT_1,OCGT_2,OCGT_3
sc01,y2030,2030-01-01T01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T07:00:00+01:00,0.0,0.0,0.0,0.0,0.021149464419475652,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T09:00:00+01:00,0.0,0.0,0.0,0.0,0.05584386575355797,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T11:00:00+01:00,0.0,0.0,0.0,0.0,0.11249144694157305,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T13:00:00+01:00,0.0,0.0,0.0,0.0,0.11249144694157305,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T15:00:00+01:00,0.0,0.0,0.0,0.0,0.1668814286666668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T17:00:00+01:00,0.0,0.07569318885919354,0.0,0.0,0.2120866892547098,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T19:00:00+01:00,0.0,0.07569318885919354,0.0,0.0,0.2120866892547098,0.0,0.0,0.0,0.0,1.0,0.051167463012499,0.0,0.0
sc01,y2030,2030-01-01T21:00:00+01:00,0.0,0.007505718319193111,0.0,0.0,0.2120866892547098,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T23:00:00+01:00,0.0,0.0,0.0,0.0,0.2120866892547098,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T01:00:00+01:00,0.0,0.0,0.0,0.0,0.2120866892547098,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T03:00:00+01:00,0.0,0.0,0.0,0.0,0.2120866892547098,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T05:00:00+01:00,0.0,0.0,0.0,0.0,0.2120866892547098,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T07:00:00+01:00,0.0,0.17735398751919346,0.0,0.0,0.30288206816464974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T09:00:00+01:00,0.0,0.3828097003191936,0.0,0.0,0.30288206816464974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T11:00:00+01:00,0.0,0.4044811760691933,0.0,0.0,0.30288206816464974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T13:00:00+01:00,0.0,0.4044811760691933,0.0,0.0,0.30288206816464974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T15:00:00+01:00,0.0,0.4518030742591932,0.0,0.0,0.30288206816464974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T17:00:00+01:00,0.0,0.5880317225391929,0.0,0.0,0.30288206816464974,0.0,0.0,0.0,0.0,1.0,0.08525501338750019,0.0,0.0
sc01,y2030,2030-01-02T19:00:00+01:00,0.0,0.5880317225391929,0.0,0.0,0.30288206816464974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T21:00:00+01:00,0.0,0.38694255203919364,0.0,0.0,0.30288206816464974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T23:00:00+01:00,0.0,0.14793181296019292,0.0,0.0,0.30288206816464974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T01:00:00+01:00,0.0,0.14793181296019292,0.0,0.0,0.30288206816464974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T03:00:00+01:00,0.0,0.14793181296019292,0.0,0.0,0.30288206816464974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T05:00:00+01:00,0.0,0.14793181296019292,0.0,0.0,0.30288206816464974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T07:00:00+01:00,0.0,0.3737330593191913,0.0,0.0,0.30288206816464974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T09:00:00+01:00,0.0,0.4762542519071919,0.0,0.0,0.30288206816464974,0.0,0.0,0.0,0.0,1.0,0.059640015789999765,0.0,0.0
sc01,y2030,2030-01-03T11:00:00+01:00,0.0,0.4762542519071919,0.0,0.0,0.30288206816464974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T13:00:00+01:00,0.0,0.4762542519071919,0.0,0.0,0.30288206816464974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T15:00:00+01:00,0.0,0.4762542519071919,0.0,0.0,0.30288206816464974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T17:00:00+01:00,0.0,0.5118428812991919,0.0,0.0,0.30288206816464974,0.0,0.0,0.0,0.0,1.0,0.136695956100001,0.0,0.0
sc01,y2030,2030-01-03T19:00:00+01:00,0.0,0.5118428812991919,0.0,0.0,0.30288206816464974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T21:00:00+01:00,0.0,0.07817547791175941,0.0,0.0,0.30288206816464974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T23:00:00+01:00,0.0,0.0,0.0,0.0,0.2232603748696622,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T01:00:00+01:00,0.0,0.0,0.0,0.0,0.2232603748696622,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T03:00:00+01:00,0.0,0.0,0.0,0.0,0.2232603748696622,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T05:00:00+01:00,0.0,0.0,0.0,0.0,0.2232603748696622,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T07:00:00+01:00,0.0,0.304397470839192,0.0,0.0,0.2850362350238258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T09:00:00+01:00,0.0,0.4780075485991911,0.0,0.0,0.2850362350238258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T11:00:00+01:00,0.0,0.4780075485991911,0.0,0.0,0.2850362350238258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T13:00:00+01:00,0.0,0.4780075485991911,0.0,0.0,0.2850362350238258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T15:00:00+01:00,0.0,0.4780075485991911,0.0,0.0,0.2850362350238258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T17:00:00+01:00,0.0,0.5655176606391895,0.0,0.0,0.2850362350238258,0.0,0.0,0.0,0.0,1.0,0.12555146960000166,0.0,0.0
sc01,y2030,2030-01-04T19:00:00+01:00,0.0,0.5655176606391895,0.0,0.0,0.2850362350238258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T21:00:00+01:00,0.0,0.1597491287091909,0.0,0.0,0.2850362350238258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T23:00:00+01:00,0.0,0.010400186879190976,0.0,0.0,0.2850362350238258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T01:00:00+01:00,0.0,0.010400186879190976,0.0,0.0,0.2850362350238258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T03:00:00+01:00,0.0,0.010400186879190976,0.0,0.0,0.2850362350238258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T05:00:00+01:00,0.0,0.010400186879190976,0.0,0.0,0.2850362350238258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T07:00:00+01:00,0.0,0.49579973876919164,0.0,0.0,0.2850362350238258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T09:00:00+01:00,0.0,0.5832840108191917,0.0,0.0,0.2850362350238258,0.0,0.0,0.0,0.0,1.0,0.06205615706836656,0.0,0.003945384131633159
sc01,y2030,2030-01-05T11:00:00+01:00,0.0,0.5832840108191917,0.0,0.0,0.2850362350238258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T13:00:00+01:00,0.0,0.5832840108191917,0.0,0.0,0.2850362350238258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T15:00:00+01:00,0.0,0.5832840108191917,0.0,0.0,0.2850362350238258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T17:00:00+01:00,0.0,0.5832840108191917,0.0,0.0,0.2850362350238258,0.0,0.0,0.0,0.0,1.0,0.11459487626396161,0.0,0.022762371948538158
sc01,y2030,2030-01-05T19:00:00+01:00,0.0,0.5832840108191917,0.0,0.0,0.2850362350238258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T21:00:00+01:00,0.0,0.16971832290919153,0.0,0.0,0.2850362350238258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T23:00:00+01:00,0.0,0.0,0.0,0.0,0.26880049822397006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T01:00:00+01:00,0.0,0.0,0.0,0.0,0.18546713579250937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T03:00:00+01:00,0.0,0.0,0.0,0.0,0.18546713579250937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T05:00:00+01:00,0.0,0.0,0.0,0.0,0.18546713579250937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T07:00:00+01:00,0.0,0.0,0.0,0.0,0.18546713579250937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T09:00:00+01:00,0.0,0.09646650090919204,0.0,0.0,0.18546713579250937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T11:00:00+01:00,0.0,0.15591493539919177,0.0,0.0,0.18546713579250937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T13:00:00+01:00,0.0,0.15591493539919177,0.0,0.0,0.18546713579250937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T15:00:00+01:00,0.0,0.15591493539919177,0.0,0.0,0.18546713579250937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T17:00:00+01:00,0.0,0.35157323441919197,0.0,0.0,0.18546713579250937,0.0,0.0,0.0,0.0,1.0,0.0421892573000017,0.0,0.0
sc01,y2030,2030-01-06T19:00:00+01:00,0.0,0.35157323441919197,0.0,0.0,0.18546713579250937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T21:00:00+01:00,0.0,0.0,0.0,0.0,0.18546713579250937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-06T23:00:00+01:00,0.0,0.0,0.0,0.0,0.17116343810112314,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T01:00:00+01:00,0.0,0.0,0.0,0.0,0.17116343810112314,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T03:00:00+01:00,0.0,0.0,0.0,0.0,0.17116343810112314,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T05:00:00+01:00,0.0,0.0,0.0,0.0,0.17116343810112314,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T07:00:00+01:00,0.0,0.0,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T09:00:00+01:00,0.0,0.030265418839191593,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T11:00:00+01:00,0.0,0.11252724364919181,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T13:00:00+01:00,0.0,0.11252724364919181,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T15:00:00+01:00,0.0,0.11252724364919181,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T17:00:00+01:00,0.0,0.38687033826919115,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T19:00:00+01:00,0.0,0.38687033826919115,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.005515703525000443,0.0,0.0
sc01,y2030,2030-01-07T21:00:00+01:00,0.0,0.05617991082919188,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-07T23:00:00+01:00,0.0,0.0,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-08T01:00:00+01:00,0.0,0.0,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-08T03:00:00+01:00,0.0,0.0,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-08T05:00:00+01:00,0.0,0.0,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-08T07:00:00+01:00,0.0,0.5309046677891925,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-08T09:00:00+01:00,0.0,0.6578341034212343,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.007858706697446548
sc01,y2030,2030-01-08T11:00:00+01:00,0.0,0.6578341034212343,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-08T13:00:00+01:00,0.0,0.6578341034212343,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-08T15:00:00+01:00,0.0,0.6578341034212343,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-08T17:00:00+01:00,0.0,0.6578341034212343,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.08693864720828406,0.0,0.034997050339164205
sc01,y2030,2030-01-08T19:00:00+01:00,0.0,0.6185807318391925,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-08T21:00:00+01:00,0.0,0.10797587469919331,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-08T23:00:00+01:00,0.0,0.0,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T01:00:00+01:00,0.0,0.0,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T03:00:00+01:00,0.0,0.0,0.0,0.0,0.22532598072209745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T05:00:00+01:00,0.0,0.0,0.0,0.0,0.22564784674902283,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T07:00:00+01:00,0.0,0.4774795394691931,0.0,0.0,0.22564784674902283,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T09:00:00+01:00,0.0,0.5837357715391924,0.0,0.0,0.22564784674902283,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T11:00:00+01:00,0.0,0.5837357715391924,0.0,0.0,0.22564784674902283,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T13:00:00+01:00,0.0,0.5837357715391924,0.0,0.0,0.22564784674902283,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T15:00:00+01:00,0.0,0.5837357715391924,0.0,0.0,0.22564784674902283,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T17:00:00+01:00,0.0,0.5837357715391924,0.0,0.0,0.22564784674902283,0.0,0.0,0.0,0.0,1.0,0.11762224079999911,0.0,0.0
sc01,y2030,2030-01-09T19:00:00+01:00,0.0,0.5823525276091925,0.0,0.0,0.22564784674902283,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T21:00:00+01:00,0.0,0.1096455902491914,0.0,0.0,0.22564784674902283,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-09T23:00:00+01:00,0.0,0.0,0.0,0.0,0.22564784674902283,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-10T01:00:00+01:00,0.0,0.0,0.0,0.0,0.22564784674902283,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-10T03:00:00+01:00,0.0,0.0,0.0,0.0,0.22564784674902283,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
