Scenario,Period,LoadLevel,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9
sc01,y2030,2030-01-02T19:00:00+01:00,0,-0.1325525541790034,-0.1418702804341349,-0.1590968779569665,-0.38753358939696647,-0.10719999999999999,-0.17719274326854495,-0.16946487893424164,-0.19490906756055915
sc01,y2030,2030-01-02T21:00:00+01:00,0,-0.14759752413888708,-0.1456071987439314,-0.14920436334311482,-0.3599740163881149,-0.10719999999999999,-0.1708977475124672,-0.1631796618007787,-0.18533327889147952
sc01,y2030,2030-01-02T23:00:00+01:00,0,-0.16344432716775453,-0.14766341534167443,-0.13374811577968634,-0.32338267596468634,-0.10570929970789998,-0.1615566764566679,-0.15363717519584658,-0.1713747773949985
sc01,y2030,2030-01-03T01:00:00+01:00,0,-0.14106190810459696,-0.12544170839062532,-0.10720561873569555,-0.28311698863569545,-0.09095442084859781,-0.1412965360844125,-0.13297428674162226,-0.14723260757734424
sc01,y2030,2030-01-03T03:00:00+01:00,0,-0.1352621648672954,-0.1200492728517189,-0.10161595939043826,-0.2728567692354382,-0.08728049214010267,-0.13606335420315302,-0.1278136408451866,-0.14135943764376213
sc01,y2030,2030-01-03T05:00:00+01:00,0,-0.15231619581878353,-0.13550143669772524,-0.11662850107164917,-0.3028350251416491,-0.09791850919889994,-0.15143303462006233,-0.14277449822083724,-0.15820651458308083
sc01,y2030,2030-01-03T07:00:00+01:00,0,-0.1496611650655559,-0.14518483418760156,-0.14371659910901233,-0.35927498078401215,-0.10719999999999999,-0.17137865629510185,-0.16284100295850307,-0.18404847950865585
sc01,y2030,2030-01-03T09:00:00+01:00,0,-0.13891042380880003,-0.14208910097127886,-0.14890584694647596,-0.3803703678214758,-0.10719999999999999,-0.17648862604322138,-0.167570443185369,-0.19090412942920112
sc01,y2030,2030-01-03T11:00:00+01:00,0,-0.14007073283973373,-0.13811527041421284,-0.13500656889835544,-0.36832608672835526,-0.10460342769519997,-0.1727018032736733,-0.16254845418598884,-0.18345082832319887
sc01,y2030,2030-01-03T13:00:00+01:00,0,-0.13117504418064072,-0.1286866508260501,-0.12235526070577411,-0.3520397742957739,-0.09849545888820002,-0.16462244403383616,-0.15402031183759357,-0.17323136070204773
sc01,y2030,2030-01-03T15:00:00+01:00,0,-0.13753641162257668,-0.1349748214839381,-0.12980203504765556,-0.3634707397576553,-0.10267774140219997,-0.17037938092426833,-0.1598784013923139,-0.18006407957591644
sc01,y2030,2030-01-03T17:00:00+01:00,0,-0.13256822801758478,-0.13970301179265232,-0.1494936795324752,-0.39466012591747496,-0.10719999999999999,-0.18030812884187128,-0.17067391798311882,-0.19496565224342574
sc01,y2030,2030-01-03T19:00:00+01:00,0,-0.140603124262893,-0.14182645926994164,-0.14477477801080738,-0.37952080557580714,-0.10719999999999999,-0.17676259027387112,-0.16724573913645183,-0.18984770424175848
sc01,y2030,2030-01-03T21:00:00+01:00,0,-0.17643246370486357,-0.14778416183027523,-0.10821852374535741,-0.3235827902053572,-0.10719999999999999,-0.16600108326780366,-0.15392459914633935,-0.1671333098335448
sc01,y2030,2030-01-03T23:00:00+01:00,0,-0.1675060065559714,-0.13668415081717278,-0.09430641796706661,-0.2872919740170664,-0.09832435360770295,-0.15027576558260752,-0.13896109831254388,-0.14968788871690072
sc01,y2030,2030-01-04T01:00:00+01:00,0,-0.15257328846649607,-0.12361446472047166,-0.08278306644732787,-0.2612610358373276,-0.08919764238119542,-0.1368388315881153,-0.12610486977272856,-0.13541807495060837
sc01,y2030,2030-01-04T03:00:00+01:00,0,-0.16441929987974635,-0.13950099672643212,-0.11136310518863062,-0.2845287407686304,-0.09869191232416542,-0.14774930452133525,-0.13922431941278174,-0.15251165959653643
sc01,y2030,2030-01-04T05:00:00+01:00,0,-0.16207182134095147,-0.1318519580351932,-0.08984528034717709,-0.27778297847717687,-0.09497200205529596,-0.1453824562328282,-0.13424235470451626,-0.14441544466181452
sc01,y2030,2030-01-04T07:00:00+01:00,0,-0.15642237275685225,-0.14549597695537037,-0.1332256325282092,-0.3513988231832089,-0.10719999999999999,-0.17051707983973144,-0.16078246861955234,-0.17978706662664942
sc01,y2030,2030-01-04T09:00:00+01:00,0,-0.1434572150812942,-0.14225487151214367,-0.14165880650034582,-0.3752170432303455,-0.10719999999999999,-0.1759717336735519,-0.16621045212258648,-0.18803973803591434
sc01,y2030,2030-01-04T11:00:00+01:00,0,-0.13695684334248603,-0.1340983506367294,-0.12795208256357618,-0.3627152586585758,-0.10221929032999998,-0.17001025266778647,-0.1593082332396441,-0.17924678505482378
sc01,y2030,2030-01-04T13:00:00+01:00,0,-0.12906663667156745,-0.12581604620687187,-0.11701465261727244,-0.3483080212872721,-0.096834627771,-0.16284777207019088,-0.15178668525631817,-0.17026674654660448
sc01,y2030,2030-01-04T15:00:00+01:00,0,-0.13920092257066055,-0.1368054660162847,-0.1323010502967289,-0.3669796030067286,-0.10389434424300002,-0.17206334887630936,-0.16163350608518226,-0.18216858843564626
sc01,y2030,2030-01-04T17:00:00+01:00,0,-0.12853763894029424,-0.13929468102839368,-0.15476309298472085,-0.40008978896972053,-0.10719999999999999,-0.18114218027420811,-0.1720258490236802,-0.19751285921449238
sc01,y2030,2030-01-04T19:00:00+01:00,0,-0.13569208076885833,-0.14138498713138067,-0.15144293053590183,-0.3859518049259014,-0.10719999999999999,-0.17769823126313525,-0.1688616058252254,-0.19294961253542828
sc01,y2030,2030-01-04T21:00:00+01:00,0,-0.16900700540870114,-0.14708948109660586,-0.1181806338019519,-0.3333959783769515,-0.10719999999999999,-0.16745484514629277,-0.15638299321048796,-0.17182420345542712
sc01,y2030,2030-01-04T23:00:00+01:00,0,-0.17300188631157695,-0.14412547283537133,-0.10720952350170795,-0.3006709110617075,-0.10303444400235615,-0.15634438736825895,-0.1458221144721941,-0.15842101062954825
sc01,y2030,2030-01-05T01:00:00+01:00,0,-0.16067455430459524,-0.13410783529924447,-0.10041506271089025,-0.27954776772088985,-0.095815337967568,-0.14528697080056632,-0.13561741531589858,-0.14744829765539608
sc01,y2030,2030-01-05T03:00:00+01:00,0,-0.15591141097706693,-0.13012339211926455,-0.09738911168177951,-0.2713320710117791,-0.09297949673664184,-0.1410093341569125,-0.13161423545042628,-0.14308956823783225
sc01,y2030,2030-01-05T05:00:00+01:00,0,-0.17101760580332906,-0.1434980304897047,-0.10958569111175136,-0.297738045116751,-0.10227477940399998,-0.1546093339861627,-0.14470085752093786,-0.1576853518461819
sc01,y2030,2030-01-05T07:00:00+01:00,0,-0.1390393189423872,-0.14384124984455643,-0.15642119868280221,-0.3744654099628019,-0.10719999999999999,-0.17396129090992032,-0.16655352978320057,-0.19076935686308108
sc01,y2030,2030-01-05T09:00:00+01:00,0,-0.12930583823989752,-0.1409661460909036,-0.1608,-0.3938029596999997,-0.10719999999999999,-0.17869169886175,-0.17087593625625003,-0.19697852534887503
sc01,y2030,2030-01-05T11:00:00+01:00,0,-0.13142028193386382,-0.13843211450189064,-0.14987970984434423,-0.3832347636643439,-0.10538222896699992,-0.17560443271960158,-0.16685850812133607,-0.19093425036573858
sc01,y2030,2030-01-05T13:00:00+01:00,0,-0.11812942963652663,-0.12444384298980053,-0.13132576510592425,-0.3589486170659239,-0.09629681287599993,-0.16353773593898865,-0.15416910084098098,-0.17576895661896394
sc01,y2030,2030-01-05T15:00:00+01:00,0,-0.1229523236746604,-0.1295069343462846,-0.13801313380922883,-0.3677553005542285,-0.09958840680299996,-0.1679158309141843,-0.1587669310883072,-0.18125856275208369
sc01,y2030,2030-01-05T17:00:00+01:00,0,-0.12662078367306018,-0.1398996367824096,-0.1608,-0.4000383499799997,-0.10719999999999999,-0.180389729236,-0.17222137016000003,-0.19869975285950003
sc01,y2030,2030-01-05T19:00:00+01:00,0,-0.13277947974686397,-0.14203818109489075,-0.1594404703398444,-0.3867503272048442,-0.10719999999999999,-0.17693741550997666,-0.16930763134996113,-0.19476121515942613
sc01,y2030,2030-01-05T21:00:00+01:00,0,-0.16699153200916628,-0.14769270876241983,-0.12438297712735896,-0.3334501587373587,-0.10719999999999999,-0.16671092012910385,-0.15660696650183975,-0.1730731673889955
sc01,y2030,2030-01-05T23:00:00+01:00,0,-0.17159823128108861,-0.14275105890924164,-0.10621853180729407,-0.29560442101729384,-0.10184061965688472,-0.15407114237694616,-0.14379961247698708,-0.1561985244255792
sc01,y2030,2030-01-06T01:00:00+01:00,0,-0.1545368382514615,-0.12737006557730002,-0.09147370332310557,-0.26565014604310533,-0.09122980597701032,-0.1386983682831746,-0.12887349488728417,-0.13942561275803061
sc01,y2030,2030-01-06T03:00:00+01:00,0,-0.1438595254750742,-0.11772159254390059,-0.08216588278716248,-0.24689343955716225,-0.0845800702766391,-0.12907678573734263,-0.11952041586114497,-0.12890500053520026
sc01,y2030,2030-01-06T05:00:00+01:00,0,-0.1599018402533595,-0.1370004908667348,-0.1129964443005899,-0.2773432021555896,-0.09652453970885924,-0.14375046927804389,-0.1361042418821669,-0.1497152473397438
sc01,y2030,2030-01-06T07:00:00+01:00,0,-0.16510183293806382,-0.13915914353094266,-0.10858137484828276,-0.2852730376532825,-0.0987254210208922,-0.14832074012100085,-0.13931484266773983,-0.1521812601699027
sc01,y2030,2030-01-06T09:00:00+01:00,0,-0.17076626788335225,-0.15011334958724537,-0.1284536119897717,-0.32164799879477146,-0.10719999999999999,-0.1629990131994658,-0.15419969181244297,-0.17062516621364165
sc01,y2030,2030-01-06T11:00:00+01:00,0,-0.16655962875004415,-0.14885883686245616,-0.13029328283268962,-0.33004470827268934,-0.10719999999999999,-0.16506058596065346,-0.15607444673442245,-0.17330902574390264
sc01,y2030,2030-01-06T13:00:00+01:00,0,-0.15846858032149763,-0.14070625090124977,-0.12027699535521144,-0.3154322693752112,-0.10181737385499999,-0.15773128008028173,-0.14854167614380284,-0.1644566811527254
sc01,y2030,2030-01-06T15:00:00+01:00,0,-0.16448338152120126,-0.14690417383923096,-0.12820690182613956,-0.32636016549113933,-0.10587487579700004,-0.16318605954787102,-0.15421416688178496,-0.17118114532759138
sc01,y2030,2030-01-06T17:00:00+01:00,0,-0.14808452518300327,-0.14540998946413486,-0.14747835847446653,-0.3601304849794663,-0.10719999999999999,-0.17115148463717,-0.16315434904861661,-0.1850330676833716
sc01,y2030,2030-01-06T19:00:00+01:00,0,-0.15023272446459646,-0.14627133709092272,-0.14751405129723544,-0.3551151883622352,-0.10719999999999999,-0.1697813459150853,-0.16207340103180887,-0.1836557382454368
sc01,y2030,2030-01-06T21:00:00+01:00,0,-0.17581227200909344,-0.14605829933056097,-0.10812820309141584,-0.30276965737141565,-0.10426054742047017,-0.157845734659862,-0.14722598941945664,-0.15982683530604444
sc01,y2030,2030-01-06T23:00:00+01:00,0,-0.1587988507879409,-0.13106865797438425,-0.09465102716709621,-0.273064721577096,-0.09382175868601655,-0.1425320211076785,-0.13252607832878652,-0.14346527478677945
sc01,y2030,2030-01-07T01:00:00+01:00,0,-0.14534316385757226,-0.11964069677594302,-0.08549672201200399,-0.24977409317200377,-0.0857403364464114,-0.13044004268620032,-0.12112618703805955,-0.13097201892944288
sc01,y2030,2030-01-07T03:00:00+01:00,0,-0.15538663756359633,-0.1346203661975321,-0.11504860773285559,-0.27021776117285534,-0.09440691170501543,-0.13975905164274147,-0.1330487750692255,-0.14704486904761455
sc01,y2030,2030-01-07T05:00:00+01:00,0,-0.13781859601850352,-0.11421316179868476,-0.08377006107822807,-0.23720654728822785,-0.08161451619159532,-0.12372189104591527,-0.11526097756412854,-0.12499326339530842
sc01,y2030,2030-01-07T07:00:00+01:00,0,-0.15715934373302742,-0.13437288506335884,-0.11007955370594429,-0.27245464133594405,-0.09475552426591914,-0.14127234450519793,-0.13362282285205043,-0.1468567280598686
sc01,y2030,2030-01-07T09:00:00+01:00,0,-0.17405395037536975,-0.15237783313277592,-0.1326890562140995,-0.3108539728640992,-0.10719999999999999,-0.15954148304486493,-0.15201558683477487,-0.16848824222457226
sc01,y2030,2030-01-07T11:00:00+01:00,0,-0.16833760696940464,-0.15057693975383699,-0.13476412225025505,-0.32258102656025484,-0.10719999999999999,-0.16248118603978826,-0.15461699950631377,-0.17213824937349617
sc01,y2030,2030-01-07T13:00:00+01:00,0,-0.16006782313057902,-0.1414921853688922,-0.12187740239515761,-0.30728906113515736,-0.10139126959599996,-0.15495575730462363,-0.14651978273703936,-0.16230352598047484
sc01,y2030,2030-01-07T15:00:00+01:00,0,-0.16853322779959073,-0.1502532104084126,-0.13317164681179283,-0.32268726940179265,-0.107117391571,-0.16263469493436894,-0.15452346322994823,-0.1718073711265016
sc01,y2030,2030-01-07T17:00:00+01:00,0,-0.14705879990046866,-0.14594647146119893,-0.1516488227517485,-0.3594017739967483,-0.10719999999999999,-0.17044290387276223,-0.16313985140793713,-0.18566166171058054
sc01,y2030,2030-01-07T19:00:00+01:00,0,-0.14644207700153258,-0.14604245588106082,-0.15315524112699197,-0.35971034054199175,-0.10719999999999999,-0.17034266592579878,-0.163257990962998,-0.18604655344169624
sc01,y2030,2030-01-07T21:00:00+01:00,0,-0.1747811374652883,-0.15024050556863347,-0.12196946493140326,-0.317160898711403,-0.10719999999999999,-0.16257022985296046,-0.15300956550160083,-0.16809646456354155
sc01,y2030,2030-01-07T23:00:00+01:00,0,-0.1609558228176651,-0.13434243392018103,-0.10119738111815504,-0.2774821654581548,-0.09570617886764397,-0.14453598351247063,-0.13511661890902177,-0.14697644561426176
sc01,y2030,2030-01-08T01:00:00+01:00,0,-0.14904167661599282,-0.1237058143546418,-0.09126755792142968,-0.2566141583264295,-0.08833905463779428,-0.1338057525599646,-0.12474864631807812,-0.13537264484883357
sc01,y2030,2030-01-08T03:00:00+01:00,0,-0.16270435312576603,-0.1408625024131776,-0.12012279215605265,-0.28289698286105247,-0.09881299748255075,-0.14633636683137605,-0.13926285337192623,-0.15386760884546416
sc01,y2030,2030-01-08T05:00:00+01:00,0,-0.16918348728352214,-0.140796076321409,-0.10491340223961153,-0.2914701812146113,-0.10042949486633972,-0.1519054895240805,-0.1418045385959077,-0.15405679505651887
sc01,y2030,2030-01-08T07:00:00+01:00,0,-0.13692246241952663,-0.14287239166755059,-0.15585548410054934,-0.37980325881554916,-0.10719999999999999,-0.1754841005485824,-0.16768593550763736,-0.19213027192401097
sc01,y2030,2030-01-08T09:00:00+01:00,0,-0.12771482752478916,-0.14033419329656627,-0.1608,-0.39749769756499975,-0.10719999999999999,-0.17969785514275,-0.17167316391125,-0.19799842693437503
sc01,y2030,2030-01-08T11:00:00+01:00,0,-0.11901453179037996,-0.12981444465375333,-0.1438535897851736,-0.3809533254551734,-0.10069590541679577,-0.17173689680705248,-0.16264523971389022,-0.18664521169577525
sc01,y2030,2030-01-08T13:00:00+01:00,0,-0.10946063259485089,-0.11922709344882745,-0.12864200830714811,-0.3632432473121479,-0.09394765461379574,-0.16303875219804864,-0.1532420460808838,-0.1751871896147631
sc01,y2030,2030-01-08T15:00:00+01:00,0,-0.1136972347138335,-0.12333239762329698,-0.13331069977532042,-0.37081699131532025,-0.09669929063879577,-0.16686905462377447,-0.15709978024042695,-0.17965134254689502
sc01,y2030,2030-01-08T17:00:00+01:00,0,-0.12327172315956021,-0.13856938291740964,-0.1608,-0.40781573351,-0.10719999999999999,-0.18250767744774998,-0.17389952584625,-0.20084663478987505
sc01,y2030,2030-01-08T19:00:00+01:00,0,-0.13093456686592206,-0.1408879561662425,-0.15759616690614534,-0.3924103400311453,-0.10719999999999999,-0.17870435611242177,-0.1704657903940363,-0.19595667498916902
sc01,y2030,2030-01-08T21:00:00+01:00,0,-0.1732992559543173,-0.1477915632899343,-0.11374990163924123,-0.32673310525424126,-0.10719999999999999,-0.16618237552138615,-0.1547936726223103,-0.16910344178188957
sc01,y2030,2030-01-08T23:00:00+01:00,0,-0.16346651291850267,-0.1332036517368976,-0.09138301019415702,-0.280276365824157,-0.0958779341339761,-0.14664340399200324,-0.13551244208402133,-0.14588528196906203
sc01,y2030,2030-01-09T01:00:00+01:00,0,-0.1679043537432204,-0.14289363488349488,-0.11525851650059707,-0.290766342385597,-0.10096179266952121,-0.15090084310243265,-0.14240596581104015,-0.1562002092474072
sc01,y2030,2030-01-09T03:00:00+01:00,0,-0.1496190436622842,-0.12233805670659041,-0.08511516850130725,-0.2567321718563072,-0.08792683387654261,-0.13424007159600732,-0.12425437212898376,-0.1339647364626808
sc01,y2030,2030-01-09T05:00:00+01:00,0,-0.17064537209683778,-0.14094400167757143,-0.10205557147883175,-0.29348182338383166,-0.10086076966252629,-0.1531694603144721,-0.14246424172910266,-0.1542699221395214
sc01,y2030,2030-01-09T07:00:00+01:00,0,-0.1421974698820383,-0.14307158406394596,-0.1474781168787471,-0.3738019282287471,-0.10719999999999999,-0.17487454114731207,-0.16610428017218676,-0.18880690759765484
sc01,y2030,2030-01-09T09:00:00+01:00,0,-0.13441752363888718,-0.14099148560893146,-0.1519411195456148,-0.38854006135561475,-0.10719999999999999,-0.17834212975984218,-0.1694371348864037,-0.19376319800866706
sc01,y2030,2030-01-09T11:00:00+01:00,0,-0.11980504165362554,-0.12412148194847364,-0.1262910386869484,-0.36113181685194834,-0.09660221185500001,-0.16500771206354226,-0.1546969078892371,-0.17553024439305046
sc01,y2030,2030-01-09T13:00:00+01:00,0,-0.11035555459416627,-0.11397217640016985,-0.11238113540948398,-0.3437681824194838,-0.090059376774,-0.15641929177432262,-0.14556708104787103,-0.16453467823785495
sc01,y2030,2030-01-09T15:00:00+01:00,0,-0.11749909128192786,-0.12155732552500267,-0.12258864613596292,-0.3568531132159628,-0.09496985683899999,-0.16290790956429443,-0.15242269065449068,-0.17275553568043234
sc01,y2030,2030-01-09T17:00:00+01:00,0,-0.12753514374560818,-0.1391448447366931,-0.1558604138232456,-0.40159936052824535,-0.10719999999999999,-0.18141904309048681,-0.1723891321308114,-0.19814788497404168
sc01,y2030,2030-01-09T19:00:00+01:00,0,-0.13421378457785804,-0.14120799636763054,-0.1532552891627768,-0.3880329693277766,-0.10719999999999999,-0.1780432866351665,-0.1693726967319442,-0.193884684482694
sc01,y2030,2030-01-09T21:00:00+01:00,0,-0.1731019322693466,-0.1478054983637353,-0.11415776781332922,-0.32688711831832906,-0.10719999999999999,-0.16617442578074934,-0.15484086429458227,-0.16922710415370634
sc01,y2030,2030-01-09T23:00:00+01:00,0,-0.16729181481330493,-0.1377267544107402,-0.09847404006453415,-0.287502050634534,-0.098695889310058,-0.15013898981997942,-0.13942772095992703,-0.15077011802130919
sc01,y2030,2030-01-10T01:00:00+01:00,0,-0.152525838838347,-0.12472230543074196,-0.0867950895268903,-0.2617235005618901,-0.08963812469515385,-0.1368484241939143,-0.12667233553308796,-0.13657521310272866
sc01,y2030,2030-01-10T03:00:00+01:00,0,-0.16512011779086225,-0.14093646483086258,-0.11479969877058573,-0.2861403559505855,-0.09945604144419536,-0.1484173225929039,-0.14026278211204293,-0.1540414392641058
sc01,y2030,2030-01-10T05:00:00+01:00,0,-0.16726146229331443,-0.13703314903114486,-0.09610098070331022,-0.2871327434783101,-0.09840487267620728,-0.15008133141977267,-0.139048550875483,-0.15004325016983117
sc01,y2030,2030-01-10T07:00:00+01:00,0,-0.1500191752518406,-0.14403382363210004,-0.13800276749094914,-0.36270548181094897,-0.10719999999999999,-0.17301177928464234,-0.16338565254773726,-0.18385862631720082
sc01,y2030,2030-01-10T09:00:00+01:00,0,-0.14239066147783483,-0.1419797231110899,-0.14231487843575658,-0.3772044983307564,-0.10719999999999999,-0.17643270861711347,-0.16666174771518916,-0.1887188894208594
sc01,y2030,2030-01-10T11:00:00+01:00,0,-0.1348376669972767,-0.13362548721861314,-0.1303446630305182,-0.36321098122551815,-0.10187149980199998,-0.1695569627290277,-0.15923624320037952,-0.1796770589264211
sc01,y2030,2030-01-10T13:00:00+01:00,0,-0.13236670142678827,-0.13175839233550846,-0.12947906302046583,-0.3590437632454657,-0.10048201215499997,-0.1673469569015698,-0.15726532477261643,-0.17762503377597127
sc01,y2030,2030-01-10T15:00:00+01:00,0,-0.14044879539616625,-0.14187790910116985,-0.14527294199548402,-0.37950762127548393,-0.10719999999999999,-0.1766980637673225,-0.16725994455887097,-0.18994317869285485
sc01,y2030,2030-01-10T17:00:00+01:00,0,-0.12386134783073595,-0.1387037548476669,-0.16035892671560753,-0.40677546519560737,-0.10719999999999999,-0.18227834278984106,-0.17365996691640184,-0.20047172216616355
sc01,y2030,2030-01-10T19:00:00+01:00,0,-0.13428852082303833,-0.140970757455196,-0.15207593154312207,-0.3887390842131221,-0.10719999999999999,-0.17837983755296824,-0.1694846929082805,-0.19384495858073297
sc01,y2030,2030-01-10T21:00:00+01:00,0,-0.1569512659088639,-0.14591491022239075,-0.13414842475359448,-0.34948229465859443,-0.10719999999999999,-0.16988229078003914,-0.1604005156133986,-0.17944162209095738
sc01,y2030,2030-01-10T23:00:00+01:00,0,-0.17910058583866625,-0.15096687704304484,-0.11759831933454652,-0.3103904202345465,-0.10719999999999999,-0.16126116822768194,-0.1513990658861366,-0.16535785452965956
sc01,y2030,2030-01-11T01:00:00+01:00,0,-0.1612108712303504,-0.13408563398653195,-0.09948340783982204,-0.27862446920482203,-0.09576625067594685,-0.14510777402052813,-0.13534948923691562,-0.14698229749978753
sc01,y2030,2030-01-11T03:00:00+01:00,0,-0.15566128296182175,-0.12865686052808392,-0.09318755853777635,-0.2686792355627763,-0.09214093847397731,-0.14008807566804715,-0.13026910117742702,-0.1410810980110318
sc01,y2030,2030-01-11T05:00:00+01:00,0,-0.173142354861284,-0.14306227387469936,-0.10352590634438949,-0.29872812523438946,-0.10245972166390188,-0.155777396492725,-0.14484579424527372,-0.15685010524500842
sc01,y2030,2030-01-11T07:00:00+01:00,0,-0.15946752985323012,-0.1443623983085317,-0.12287296684947746,-0.35204913763947754,-0.10719999999999999,-0.17196052726217156,-0.16056845714361934,-0.1779068314093768
sc01,y2030,2030-01-11T09:00:00+01:00,0,-0.15336134776628255,-0.14237242507637332,-0.12479677111933578,-0.36479432223433583,-0.10719999999999999,-0.17519599164690028,-0.1633843786648339,-0.18180779029318445
sc01,y2030,2030-01-11T11:00:00+01:00,0,-0.14467402069017202,-0.13230739865667998,-0.10942213793142658,-0.3484828612314265,-0.10088493556199996,-0.1672668736086639,-0.15460227913310656,-0.17093082718860253
sc01,y2030,2030-01-11T13:00:00+01:00,0,-0.14226872083681893,-0.13023867329957306,-0.10769452273576417,-0.3443072123707641,-0.09942974609365199,-0.16510416825521876,-0.15255076168293,-0.1686704762057802
sc01,y2030,2030-01-11T15:00:00+01:00,0,-0.15281340571792204,-0.1423450768362425,-0.12563755792864534,-0.36543965024864533,-0.10719999999999999,-0.17526888205879673,-0.1635524004846613,-0.1821532092648565
sc01,y2030,2030-01-11T17:00:00+01:00,0,-0.13396264325158486,-0.1392971880526524,-0.14525346689497529,-0.3945846682099752,-0.10719999999999999,-0.18080624896224623,-0.17051250986374378,-0.19410119713661322
sc01,y2030,2030-01-11T19:00:00+01:00,0,-0.13711197697380587,-0.14100584876103905,-0.14727590419479358,-0.3857625848997935,-0.10719999999999999,-0.17815641920871897,-0.16867815566119834,-0.19206831530677687
