Scenario,Period,LoadLevel,BrownLignite,CCGT_1,CCGT_2,CCGT_3,CCGT_4,DomesticCoal_Anthracite,ESS1,FuelOilGas,ImportedCoal_Bituminous,ImportedCoal_SubBituminous,Nuclear,OCGT_1,OCGT_2,OCGT_3
sc01,y2030,2030-01-01T01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,12.736612635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,11.769556434999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,11.283985540000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T07:00:00+01:00,0.0,0.0,0.0,0.0,11.293814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T09:00:00+01:00,0.0,0.0,0.0,0.0,29.820624312399957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T11:00:00+01:00,0.0,0.0,0.0,0.0,60.07043266680001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T13:00:00+01:00,0.0,0.0,0.0,0.0,60.07043266680001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T15:00:00+01:00,0.0,0.0,0.0,0.0,89.11468290800008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T17:00:00+01:00,0.0,30.27727554367742,0.0,0.0,113.25429206201504,0.0,73.33964164388512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T19:00:00+01:00,0.0,30.27727554367742,0.0,0.0,113.25429206201504,0.0,73.3420605003851,0.0,0.0,0.0,0.0,20.466985204999602,0.0,0.0
sc01,y2030,2030-01-01T21:00:00+01:00,0.0,3.0022873276772444,0.0,0.0,113.25429206201504,0.0,73.29617928738513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc01,y2030,2030-01-01T23:00:00+01:00,0.0,0.0,0.0,0.0,113.25429206201504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T01:00:00+01:00,0.0,0.0,0.0,0.0,113.25429206201504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T03:00:00+01:00,0.0,0.0,0.0,0.0,113.25429206201504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T05:00:00+01:00,0.0,0.0,0.0,0.0,113.25429206201504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T07:00:00+01:00,0.0,70.94159500767738,0.0,0.0,161.73902439992295,0.0,12.776514362000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T09:00:00+01:00,0.0,153.12388012767744,0.0,0.0,161.73902439992295,0.0,12.886654984000156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T11:00:00+01:00,0.0,161.79247042767733,0.0,0.0,161.73902439992295,0.0,12.923368728000206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T13:00:00+01:00,0.0,161.79247042767733,0.0,0.0,161.73902439992295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T15:00:00+01:00,0.0,180.72122970367727,0.0,0.0,161.73902439992295,0.0,12.935813470500046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc01,y2030,2030-01-02T17:00:00+01:00,0.0,235.21268901567714,0.0,0.0,161.73902439992295,0.0,13.006323719000179,0.0,0.0,0.0,0.0,34.102005355000074,0.0,0.0
