InitialNode,,,Almeria,Almeria,Barcelona,Barcelona,Bilbao,Bilbao,Bilbao,Caceres,Caceres,Caceres,Caceres,Caceres,Caceres,Caceres,Cadiz,Cadiz,Cartagena,Cartagena,Lugo,Lugo,Madrid,Madrid,Sevilla,Sevilla,Valencia,Valencia,Valencia
sc2015,y2030,2030-01-01T17:00:00+01:00,27.562261876642847,-2.0527504366427696,3.947745578807782,-60.49040614386075,-91.10277446505316,-311.87201623494667,0,61.337483978387674,0,151.6577979272823,151.6577979272823,0,1.021989917047883,0,-89.20529449683845,106.77488474867613,-168.76343663664295,0,53.3042488437242,53.3042488437242,-160.84131749690613,0,-56.58009310859802,0,72.69983533474806,72.69983533474806,0
sc2015,y2030,2030-01-01T19:00:00+01:00,-119.20211815774506,36.937871004745105,97.9263275077964,128.97982979665278,-200.2088804455511,-293.89976020444885,0,311.4332357917864,0,369.1187012897204,369.1187012897204,0,287.9669964607731,0,-223.27656776489013,71.94854748643381,-292.37197707625506,0,125.52683123985575,125.52683123985575,-62.576638216035654,0,10.536494622983838,0,21.118791094698828,21.118791094698828,0
sc2015,y2030,2030-01-01T21:00:00+01:00,-115.02843048266753,25.36769504266756,86.87133808716851,136.72441668112245,-164.76424883170938,-373.20016371829047,0,246.93294675001488,0,371.35755483472644,371.35755483472644,0,131.03047273053247,0,-230.20671176685133,65.01840348447263,-333.27524665733256,0,127.5217425523557,127.5217425523557,-309.0732640519527,0,-50.09834656292611,0,-5.661677038104996,-5.661677038104996,0
sc2015,y2030,2030-01-01T23:00:00+01:00,-116.5998206689579,30.5267462289579,108.28132877506114,143.38463508656696,-179.06239488837213,-337.37605201162773,0,194.16525534593464,0,336.8476168702951,336.8476168702951,0,89.99336196347524,0,-37.11596661499289,-106.77488474867613,-313.7655516210423,0,133.57467467985572,133.57467467985572,-277.79171568655823,0,-72.70713907307902,0,22.51400615776239,22.51400615776239,0
sc2015,y2030,2030-01-02T01:00:00+01:00,-58.89819311490341,-12.201572545096573,151.30032956885074,162.75231260922806,-221.25705157192155,-205.34154222807837,0,139.63807618686553,0,240.44323438792935,240.44323438792935,0,120.74850991727504,0,-140.90887006329066,106.77488474867613,-296.6006350450968,0,137.14233064235572,137.14233064235572,-50.372176718908094,0,-50.9458758887561,0,72.5808289320658,72.5808289320658,0
sc2015,y2030,2030-01-02T03:00:00+01:00,-12.850989691733872,-48.63838635826612,183.42374993552124,184.569363425782,-230.3358699386971,-138.60038631130288,0,30.23852231721058,0,164.9012540135556,164.9012540135557,0,16.980217555678077,0,-101.00318601012236,106.77488474867613,-294.5958904582663,0,137.35913658485578,137.35913658485578,-35.355479364086726,0,-94.85142543433456,0,101.9228445837579,101.9228445837579,0
sc2015,y2030,2030-01-02T05:00:00+01:00,9.412231306568152,-69.57347818156818,190.54634814367444,193.7053393435263,-232.1821874127996,-128.7852938872004,0,19.23216709544007,0,178.38458116655332,178.38458116655332,0,3.676176771453321,0,-157.34588364682037,106.77488474867613,-310.2184656815684,0,139.22497927735577,139.22497927735577,-41.48264086396458,0,-114.93056466503731,0,103.7271742059791,103.7271742059791,0
sc2015,y2030,2030-01-02T07:00:00+01:00,-56.5673802112715,-14.578961187728446,155.08037349544313,168.10484652843428,-225.0560066261229,-202.47316842387707,0,131.62556529426294,0,237.71654081047723,237.71654081047723,0,114.64969088878185,0,-139.77850630865885,106.77488474867613,-299.4790379717287,0,136.71506478735574,136.71506478735574,-45.26899841461629,0,-56.24605633302837,0,72.98719271135279,72.98719271135279,0
sc2015,y2030,2030-01-02T09:00:00+01:00,-74.81607073076057,29.371580267760656,100.72745879413503,121.45927539601931,-204.78912410984603,-331.0149259401539,0,228.62351367223133,0,317.8988381396398,317.8988381396398,0,183.74710170315169,0,-188.45023050264783,106.77488474867613,-279.58931677573963,0,124.51105184735567,124.51105184735567,-119.67043191754578,0,-27.126210117692285,0,33.98377116338997,33.98377116338997,0
sc2015,y2030,2030-01-02T11:00:00+01:00,38.6391912825938,95.6677191724063,81.15272247059774,-12.199464674055138,-253.2400616034577,-337.5470978465422,0,139.47199884280937,0,148.63011818118764,148.63011818118764,0,202.97637131981529,0,235.7757194696032,-59.4493957817207,-42.141806377594015,0,106.62664400235577,106.62664400235577,169.34499327201559,0,17.106311150257735,0,147.75236107917533,147.75236107917533,0
sc2015,y2030,2030-01-02T13:00:00+01:00,145.26885323310466,53.98370067189545,89.11940563462045,-34.52998199912627,-262.23945965950634,-306.4643654904936,0,48.30093422531928,0,64.1086701118903,64.10867011189036,0,133.91378385090002,0,130.996316564716,106.77488474867613,-1.71200547810485,0,98.4981723448558,98.4981723448558,228.30093233488202,0,-3.4627293628269884,0,185.37118339388448,185.37118339388448,0
sc2015,y2030,2030-01-02T15:00:00+01:00,80.71630830517884,72.74055145482127,99.95797002968898,-6.568718631051295,-258.10069065136247,-285.6904031486374,0,51.22017805996404,0,70.92819598335936,70.92819598335936,0,125.65973202331726,0,268.92165872589567,-26.30345652542837,-21.289264745179114,0,100.76050889985578,100.76050889985578,198.50547723560862,0,-5.859639932814131,0,172.73992386438474,172.73992386438474,0
sc2015,y2030,2030-01-02T17:00:00+01:00,-58.34484018076269,46.96825292576279,87.8503336632257,93.8835525062503,-214.46519455552416,-316.92499609447555,0,255.06707121657556,0,305.50597967548964,305.50597967548964,0,256.79090588244503,0,-168.76318603915018,106.77488474867613,-222.38458511423755,0,106.68275090985568,106.68275090985568,4.596892442319089,0,6.256880210505134,0,42.81697957600639,42.81697957600639,0
sc2015,y2030,2030-01-02T19:00:00+01:00,-107.00773315879152,5.706085249791659,171.45172292578815,281.7376169216883,-230.26798307252386,-378.1553232274759,0,197.82273200926304,0,402.0,402.0,0,47.07273200926293,0,-269.43173442266345,25.793380828660673,-399.79699212070864,0,101.84486459485575,101.84486459485575,-402.0,0,-117.76207359153112,0,-24.183602412260086,-24.183602412260086,0
sc2015,y2030,2030-01-02T21:00:00+01:00,-125.9425814295001,21.79887982950013,159.99159546065965,273.6750895792738,-226.72514806506697,-398.13706133493275,0,224.56384266522122,0,402.0,402.0,0,73.81384266522117,0,-285.6428100077676,9.582305243556522,-394.77592642050007,0,99.26716897985577,99.26716897985577,-402.0,0,-93.31305813465495,0,-34.346049245613074,-34.346049245613074,0
sc2015,y2030,2030-01-02T23:00:00+01:00,-114.35989623998854,18.388601989988594,105.1325913286698,192.39013318783705,-173.8277656499997,-402.0,0,223.20633976907845,0,402.0,402.0,0,73.17022223878095,0,-260.99012942051183,34.23498583081225,-365.49657506001165,0,105.86989604735575,105.86989604735575,-400.09631341412654,0,-94.55420363969985,0,-36.30085378608727,-36.30085378608727,0
sc2015,y2030,2030-01-03T01:00:00+01:00,-99.38289301717107,19.365387262171076,109.1431736290026,151.6076495071058,-199.36713323889177,-280.7379012111079,0,246.67621051306875,0,340.7066910198865,340.7066910198865,0,211.8753959471582,0,-222.03991045410305,73.1852047972209,-300.7046356878291,0,113.40093059985578,113.40093059985578,-92.8021721757617,0,-27.56386371710995,0,14.947514674638507,14.947514674638507,0
sc2015,y2030,2030-01-03T03:00:00+01:00,-47.032188710039776,-21.404759229960103,160.34578059443515,179.98058364047898,-228.474282865086,-182.1474046849137,0,110.55850958380253,0,225.81879473305187,225.81879473305187,0,103.86210714509336,0,-146.0228774684271,106.77488474867613,-295.1525509299603,0,124.65809819735574,124.65809819735574,-17.857073169891212,0,-66.66903875364765,0,68.71893575275939,68.71893575275939,0
sc2015,y2030,2030-01-03T05:00:00+01:00,-29.52310565450855,-36.17140113049145,179.37819430210976,191.48653520195447,-237.413437645936,-156.7536030040638,0,53.88861314110244,0,185.37317717799993,185.37317717799993,0,47.13993295789781,0,-106.09589135789577,106.77488474867613,-298.9494281804915,0,131.7533879773557,131.7533879773557,-17.99648048854563,0,-88.43619960322057,0,87.65673643573157,87.65673643573157,0
sc2015,y2030,2030-01-03T07:00:00+01:00,-27.346055659136393,-42.66748677836352,176.20107245022544,196.8895851337208,-222.63085151605395,-198.10360798394584,0,20.097912698584075,0,186.3327629572591,186.3327629572591,0,-33.00825846310207,0,-108.73579825952368,106.77488474867613,-323.0373721753637,0,135.92688712485568,135.92688712485568,-141.61645643116293,0,-120.04338944382992,0,76.48504250567866,76.48504250567866,0
sc2015,y2030,2030-01-03T09:00:00+01:00,-63.76975815594038,27.2954058024405,146.3028030416742,139.58453351783695,-241.80516289048904,-240.99931525951084,0,136.8038914661328,0,243.81108306509446,243.81108306509446,0,136.8238743266782,0,82.39258818052453,-106.77488474867613,-246.18187953005972,0,134.30924527985576,134.30924527985576,0.053287628121234665,0,-56.0389609364631,0,89.64343400263874,89.64343400263874,0
sc2015,y2030,2030-01-03T11:00:00+01:00,79.09514605213997,71.57592274286012,40.36790261026147,-89.15286683807655,-202.7802692907568,-346.1525589092431,0,53.82970058670866,0,83.76506192310163,83.76506192310163,0,95.66256611708818,0,256.47350121718983,-38.75161403413413,-28.00343520714016,0,66.17557156663922,66.17557156663922,111.55430808101197,0,-13.00974832074181,0,164.37028680239186,164.37028680239186,0
sc2015,y2030,2030-01-03T13:00:00+01:00,136.96442958787458,79.98695054712546,9.213291721943516,-173.5926950488432,-205.80847830150338,-322.8664154984965,0,51.513839425754156,0,5.1274598849767035,5.1274598849767035,0,165.24353202726184,0,237.98310640607755,106.77488474867613,63.10727009712536,0,24.76464989777383,24.76464989777383,303.2791802706871,0,43.28939727470682,0,205.12652462414115,205.12652462414115,0
sc2015,y2030,2030-01-03T15:00:00+01:00,131.8783511703948,52.025918159605226,21.44838291432022,-142.91837857440615,-202.96468854911316,-303.6766178508865,0,64.48274081203942,0,50.40274109146981,50.40274109146981,0,165.831341555021,0,136.67028257144332,106.77488474867613,9.443982959605023,0,72.20917774163921,72.20917774163921,270.26293531461744,0,21.5136125030585,0,191.84086076759965,191.84086076759965,0
sc2015,y2030,2030-01-03T17:00:00+01:00,-3.917142841571908,17.96589158657197,74.78743553083034,25.902979133899162,-163.74006759821194,-324.4713480517879,0,29.8340966053533,0,171.60059676833927,171.60059676833927,0,-35.77242869203179,0,137.53851740898327,-106.77488474867613,-202.54933567842824,0,82.58888720163921,82.58888720163921,-174.95073412636012,0,-100.19784070301473,0,95.53530667023557,95.53530667023557,0
sc2015,y2030,2030-01-03T19:00:00+01:00,-108.10717252167379,12.441080454673848,89.56599670774845,139.09483847646842,-172.6648999999999,-402.0,0,239.94885615834895,0,402.0,402.0,0,113.76891473614037,0,-254.0704415665594,41.15467368476455,-370.54632247232644,0,86.87583257163922,86.87583257163922,-336.47984379255615,0,-79.24676008379534,0,-3.7912975364289836,-3.7912975364289836,0
sc2015,y2030,2030-01-03T21:00:00+01:00,-101.70776820000027,0.9662145500003438,134.18517095660377,199.9357685627451,-202.44932189999997,-402.0,0,194.78144196377312,0,402.0,402.0,0,44.03144196377312,0,-212.29812668640037,-7.0536792967210715,-402.0,0,87.96548200413923,87.96548200413923,-402.0,0,-120.5426816331217,0,3.564442531372558,3.564442531372558,0
sc2015,y2030,2030-01-03T23:00:00+01:00,-114.4342115435728,20.48880266857289,69.6045660501246,107.71791611685177,-161.6724532,-402.0,0,262.1206359864282,0,402.0,402.0,0,150.79557407840937,0,-250.29133593900892,44.93377931231501,-355.2928327814274,0,91.13161119163921,91.13161119163921,-296.866831754717,0,-58.9754185266943,0,-2.5339082322877737,-2.5339082322877737,0
sc2015,y2030,2030-01-04T01:00:00+01:00,-101.26888927484373,22.432573114843812,79.47085902319978,74.83256810964889,-169.78390643009246,-303.23399046990767,0,196.14907204316688,0,314.7227725459388,314.7227725459388,0,146.73275056495572,0,-25.27421250928874,-106.77488474867613,-292.91269143515666,0,98.53954064913928,98.53954064913928,-131.77685727522925,0,-54.4577651660878,0,49.7754888872462,49.7754888872462,0
sc2015,y2030,2030-01-04T03:00:00+01:00,-62.69398422341954,-4.588299651580363,121.66935621776453,94.9560742346432,-199.48529236053344,-204.2084108394667,0,101.38454690496457,0,223.07084431445634,223.07084431445634,0,96.25542152802558,0,58.59385599213546,-106.77488474867613,-273.7174351015807,0,103.85507396663918,103.85507396663918,-13.677667671837202,0,-73.01532717762854,0,97.65666504153143,97.65666504153143,0
sc2015,y2030,2030-01-04T05:00:00+01:00,-22.82856926051785,-41.02065523948206,135.8300423804556,109.86949964697779,-203.96269658550753,-179.1326503144927,0,54.93266165936617,0,178.0402769674697,178.0402769674697,0,50.22156841759751,0,-97.94521104231512,106.77488474867613,-296.41755308948245,0,107.27812860413921,107.27812860413921,-12.562915311383149,0,-82.03434365869988,0,104.79874245374765,104.79874245374765,0
sc2015,y2030,2030-01-04T07:00:00+01:00,-56.97134278718213,-9.235645184317743,127.45521931643033,98.75752407717442,-202.20896221933617,-195.67548163066408,0,83.62150478039942,0,210.40188196839483,210.40188196839483,0,79.02035664321389,0,70.21795891537286,-106.77488474867613,-274.37414644731814,0,105.2945925516392,105.2945925516392,-12.269728365828126,0,-79.84459366301382,0,103.0816650334282,103.0816650334282,0
sc2015,y2030,2030-01-04T09:00:00+01:00,-43.84869717754686,13.194117518546989,106.52464380743787,61.525044881440394,-203.04210572406254,-230.67512567593764,0,107.8736331975494,0,208.57139754911424,208.57139754911424,0,116.35012827212488,0,97.69246995500802,-106.77488474867613,-230.15591526445348,0,98.5902254191392,98.5902254191392,22.60398686553444,0,-56.31143068443967,0,109.13842346699354,109.13842346699354,0
sc2015,y2030,2030-01-04T11:00:00+01:00,103.33898135577391,48.20870727922622,36.49964205805906,-118.06437222334282,-202.7246272783727,-291.00026967162756,0,42.508152542570954,0,41.81988360912536,41.81988360912536,0,126.84935734170976,0,178.22036402730146,106.77488474867613,-23.722535420774182,0,44.878199947773865,44.878199947773865,224.90987946437014,0,7.798397357857423,0,189.5854392779416,189.5854392779416,0
sc2015,y2030,2030-01-04T13:00:00+01:00,197.87515458782278,21.066839972177398,69.23513037329687,-118.43622963470784,-233.30483719816823,-254.9151597018321,0,-48.88460512305714,0,22.103744196454667,22.103744196454667,0,55.567773251308736,0,329.59060439284104,34.365489141517045,25.930035522176876,0,39.164609135273864,39.164609135273864,278.53967566497573,0,-61.114420372732845,0,244.21031084373467,244.21031084373467,0
sc2015,y2030,2030-01-04T15:00:00+01:00,114.86899911431358,70.26061286068663,23.21630349017517,-158.45705477630761,-210.98211243477712,-267.2783907652231,0,69.20084078477906,0,33.29623680281135,33.29623680281135,0,204.78651790959833,0,280.14926280127696,-15.075852450047,42.743942860686225,0,75.37102361663922,75.37102361663922,361.5618056661847,0,38.534992806852465,0,211.76440631718918,211.76440631718918,0
sc2015,y2030,2030-01-04T17:00:00+01:00,8.045826804556455,10.776128935443774,158.1810620739057,111.65470782254717,-250.86739459198526,-207.92538670801497,0,24.895910526365917,0,140.10827432066708,140.10827432066708,0,41.9566137323002,0,185.2107046382383,-106.77488474867613,-190.26956403955668,0,137.5745479932784,137.5745479932784,45.495208549158065,0,-81.31845701410379,0,139.8650473789954,139.8650473789954,0
sc2015,y2030,2030-01-04T19:00:00+01:00,-126.74625008587326,36.30173396937347,118.9615483108477,162.67847978205796,-174.2305101570937,-369.20261799290654,0,93.35759569526807,0,269.6900358859696,269.6900358859696,0,-57.39240430473191,0,86.28680378718978,-106.77488474867613,-325.84657900312703,0,265.41032401405676,265.41032401405676,-402.0,0,-114.98565345104672,0,19.10047712821561,19.10047712821561,0
sc2015,y2030,2030-01-04T21:00:00+01:00,-191.15014214918293,93.71598326918307,76.47461854607491,124.18023824774605,-187.3073044561784,-397.2976487438218,0,326.79693523889506,0,402.0,402.0,0,249.63698928937083,0,-15.028805468619677,-106.77488474867613,-296.0206521808174,0,257.3176412190568,257.3176412190568,-205.7598558653979,0,0.15719793270402294,0,-9.161048616535716,-9.161048616535716,0
sc2015,y2030,2030-01-04T23:00:00+01:00,-142.36699130085896,49.862626205859016,78.83688015028234,139.2678963488475,-164.72783746086952,-390.29835318913064,0,245.77782174037134,0,347.78225890969696,347.78225890969674,0,131.9014255056642,0,-188.45023050264783,106.77488474867613,-320.1548341441415,0,245.59554736905676,245.59554736905676,-303.67038995921877,0,-33.64138388457827,0,-21.750678882646866,-21.750678882646866,0
sc2015,y2030,2030-01-05T01:00:00+01:00,-72.49222867751487,-3.8443254824850337,124.4933859396914,170.9074832134002,-164.03212073690784,-293.98720436309236,0,38.503182914740144,0,198.8817995879547,198.8817995879547,0,-88.93989044064938,0,-82.72046003930383,106.77488474867613,-309.19054218248556,0,239.27133493155674,239.27133493155674,-339.84819561437206,0,-112.53785531471821,0,19.262110697957414,19.262110697957414,0
sc2015,y2030,2030-01-05T03:00:00+01:00,-82.68868533569662,16.304931645696684,152.46315209048956,168.88884677774118,-204.17387882676883,-194.12864317323132,0,38.95708653350988,0,165.5346752542255,165.5346752542255,0,-2.793944391960679,0,153.04110162486683,-106.77488474867613,-249.23008300430368,0,240.54625855405675,240.54625855405675,-111.33608246792143,0,-87.35070821535851,0,67.7949194867189,67.7949194867189,0
sc2015,y2030,2030-01-05T05:00:00+01:00,-42.62481449527644,-22.10260634972344,154.19787771647276,179.2879304236986,-201.62735485982802,-186.73717019017215,0,38.01297924199287,0,169.25519811731638,169.25519811731638,0,-5.978217176625444,0,-83.17104419206412,106.77488474867613,-281.01228964972387,0,240.0176174765568,240.0176174765568,-117.30985711631547,0,-90.9777090087558,0,59.29406106698754,59.29406106698754,0
sc2015,y2030,2030-01-05T07:00:00+01:00,-92.2502824696832,17.921562567183415,131.85407774705072,167.97839927652458,-173.81047802642425,-272.7954501735759,0,32.565468859684366,0,197.76607287216407,197.76607287216407,0,-76.96625735401236,0,115.03959013638021,-106.77488474867613,-279.699561257317,0,238.34407211905673,238.34407211905673,-292.08460323652463,0,-117.1377968904676,0,34.656942059853925,34.656942059853925,0
sc2015,y2030,2030-01-05T09:00:00+01:00,-144.38696035645486,88.6606989724551,74.99336695907455,106.94663389567982,-184.41427600524523,-366.4676896447548,0,257.22944435702624,0,330.58991505379885,330.58991505379885,0,197.963403635376,0,41.80340815010847,-106.77488474867613,-238.8978052615453,0,234.07334049405682,234.0733404940567,-158.04277525773384,0,-10.399873484969625,0,7.234883202567433,7.234883202567433,0
sc2015,y2030,2030-01-05T11:00:00+01:00,7.361433699236086,96.96963640576416,65.79683109513768,4.082672602942705,-223.81302212191946,-376.52942792808074,0,135.69199945218523,0,140.7233787151626,140.7233787151626,0,150.30887876248943,0,127.31362726744722,106.77488474867613,-78.43170389423632,0,227.52884875405675,227.52884875405675,38.978344827477976,0,19.523889596448573,0,104.51057834185318,104.51057834185318,0
sc2015,y2030,2030-01-05T13:00:00+01:00,121.94900807238862,51.14101119261161,88.05925372330525,-14.156033402090207,-248.8164241337848,-322.7564040162153,0,45.31872213330329,0,82.19655313833918,82.19655313833918,0,99.76389549001863,0,107.6887815437566,106.77488474867613,-34.72016780738885,0,167.3138140099779,167.3138140099779,145.18712895124085,0,-19.626036380889,0,161.33130051276046,161.33130051276046,0
sc2015,y2030,2030-01-05T15:00:00+01:00,113.89045116791785,40.17970229208245,104.46346865239819,6.775537089878214,-258.14853714272357,-280.43488795727643,0,44.25286609181261,0,80.73048000061812,80.73048000061812,0,114.75836555695129,0,96.76597621928585,106.77488474867613,-50.658451057918,0,108.15963571747777,108.15963571747777,188.01466524036968,0,-19.51145043080188,0,165.60687626348025,165.60687626348025,0
sc2015,y2030,2030-01-05T17:00:00+01:00,-71.30356527791548,73.42945017791568,101.4180820718168,90.32196596548326,-208.51689110770005,-309.96310584229997,0,124.45963510308799,0,199.9631785560917,199.9631785560917,0,98.4287493597602,0,188.45023050264786,-106.77488474867613,-174.83074157708478,0,233.90606195405672,233.90606195405672,-69.41569531554087,0,-34.75240911884481,0,69.18404815669932,69.18404815669932,0
sc2015,y2030,2030-01-05T19:00:00+01:00,-167.01037675497176,72.57221478197201,60.18076366444769,127.73618954055243,-165.24268759999993,-402.0,0,326.80953603885666,0,399.3858789031397,399.3858789031397,0,237.00584755711506,0,-215.10269324070413,80.12242201061964,-305.47706235502847,0,234.26264432905674,234.26264432905674,-239.47650261797742,0,2.110637193193654,0,-40.037067490737876,-40.037067490737876,0
sc2015,y2030,2030-01-05T21:00:00+01:00,-165.21168585359405,69.06936813359421,72.87724235914361,145.67686795013947,-174.85390625000008,-402.0,0,319.40680399344603,0,402.0,402.0,0,224.49315356267684,0,-216.4141923215154,78.81092292980851,-315.4999026664064,0,234.51086173905676,234.51086173905665,-253.10306781538407,0,-6.599493491706632,0,-38.63114166313342,-38.63114166313342,0
sc2015,y2030,2030-01-05T23:00:00+01:00,-164.65158909217337,73.96162396217353,82.75378545794015,136.67651771992274,-173.71865063213718,-370.42114006786284,0,250.4633082605783,0,355.0608842268076,355.0608842268076,0,158.03499303580705,0,-3.2816173566102003,-106.77488474867613,-288.798236487827,0,239.82566812155682,239.8256681215567,-246.47550726605667,0,-34.7644893016712,0,-12.428984091452044,-12.428984091452044,0
sc2015,y2030,2030-01-06T01:00:00+01:00,-114.85600610133095,37.36367016133113,137.5434027197019,160.59819841495903,-207.68942106533936,-257.26459458466064,0,116.82569124435993,0,233.58310083125045,233.58310083125045,0,64.17514393313827,0,115.34822029923231,-106.77488474867613,-272.6056735886694,0,254.44635169905683,254.44635169905683,-140.4014594965909,0,-66.70681433694276,0,52.151981238144906,52.151981238144906,0
sc2015,y2030,2030-01-06T03:00:00+01:00,-5.808302329866177,-60.24158986013373,183.33620178534537,201.4082820781461,-226.24106718650864,-170.05828596349144,0,14.496898847372986,0,189.72299237405943,189.72299237405943,0,-26.042667995491765,0,-151.55439667849825,106.77488474867613,-324.4411586101342,0,218.177276639978,218.1772766399781,-108.10551158097265,0,-127.68277253170312,0,83.36027568400594,83.36027568400594,0
sc2015,y2030,2030-01-06T05:00:00+01:00,-1.7889287291324996,-60.5985400258674,194.54703456230428,198.35693628658845,-244.8136233838727,-129.51118921612738,0,17.52029626425955,0,170.96107505442092,170.96107505442092,0,15.782616076898904,0,-122.96585272776456,106.77488474867613,-310.14841502586785,0,115.84087561859535,115.84087561859535,-4.63381383296213,0,-110.98109917024662,0,105.26562693036034,105.26562693036034,0
sc2015,y2030,2030-01-06T07:00:00+01:00,-3.1895917743182123,-61.37943566968157,195.66863379513077,204.8674497433891,-243.59446321148036,-144.4390586885196,0,14.51444976294136,0,178.5187852338147,178.5187852338147,0,-0.8965275305706233,0,-130.55350657845023,106.77488474867613,-319.954901415182,0,152.1806503817278,152.1806503817278,-41.09593944936518,0,-119.34360067614458,0,100.00240156635354,100.00240156635354,0
sc2015,y2030,2030-01-06T09:00:00+01:00,7.615737645133347,-50.536427963633166,183.7089449980831,185.80369878738313,-242.00443446453392,-176.28533748546616,0,14.666233409613927,0,175.18647873840033,175.18647873840033,0,-4.469114886414216,0,-112.66677935099867,106.77488474867613,-299.9225770961337,0,183.25314029397776,183.25314029397776,-51.027595456074934,0,-116.72939937402182,0,101.04514460437474,101.04514460437474,0
sc2015,y2030,2030-01-06T11:00:00+01:00,73.32317459845628,5.669103951543963,136.28583614161926,69.37315980315928,-256.4755243579864,-224.52981009201363,0,35.314355003083996,0,108.6598476541789,108.6598476541789,0,87.03083823855839,0,29.487142109824283,106.77488474867613,-139.92530124845655,0,93.64354297609535,93.64354297609535,137.9106219612647,0,-48.43133368314167,0,149.84652257485143,149.84652257485143,0
sc2015,y2030,2030-01-06T13:00:00+01:00,90.967676018608,39.19000477639217,63.324502415984306,-43.618328914021454,-212.29494961080238,-273.05062228919775,0,56.9647135001915,0,78.37294170524278,78.37294170524278,0,124.50754578932322,0,85.529247109976,106.77488474867613,-52.22023937360826,0,85.38857778859537,85.38857778859537,180.11421943768403,0,-6.137875780862279,0,152.58875437618514,152.58875437618514,0
